Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Rachel KLOPFENSTEIN,08 MAR 1995,DNF,MRI,BAUHAUS-Galan,07 JUN 2026,2026,,dl_meeting
Addison WILEY,24 OCT 2003,1:57.98,USA,Doha Meeting,19 JUN 2026,2026,1.,dl_meeting
Tsige DUGUMA,23 FEB 2001,1:58.08,ETH,Doha Meeting,19 JUN 2026,2026,2.,dl_meeting
Halimah NAKAAYI,16 OCT 1994,1:58.41,UGA,Doha Meeting,19 JUN 2026,2026,3.,dl_meeting
Prudence SEKGODISO,05 JAN 2002,1:58.61,RSA,Doha Meeting,19 JUN 2026,2026,4.,dl_meeting
Oratile NOWE,20 MAY 2000,1:58.66,BOT,Doha Meeting,19 JUN 2026,2026,5.,dl_meeting
Nigist GETACHEW,28 FEB 2002,1:59.12,ETH,Doha Meeting,19 JUN 2026,2026,6.,dl_meeting
Rénelle LAMOTE,26 DEC 1993,1:59.21,FRA,Doha Meeting,19 JUN 2026,2026,7.,dl_meeting
Shafiqua MALONEY,27 FEB 1999,1:59.48,VIN,Doha Meeting,19 JUN 2026,2026,8.,dl_meeting
Lorea IBARZABAL,07 NOV 1994,1:59.84,ESP,Doha Meeting,19 JUN 2026,2026,9.,dl_meeting
Msgana HAILU,22 DEC 2005,2:01.47,ETH,Doha Meeting,19 JUN 2026,2026,10.,dl_meeting
Lore HOFFMANN,25 JUL 1996,2:01.96,SUI,Doha Meeting,19 JUN 2026,2026,11.,dl_meeting
Saida TSEHAYE,07 JUL 2008,2:04.22,ETH,Doha Meeting,19 JUN 2026,2026,12.,dl_meeting
Audrey WERRO,27 MAR 2004,1:53.80,SUI,Meeting de Paris,28 JUN 2026,2026,1.,dl_meeting
Femke BROEDERS-BOL,23 FEB 2000,1:55.60,NED,Meeting de Paris,28 JUN 2026,2026,2.,dl_meeting
Anaïs BOURGOIN,03 OCT 1996,1:55.65,FRA,Meeting de Paris,28 JUN 2026,2026,3.,dl_meeting
Prudence SEKGODISO,05 JAN 2002,1:56.83,RSA,Meeting de Paris,28 JUN 2026,2026,4.,dl_meeting
Rénelle LAMOTE,26 DEC 1993,1:56.93,FRA,Meeting de Paris,28 JUN 2026,2026,5.,dl_meeting
Sarah BILLINGS,07 MAR 1998,1:57.01,AUS,Meeting de Paris,28 JUN 2026,2026,6.,dl_meeting
Oratile NOWE,20 MAY 2000,1:57.46,BOT,Meeting de Paris,28 JUN 2026,2026,7.,dl_meeting
Clara LIBERMAN,05 APR 2000,1:58.34,FRA,Meeting de Paris,28 JUN 2026,2026,8.,dl_meeting
Roisin WILLIS,06 AUG 2004,1:58.66,USA,Meeting de Paris,28 JUN 2026,2026,9.,dl_meeting
Souad ELHADDAD,10 MAR 2001,1:58.90,MAR,Meeting de Paris,28 JUN 2026,2026,10.,dl_meeting
Lilian ODIRA,18 APR 1999,1:56.19,KEN,Prefontaine Classic,04 JUL 2026,2026,1.,dl_meeting
Keely HODGKINSON,03 MAR 2002,1:56.73,GBR,Prefontaine Classic,04 JUL 2026,2026,2.,dl_meeting
Addison WILEY,24 OCT 2003,1:57.70,USA,Prefontaine Classic,04 JUL 2026,2026,3.,dl_meeting
Sanu JALLOW,04 APR 2003,1:58.12,GAM,Prefontaine Classic,04 JUL 2026,2026,4.,dl_meeting
Raevyn ROGERS,07 SEP 1996,1:58.21,USA,Prefontaine Classic,04 JUL 2026,2026,5.,dl_meeting
Anaïs BOURGOIN,03 OCT 1996,1:58.66,FRA,Prefontaine Classic,04 JUL 2026,2026,6.,dl_meeting
Prudence SEKGODISO,05 JAN 2002,1:58.79,RSA,Prefontaine Classic,04 JUL 2026,2026,7.,dl_meeting
Halimah NAKAAYI,16 OCT 1994,1:59.37,UGA,Prefontaine Classic,04 JUL 2026,2026,8.,dl_meeting
Hayley KITCHING,26 SEP 2004,1:59.56,AUS,Prefontaine Classic,04 JUL 2026,2026,9.,dl_meeting
Keely HODGKINSON,03 MAR 2002,1:56.21,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,1.,dl_meeting
Femke BROEDERS-BOL,23 FEB 2000,1:56.46,NED,Novuna London Athletics Meet,18 JUL 2026,2026,2.,dl_meeting
Tsige DUGUMA,23 FEB 2001,1:56.92,ETH,Novuna London Athletics Meet,18 JUL 2026,2026,3.,dl_meeting
Sarah BILLINGS,07 MAR 1998,1:58.16,AUS,Novuna London Athletics Meet,18 JUL 2026,2026,4.,dl_meeting
Jemma REEKIE,06 MAR 1998,1:58.60,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,5.,dl_meeting
Isabelle BOFFEY,13 APR 2000,1:58.85,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,6.,dl_meeting
Addison WILEY,24 OCT 2003,2:00.01,USA,Novuna London Athletics Meet,18 JUL 2026,2026,7.,dl_meeting
Shafiqua MALONEY,27 FEB 1999,DNF,VIN,Novuna London Athletics Meet,18 JUL 2026,2026,,dl_meeting
Audrey WERRO,27 MAR 2004,1:55.33,SUI,Athletissima Lausanne,21 AUG 2026,2026,1.,dl_meeting
Femke BROEDERS-BOL,23 FEB 2000,1:55.41,NED,Athletissima Lausanne,21 AUG 2026,2026,2.,dl_meeting
Saida TSEHAYE,07 JUL 2008,1:56.92,ETH,Athletissima Lausanne,21 AUG 2026,2026,3.,dl_meeting
Veronica VANCARDO,26 SEP 2000,1:58.68,SUI,Athletissima Lausanne,21 AUG 2026,2026,4.,dl_meeting
Valentina ROSAMILIA,27 JAN 2003,1:58.93,SUI,Athletissima Lausanne,21 AUG 2026,2026,5.,dl_meeting
Addison WILEY,24 OCT 2003,1:59.22,USA,Athletissima Lausanne,21 AUG 2026,2026,6.,dl_meeting
Lilian ODIRA,18 APR 1999,1:59.25,KEN,Athletissima Lausanne,21 AUG 2026,2026,7.,dl_meeting
Prudence SEKGODISO,05 JAN 2002,1:59.58,RSA,Athletissima Lausanne,21 AUG 2026,2026,8.,dl_meeting
Oratile NOWE,20 MAY 2000,2:00.89,BOT,Athletissima Lausanne,21 AUG 2026,2026,9.,dl_meeting
Sage HURTA-KLECKER,23 JUN 1998,2:02.78,USA,Athletissima Lausanne,21 AUG 2026,2026,10.,dl_meeting
Audrey WERRO,27 MAR 2004,1:53.70,SUI,Weltklasse Zürich,27 AUG 2026,2026,1.,dl_meeting
Femke BROEDERS-BOL,23 FEB 2000,1:54.71,NED,Weltklasse Zürich,27 AUG 2026,2026,2.,dl_meeting
Georgia HUNTER BELL,17 OCT 1993,1:55.03,GBR,Weltklasse Zürich,27 AUG 2026,2026,3.,dl_meeting
Saida TSEHAYE,07 JUL 2008,1:57.33,ETH,Weltklasse Zürich,27 AUG 2026,2026,4.,dl_meeting
Jessica HULL,22 OCT 1996,1:58.24,AUS,Weltklasse Zürich,27 AUG 2026,2026,5.,dl_meeting
Veronica VANCARDO,26 SEP 2000,1:58.49,SUI,Weltklasse Zürich,27 AUG 2026,2026,6.,dl_meeting
Eloisa COIRO,01 DEC 2000,1:58.53,ITA,Weltklasse Zürich,27 AUG 2026,2026,7.,dl_meeting
Valentina ROSAMILIA,27 JAN 2003,1:59.46,SUI,Weltklasse Zürich,27 AUG 2026,2026,8.,dl_meeting
Sarah BILLINGS,07 MAR 1998,1:59.67,AUS,Weltklasse Zürich,27 AUG 2026,2026,9.,dl_meeting
