Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Marileidy PAULINO,25 OCT 1996,48.48,DOM,Meeting de Paris,28 JUN 2026,2026,1.,dl_meeting
Lurdes Gloria MANUEL,12 JUL 2005,49.37,CZE,Meeting de Paris,28 JUN 2026,2026,2.,dl_meeting
Stacey Ann WILLIAMS,08 MAR 1999,49.51,JAM,Meeting de Paris,28 JUN 2026,2026,3.,dl_meeting
Lieke KLAVER,20 AUG 1998,49.97,NED,Meeting de Paris,28 JUN 2026,2026,4.,dl_meeting
Sharlene MAWDSLEY,10 AUG 1998,50.06,IRL,Meeting de Paris,28 JUN 2026,2026,5.,dl_meeting
Roxana GÓMEZ,07 JAN 1999,50.07,CUB,Meeting de Paris,28 JUN 2026,2026,6.,dl_meeting
Natalia BUKOWIECKA,17 JAN 1998,50.81,POL,Meeting de Paris,28 JUN 2026,2026,7.,dl_meeting
Isabelle BLACK,08 FEB 2000,51.15,FRA,Meeting de Paris,28 JUN 2026,2026,8.,dl_meeting
Marileidy PAULINO,25 OCT 1996,48.67,DOM,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,1.,dl_meeting
Aaliyah BUTLER,05 NOV 2003,48.84,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,2.,dl_meeting
Lurdes Gloria MANUEL,12 JUL 2005,49.44,CZE,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,3.,dl_meeting
Nickisha PRYCE,07 MAR 2001,49.56,JAM,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,4.,dl_meeting
Lieke KLAVER,20 AUG 1998,49.58,NED,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,5.,dl_meeting
Roxana GÓMEZ,07 JAN 1999,50.37,CUB,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,6.,dl_meeting
Bassant HEMIDA,28 SEP 1996,50.56,EGY,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,7.,dl_meeting
Jasmine JONES,30 NOV 2001,51.09,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,8.,dl_meeting
Marileidy PAULINO,25 OCT 1996,48.97,DOM,Novuna London Athletics Meet,18 JUL 2026,2026,1.,dl_meeting
Henriette JÆGER,30 JUN 2003,49.15,NOR,Novuna London Athletics Meet,18 JUL 2026,2026,2.,dl_meeting
Stacey Ann WILLIAMS,08 MAR 1999,49.52,JAM,Novuna London Athletics Meet,18 JUL 2026,2026,3.,dl_meeting
Nickisha PRYCE,07 MAR 2001,50.09,JAM,Novuna London Athletics Meet,18 JUL 2026,2026,4.,dl_meeting
Natalia BUKOWIECKA,17 JAN 1998,50.10,POL,Novuna London Athletics Meet,18 JUL 2026,2026,5.,dl_meeting
Roxana GÓMEZ,07 JAN 1999,50.14,CUB,Novuna London Athletics Meet,18 JUL 2026,2026,6.,dl_meeting
Yemi Mary JOHN,03 MAY 2003,50.24,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,7.,dl_meeting
Charlotte HENRICH,30 AUG 2006,50.45,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,8.,dl_meeting
Marileidy PAULINO,25 OCT 1996,48.87,DOM,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,1.,dl_meeting
Nickisha PRYCE,07 MAR 2001,49.49,JAM,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,2.,dl_meeting
Salwa Eid NASER,23 MAY 1998,49.57,BRN,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,3.,dl_meeting
Natalia BUKOWIECKA,17 JAN 1998,49.60,POL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,4.,dl_meeting
Lieke KLAVER,20 AUG 1998,49.71,NED,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,5.,dl_meeting
Stacey Ann WILLIAMS,08 MAR 1999,49.81,JAM,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Henriette JÆGER,30 JUN 2003,49.85,NOR,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,7.,dl_meeting
Aaliyah BUTLER,05 NOV 2003,50.38,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Roxana GÓMEZ,07 JAN 1999,50.88,CUB,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,9.,dl_meeting
