Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Christopher NILSEN,13 JAN 1998,5.90,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,4.,dl_meeting
Kurtis MARSCHALL,25 APR 1997,5.90,AUS,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,5.,dl_meeting
KC LIGHTFOOT,11 NOV 1999,5.90,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Ernest John OBIENA,17 NOV 1995,5.80,PHI,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,7.,dl_meeting
Zachery BRADFORD,29 NOV 1999,5.65,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Sam KENDRICKS,07 SEP 1992,5.65,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Baptiste THIERY,29 JUN 2001,5.65,FRA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Armand DUPLANTIS,10 NOV 1999,6.25,SWE,Weltklasse Zürich,27 AUG 2026,2026,1.,dl_meeting
Emmanouil KARALIS,20 OCT 1999,6.20,GRE,Weltklasse Zürich,27 AUG 2026,2026,2.,dl_meeting
Sondre GUTTORMSEN,01 JUN 1999,6.00,NOR,Weltklasse Zürich,27 AUG 2026,2026,3.,dl_meeting
Christopher NILSEN,13 JAN 1998,5.90,USA,Weltklasse Zürich,27 AUG 2026,2026,4.,dl_meeting
Ernest John OBIENA,17 NOV 1995,5.90,PHI,Weltklasse Zürich,27 AUG 2026,2026,5.,dl_meeting
Zachery BRADFORD,29 NOV 1999,5.80,USA,Weltklasse Zürich,27 AUG 2026,2026,6.,dl_meeting
Sam KENDRICKS,07 SEP 1992,5.80,USA,Weltklasse Zürich,27 AUG 2026,2026,6.,dl_meeting
Kurtis MARSCHALL,25 APR 1997,5.80,AUS,Weltklasse Zürich,27 AUG 2026,2026,6.,dl_meeting
Renaud LAVILLENIE,18 SEP 1986,5.65,FRA,Weltklasse Zürich,27 AUG 2026,2026,9.,dl_meeting
Baptiste THIERY,29 JUN 2001,5.50,FRA,Weltklasse Zürich,27 AUG 2026,2026,10.,dl_meeting
