Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
12.0,12.68,0.2,Tobi AMUSAN,23 APR 1997,NGR,1,,Gold Coast (AUS),13 APR 2018,1193.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14579526,toplist
14.0,12.7,1.6,Devynne CHARLTON,26 NOV 1995,BAH,1f1,,"Baton Rouge, LA (USA)",07 APR 2018,1191.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14414505,toplist
14.0,12.7,2.0,Alaysha JOHNSON,20 JUL 1996,USA,2sf1,,"Eugene, OR (USA)",07 JUN 2018,1191.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14486620,toplist
16.0,12.71,0.9,Jasmin STOWERS,23 SEP 1991,USA,4,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1189.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14322163,toplist
16.0,12.71,1.3,Nadine VISSER,09 FEB 1995,NED,4,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1189.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14451249,toplist
18.0,12.72,0.2,Pedrya SEYMOUR,29 MAY 1995,BAH,2,,"Waco, TX (USA)",13 MAY 2018,1188.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14414571,toplist
18.0,12.72,0.6,Eline BERINGS,28 MAY 1986,BEL,1,,Liège (BEL),18 JUL 2018,1188.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14270497,toplist
18.0,12.72,0.2,Isabelle PEDERSEN,27 JAN 1992,NOR,4h2,,"Olympic Stadium, London (GBR)",22 JUL 2018,1188.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14292761,toplist
21.0,12.74,1.1,Yanique THOMPSON,12 MAR 1996,JAM,2h1,,Kingston (JAM),24 JUN 2018,1185.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14469999,toplist
22.0,12.75,1.7,Chanel BRISSETT,10 AUG 1999,USA,1,,"Palo Alto, CA (USA)",13 MAY 2018,1184.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14596878,toplist
22.0,12.75,0.7,Dawn HARPER-NELSON,13 MAY 1984,USA,4f2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1184.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14311987,toplist
24.0,12.77,-0.5,Cindy ROLEDER,21 AUG 1989,GER,3,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1184.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14279423,toplist
24.0,12.77,0.2,Solène NDAMA,23 SEP 1998,FRA,2sf2,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1181.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14625558,toplist
26.0,12.78,1.8,Kori CARTER,03 JUN 1992,USA,1h3,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1180.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14307315,toplist
27.0,12.79,1.5,Bridgette OWENS,14 MAR 1992,USA,2f2,,"Torrance, CA (USA)",21 APR 2018,1178.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14366409,toplist
27.0,12.79,1.2,Alexis DUNCAN,16 AUG 1998,USA,2,,"Knoxville, TN (USA)",13 MAY 2018,1178.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14496689,toplist
27.0,12.79,0.7,Jeanine WILLIAMS,28 JAN 1997,JAM,1h2,,Kingston (JAM),24 JUN 2018,1178.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14574693,toplist
30.0,12.8,1.5,Erica BOUGARD,26 JUL 1993,USA,1ce5,,"Mösle-Stadium, Götzis (AUT)",26 MAY 2018,1177.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14443534,toplist
30.0,12.8,1.7,Janeek BROWN,14 MAY 1998,JAM,2sf3,,"Eugene, OR (USA)",07 JUN 2018,1177.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14574691,toplist
32.0,12.81,-0.6,Rikenette STEENKAMP,16 OCT 1992,RSA,1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1179.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14375297,toplist
33.0,12.83,1.7,Dior HALL,02 JAN 1996,USA,2,,"Palo Alto, CA (USA)",13 MAY 2018,1173.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14336438,toplist
34.0,12.84,0.0,Evonne BRITTON,28 JUL 1991,USA,2,,Bellinzona (SUI),18 JUL 2018,1171.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14306456,toplist
35.0,12.85,0.1,Andrea IVANČEVIĆ,21 AUG 1984,CRO,4,,"Sports Park Mladost, Zagreb (CRO)",04 SEP 2018,1170.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14263811,toplist
36.0,12.86,-0.2,Ebony MORRISON,28 DEC 1994,USA,1f1,,"Coral Gables, FL (USA)",14 APR 2018,1170.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14438640,toplist
36.0,12.86,1.4,Cortney JONES,18 JUN 1999,USA,2sf2,,"Eugene, OR (USA)",07 JUN 2018,1169.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14313889,toplist
36.0,12.86,1.9,Luca KOZÁK,01 JUN 1996,HUN,1,,Székesfehérvár (HUN),23 JUN 2018,1169.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14397893,toplist
36.0,12.86,0.7,Nooralotta NEZIRI,09 NOV 1992,FIN,1,,Joensuu (FIN),04 JUL 2018,1169.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14259193,toplist
36.0,12.86,1.7,Eefje BOONS,18 JUL 1994,NED,1,,Guadalajara (ESP),06 JUL 2018,1169.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14451251,toplist
41.0,12.88,1.7,Anna COCKRELL,28 AUG 1997,USA,3,,"Palo Alto, CA (USA)",13 MAY 2018,1166.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14486939,toplist
41.0,12.88,2.0,Tonea MARSHALL,17 OCT 1998,USA,3sf1,,"Eugene, OR (USA)",07 JUN 2018,1166.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14564128,toplist
43.0,12.89,0.2,Tia JONES,08 SEP 2000,USA,1,,"Bloomington, IN (USA)",16 JUN 2018,1165.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14563262,toplist
44.0,12.9,1.5,Andrea Carolina VARGAS,28 MAY 1996,CRC,1,,Barranquilla (COL),31 JUL 2018,1163.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14532764,toplist
44.0,12.9,0.2,Ricarda LOBE,13 APR 1994,GER,3sf2,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1163.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14360690,toplist
46.0,12.91,1.9,Brianna MCGHEE,08 NOV 1993,USA,2,,"Pomona, CA (USA)",02 JUN 2018,1162.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14491912,toplist
47.0,12.92,1.7,Kayla WHITE,14 SEP 1996,USA,1,,"Greensboro, NC (USA)",13 APR 2018,1161.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14642681,toplist
48.0,12.93,1.6,Jacklyn HOWELL,03 OCT 1996,USA,2h3,,"Knoxville, TN (USA)",12 MAY 2018,1159.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14506681,toplist
48.0,12.93,0.7,Nickiesha WILSON,28 JUL 1986,JAM,2h2,,Kingston (JAM),24 JUN 2018,1159.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14286013,toplist
48.0,12.93,1.3,Karolina KOŁECZEK,15 JAN 1993,POL,1,,Inowroclaw (POL),01 SEP 2018,1159.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14378871,toplist
51.0,12.94,1.2,Taliyah BROOKS,08 FEB 1995,USA,4,,"Knoxville, TN (USA)",13 MAY 2018,1158.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14437075,toplist
51.0,12.94,1.7,Klaudia SICIARZ,15 MAR 1998,POL,1,,Kraków (POL),08 JUL 2018,1158.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14484568,toplist
51.0,12.94,0.8,Stephanie BENDRAT,05 MAR 1991,AUT,1,,Klagenfurt (AUT),22 JUL 2018,1158.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14376248,toplist
54.0,12.95,2.0,Louisa GRAUVOGEL,28 SEP 1996,GER,1ce3,,"Eugene, OR (USA)",08 JUN 2018,1156.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14484530,toplist
54.0,12.95,1.9,Gréta KEREKES,09 OCT 1992,HUN,2,,Székesfehérvár (HUN),23 JUN 2018,1156.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14281785,toplist
56.0,12.96,0.4,Jade BARBER,04 APR 1993,USA,3h2,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1155.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14432091,toplist
56.0,12.96,0.0,Kristi CASTLIN,07 JUL 1988,USA,1,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,1155.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14307379,toplist
58.0,12.97,0.4,Nadine HILDEBRAND,20 SEP 1987,GER,6,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1154.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14278038,toplist
59.0,12.98,1.9,Kendell WILLIAMS,14 JUN 1995,USA,3,,"Pomona, CA (USA)",02 JUN 2018,1152.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14411362,toplist
59.0,12.98,2.0,Mecca MCGLASTON,23 JUL 1998,USA,5sf1,,"Eugene, OR (USA)",07 JUN 2018,1152.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14579186,toplist
61.0,12.99,0.8,Tiffany PORTER,13 NOV 1987,GBR,3h2,,Gold Coast (AUS),12 APR 2018,1151.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14318196,toplist
61.0,12.99,0.8,Michelle JENNEKE,23 JUN 1993,AUS,4h2,,Gold Coast (AUS),12 APR 2018,1151.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14365887,toplist
61.0,12.99,1.0,Luminosa BOGLIOLO,03 JUL 1995,ITA,1f2,,Savona (ITA),23 MAY 2018,1151.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14469408,toplist
64.0,13.0,1.9,Cyréna SAMBA-MAYELA,31 OCT 2000,FRA,1f1,,Grenoble (FRA),20 MAY 2018,1150.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14735030,toplist
64.0,13.0,0.1,Franziska HOFMANN,27 MAR 1994,GER,1,,Regensburg (GER),03 JUN 2018,1150.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14362208,toplist
64.0,13.0,0.2,Elisavet PESIRIDOU,12 FEB 1992,GRE,3sf1,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1150.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14375300,toplist
67.0,13.01,1.8,Maribel Vanessa CAICEDO,01 APR 1998,ECU,1f1,,"Clermont, FL (USA)",12 MAY 2018,1148.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14621562,toplist
67.0,13.01,-1.0,Britany ANDERSON,03 JAN 2001,JAM,2,,"Ratinan Stadion, Tampere (FIN)",15 JUL 2018,1154.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14630593,toplist
69.0,13.02,1.4,Brianna BEAHAN,01 NOV 1991,AUS,2,,Perth (AUS),13 JAN 2018,1147.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14334463,toplist
69.0,13.02,1.1,Tiffani MCREYNOLDS,04 DEC 1991,USA,1f4,,"Waco, TX (USA)",21 APR 2018,1147.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14316768,toplist
69.0,13.02,1.2,Brittley HUMPHREY,06 MAR 1998,USA,5,,"Knoxville, TN (USA)",13 MAY 2018,1147.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14492152,toplist
69.0,13.02,1.7,Jessica DUCKETT,22 JAN 1997,USA,1,,"Cincinnati, OH (USA)",13 MAY 2018,1147.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14527698,toplist
73.0,13.03,1.7,Genesis ROMERO,06 NOV 1995,VEN,2,,Guadalajara (ESP),06 JUL 2018,1146.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14482778,toplist
73.0,13.03,0.6,Veronika CHERVINSKAYA,28 JUN 1998,RUS,1,,Chelyabinsk (RUS),27 JUL 2018,1146.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14597939,toplist
75.0,13.04,1.8,Raven CLAY,05 OCT 1990,USA,1,,"Gainesville, FL (USA)",13 APR 2018,1144.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14307739,toplist
75.0,13.04,1.3,Laura VALETTE,16 FEB 1997,FRA,2,,Sotteville-lès-Rouen (FRA),17 JUL 2018,1144.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14501335,toplist
77.0,13.05,0.5,Michelle ATHERLEY,09 DEC 1995,USA,1ce3,,"Coral Gables, FL (USA)",10 MAY 2018,1143.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14616355,toplist
77.0,13.05,0.6,Shimayra WILLIAMS,02 DEC 1995,JAM,5,,Kingston (JAM),24 JUN 2018,1143.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14413660,toplist
77.0,13.05,1.7,Vanessa CLERVEAUX,17 JUN 1994,HAI,1h2,,Barranquilla (COL),30 JUL 2018,1143.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14461957,toplist
80.0,13.06,0.1,Beate SCHROTT,15 APR 1988,AUT,2h3,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1142.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14270767,toplist
81.0,13.07,0.4,Emma SPAGNOLA,18 MAR 1996,USA,1h6,,"Sacramento, CA (USA)",25 MAY 2018,1140.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14527695,toplist
81.0,13.07,1.7,MacKenzie HILL,05 JAN 1986,USA,4h1,,"Chula Vista, CA (USA)",09 JUN 2018,1140.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14312606,toplist
81.0,13.07,1.4,Fanny QUENOT,02 OCT 1990,FRA,1,,Castres (FRA),25 JUL 2018,1140.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14675656,toplist
84.0,13.08,0.9,Shujiao WU,19 JUN 1991,CHN,9,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1139.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14420965,toplist
85.0,13.09,2.0,Tara DAVIS,20 MAY 1999,USA,6sf1,,"Eugene, OR (USA)",07 JUN 2018,1138.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14596561,toplist
85.0,13.09,0.9,Amoi BROWN,11 JAN 1999,JAM,1,,Kingston (JAM),23 JUN 2018,1138.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14576628,toplist
87.0,13.1,1.9,Dara PERRY,,USA,1,,"Buffalo, NY (USA)",12 MAY 2018,1136.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14655140,toplist
87.0,13.1,1.3,Caitlyn LITTLE,01 FEB 1999,USA,2h1,,"Knoxville, TN (USA)",12 MAY 2018,1136.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14597089,toplist
87.0,13.1,1.0,Jasmyne GRAHAM,06 MAY 1998,USA,1,,"Fresno, CA (USA)",12 MAY 2018,1136.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14486783,toplist
90.0,13.11,0.7,Ivana LONČAREK,08 APR 1991,CRO,1,,Slovenska Bistrica (SLO),26 MAY 2018,1135.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14263786,toplist
90.0,13.11,0.6,Hyelim JUNG,01 JUL 1987,KOR,1f2,,Tottori (JPN),03 JUN 2018,1135.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14289676,toplist
90.0,13.11,1.6,Awa SENE,24 JUL 1994,FRA,1f1,,Cergy-Pontoise (FRA),22 JUN 2018,1135.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14454905,toplist
90.0,13.11,0.7,Reetta HURSKE,15 MAY 1995,FIN,3,,Joensuu (FIN),04 JUL 2018,1135.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14405506,toplist
94.0,13.12,0.7,Amber HUGHES,23 SEP 1994,USA,1h1,,"Clermont, FL (USA)",12 MAY 2018,1134.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14618390,toplist
94.0,13.12,0.2,Tiara MCMINN,23 FEB 1999,USA,4,,"Bloomington, IN (USA)",16 JUN 2018,1134.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14662315,toplist
96.0,13.13,1.3,Anamaria NESTERIUC,29 NOV 1993,ROU,2f1,,Chania (GRE),19 MAY 2018,1132.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14380566,toplist
96.0,13.13,-0.1,Carolin SCHÄFER,05 DEC 1991,GER,2ce3,,"Stadionring, Ratingen (GER)",16 JUN 2018,1132.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14279515,toplist
96.0,13.13,1.5,Ayako KIMURA,11 JUN 1988,JPN,1sf1,,Yamaguchi (JPN),22 JUN 2018,1132.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14286780,toplist
96.0,13.13,1.7,Anna PLOTITSYNA,01 JAN 1987,UKR,1,,Padova (ITA),02 SEP 2018,1132.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14304033,toplist
100.0,13.14,0.6,Daeshon GORDON,20 AUG 1996,JAM,1,,"San Antonio, TX (USA)",06 MAY 2018,1131.0,women_100h,2018,https://worldathletics.org/athletes/athlete=14490769,toplist
1.0,12.32,0.8,Danielle WILLIAMS,14 SEP 1992,JAM,1,,"Olympic Stadium, London (GBR)",20 JUL 2019,1244.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14450995,toplist
2.0,12.34,0.3,Nia ALI,23 OCT 1988,USA,1,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1241.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14304647,toplist
3.0,12.4,0.6,Janeek BROWN,14 MAY 1998,JAM,1,,"Austin, TX (USA)",08 JUN 2019,1232.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14574691,toplist
4.0,12.43,0.1,Kendra HARRISON,18 SEP 1992,USA,1,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1228.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14425415,toplist
5.0,12.48,0.2,Tobi AMUSAN,23 APR 1997,NGR,1h5,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1221.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14579526,toplist
6.0,12.52,0.6,Chanel BRISSETT,10 AUG 1999,USA,2,,"Austin, TX (USA)",08 JUN 2019,1216.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14596878,toplist
7.0,12.57,1.7,Tonea MARSHALL,17 OCT 1998,USA,1,,Queretaro (MEX),06 JUL 2019,1209.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14564128,toplist
8.0,12.58,1.8,Christina CLEMONS,29 MAY 1990,USA,1h1,,"Paavo Nurmen Stadion, Turku (FIN)",11 JUN 2019,1207.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14363368,toplist
8.0,12.58,0.4,Kendell WILLIAMS,14 JUN 1995,USA,1ce3,,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019,1207.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14411362,toplist
10.0,12.61,-1.2,Brianna ROLLINS-MCNEAL,18 AUG 1991,USA,3,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1210.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14320208,toplist
10.0,12.61,0.8,Megan TAPPER,18 MAR 1994,JAM,2sf2,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1203.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14413569,toplist
12.0,12.62,1.0,Nadine VISSER,09 FEB 1995,NED,3sf1,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1202.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14451249,toplist
13.0,12.63,1.9,Queen CLAYE,10 SEP 1988,USA,2,,Sotteville-lès-Rouen (FRA),16 JUL 2019,1200.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14312088,toplist
14.0,12.64,0.3,Andrea Carolina VARGAS,28 MAY 1996,CRC,5,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1199.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14532764,toplist
15.0,12.65,0.4,Sharika NELVIS,10 MAY 1990,USA,1,,"Boston, MA (USA)",16 JUN 2019,1198.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14376876,toplist
16.0,12.69,2.0,Anna COCKRELL,28 AUG 1997,USA,1sf1,,"Austin, TX (USA)",06 JUN 2019,1192.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14486939,toplist
17.0,12.7,1.3,Payton CHADWICK,29 NOV 1995,USA,2,,"Fayetteville, AR (USA)",11 MAY 2019,1191.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14519041,toplist
17.0,12.7,0.4,Sally PEARSON,19 SEP 1986,AUS,2,,"Yanmar Stadium Nagai, Osaka (JPN)",19 MAY 2019,1191.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14271668,toplist
17.0,12.7,1.8,Elvira HERMAN,09 JAN 1997,BLR,1,,"Gunder Hägg Stadion, Gävle (SWE)",12 JUL 2019,1191.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14579406,toplist
20.0,12.71,1.3,Britany ANDERSON,03 JAN 2001,JAM,1f1,,Joensuu (FIN),24 JUL 2019,1189.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14630593,toplist
21.0,12.72,1.4,Cortney JONES,18 JUN 1999,USA,1h1,,"Charlottesville, VA (USA)",10 MAY 2019,1188.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14313889,toplist
21.0,12.72,1.8,Jeanine WILLIAMS,28 JAN 1997,JAM,2,,"Charlottesville, VA (USA)",11 MAY 2019,1188.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14574693,toplist
21.0,12.72,2.0,Tiffani MCREYNOLDS,04 DEC 1991,USA,2f2,,Padova (ITA),16 JUL 2019,1188.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14316768,toplist
21.0,12.72,1.3,Annimari KORTE,08 APR 1988,FIN,2f1,,Joensuu (FIN),24 JUL 2019,1188.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14259379,toplist
25.0,12.74,0.1,Amber HUGHES,23 SEP 1994,USA,1h2,,St. Pölten (AUT),30 MAY 2019,1185.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14618390,toplist
25.0,12.74,2.0,Tiara MCMINN,23 FEB 1999,USA,3sf1,,"Austin, TX (USA)",06 JUN 2019,1185.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14662315,toplist
27.0,12.75,0.3,Karolina KOŁECZEK,15 JAN 1993,POL,1,,"Stadion Śląski, Chorzów (POL)",16 JUN 2019,1184.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14378871,toplist
28.0,12.76,0.3,Cindy ROLEDER,21 AUG 1989,GER,2h4,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1182.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14279423,toplist
29.0,12.78,1.2,Luminosa BOGLIOLO,03 JUL 1995,ITA,1h1,,La Chaux-de-Fonds (SUI),30 JUN 2019,1180.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14469408,toplist
29.0,12.78,2.0,Pedrya SEYMOUR,29 MAY 1995,BAH,3f2,,Padova (ITA),16 JUL 2019,1180.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14414571,toplist
29.0,12.78,1.3,Reetta HURSKE,15 MAY 1995,FIN,3f1,,Joensuu (FIN),24 JUL 2019,1180.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14405506,toplist
29.0,12.78,1.6,Erica BOUGARD,26 JUL 1993,USA,1ce3,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1180.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14443534,toplist
33.0,12.79,0.7,Solène NDAMA,23 SEP 1998,FRA,1,,Marseille (FRA),02 JUL 2019,1178.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14625558,toplist
34.0,12.8,0.5,Yanique THOMPSON,12 MAR 1996,JAM,2h1,,Kingston (JAM),23 JUN 2019,1177.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14469999,toplist
35.0,12.81,1.9,Evonne BRITTON,28 JUL 1991,USA,1,,St. George's (GRN),13 APR 2019,1176.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14306456,toplist
35.0,12.81,1.4,Madeleine AKOBUNDU,22 APR 1998,USA,1,,"Greensboro, NC (USA)",04 MAY 2019,1176.0,women_100h,2019,https://worldathletics.org/athletes/athlete=14677852,toplist
