Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Angelina TOPIĆ,26 JUL 2005,1.96,SRB,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,5.,dl_meeting
Louise EKMAN,10 APR 1997,1.93,SWE,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Marija VUKOVIĆ,21 JAN 1992,1.93,MNE,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Maria ŻODZIK,19 JAN 1997,1.93,POL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Lamara DISTIN,03 MAR 2000,1.89,JAM,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,9.,dl_meeting
Yuliia LEVCHENKO,28 NOV 1997,1.89,UKR,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,9.,dl_meeting
Vashti CUNNINGHAM,18 JAN 1998,1.89,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,11.,dl_meeting
Nicola OLYSLAGERS,28 DEC 1996,2.02,AUS,Weltklasse Zürich,27 AUG 2026,2026,1.,dl_meeting
Iryna GERASHCHENKO,10 MAR 1995,2.00,UKR,Weltklasse Zürich,27 AUG 2026,2026,2.,dl_meeting
Marija VUKOVIĆ,21 JAN 1992,1.98,MNE,Weltklasse Zürich,27 AUG 2026,2026,3.,dl_meeting
Lamara DISTIN,03 MAR 2000,1.96,JAM,Weltklasse Zürich,27 AUG 2026,2026,4.,dl_meeting
Yaroslava MAHUCHIKH,19 SEP 2001,1.96,UKR,Weltklasse Zürich,27 AUG 2026,2026,4.,dl_meeting
Eleanor PATTERSON,22 MAY 1996,1.96,AUS,Weltklasse Zürich,27 AUG 2026,2026,6.,dl_meeting
Angelina TOPIĆ,26 JUL 2005,1.93,SRB,Weltklasse Zürich,27 AUG 2026,2026,7.,dl_meeting
Maria ŻODZIK,19 JAN 1997,1.93,POL,Weltklasse Zürich,27 AUG 2026,2026,8.,dl_meeting
Yuliia LEVCHENKO,28 NOV 1997,1.89,UKR,Weltklasse Zürich,27 AUG 2026,2026,9.,dl_meeting
Marithe-Thérèse ENGONDO,11 MAY 2002,1.80,SUI,Weltklasse Zürich,27 AUG 2026,2026,10.,dl_meeting
