Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
32,78.23,,Igors SOKOLOVS,17 AUG 1974,LAT,,,Riga (LAT),17 MAY 2008,1175,men_HT,2008,https://worldathletics.org/athletes/athlete=14211084,toplist
33,77.72,,Chris HARMSE,31 MAY 1973,RSA,1,,Addis Ababa (ETH),03 MAY 2008,1167,men_HT,2008,https://worldathletics.org/athletes/athlete=14220122,toplist
33,77.72,,Christophe EPALLE,23 JAN 1969,FRA,1,,Aubière (FRA),09 JUL 2008,1167,men_HT,2008,https://worldathletics.org/athletes/athlete=14184629,toplist
35,77.35,,Jens RAUTENKRANZ,11 APR 1982,GER,2,,Schönebeck (GER),08 JUN 2008,1161,men_HT,2008,https://worldathletics.org/athletes/athlete=14193783,toplist
36,77.32,,Yury SHAYUNOU,22 OCT 1987,BLR,3,,Minsk (BLR),27 JUL 2008,1161,men_HT,2008,https://worldathletics.org/athletes/athlete=14176573,toplist
37,77.25,,Ali Mohamed AL ZENKAWI,27 FEB 1984,KUW,5,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",01 JUL 2008,1160,men_HT,2008,https://worldathletics.org/athletes/athlete=14210830,toplist
38,77.21,,Vitaliy BAUKH,29 JAN 1983,RUS,1,,Chelyabinsk (RUS),05 JUL 2008,1159,men_HT,2008,https://worldathletics.org/athletes/athlete=14221780,toplist
39,77.16,,Vadim KHERSONTSEV,08 JUL 1974,RUS,3,,Kazan (RUS),19 JUL 2008,1159,men_HT,2008,https://worldathletics.org/athletes/athlete=14222609,toplist
40,77.07,,Alexandros PAPADIMITRIOU,18 JUN 1973,GRE,1,,Herakleion (GRE),01 JUN 2008,1157,men_HT,2008,https://worldathletics.org/athletes/athlete=14195385,toplist
41,76.97,,Lukáš MELICH,16 SEP 1980,CZE,1,,Ostrava (CZE),31 MAY 2008,1156,men_HT,2008,https://worldathletics.org/athletes/athlete=14168549,toplist
42,76.96,,Dorian ÇOLLAKU,02 JUN 1977,ALB,1,,Espoo (FIN),22 JUN 2008,1155,men_HT,2008,https://worldathletics.org/athletes/athlete=14180944,toplist
43,76.61,,Aleksandr KOZULKO,08 DEC 1983,BLR,4,,Minsk (BLR),07 JUN 2008,1150,men_HT,2008,https://worldathletics.org/athletes/athlete=14176797,toplist
44,76.28,,Mike MAI,27 SEP 1977,USA,3,,"Provo, UT (USA)",24 MAY 2008,1145,men_HT,2008,https://worldathletics.org/athletes/athlete=14244728,toplist
45,76.11,,Nicolas FIGERE,19 MAY 1979,FRA,1,,Cercy-la-Tour (FRA),05 JUL 2008,1142,men_HT,2008,https://worldathletics.org/athletes/athlete=14184757,toplist
46,76.05,,Ioannis BARLIS,26 NOV 1979,GRE,1,,Athina (GRE),09 MAY 2008,1141,men_HT,2008,https://worldathletics.org/athletes/athlete=14195012,toplist
47,75.90,,Fatih ERYILDIRIM,01 MAR 1979,TUR,1,,Izmir (TUR),04 JUN 2008,1139,men_HT,2008,https://worldathletics.org/athletes/athlete=14229378,toplist
48,75.82,,David SÖDERBERG,11 AUG 1979,FIN,1,,Kangasala (FIN),28 MAY 2008,1138,men_HT,2008,https://worldathletics.org/athletes/athlete=14182572,toplist
49,75.76,,Pavel SEDLÁČEK,05 APR 1968,CZE,3,,Ostrava (CZE),31 MAY 2008,1137,men_HT,2008,https://worldathletics.org/athletes/athlete=14168328,toplist
50,75.54,,Aleksey SOKIRSKIY,16 MAR 1985,UKR,1,,Kyiv (UKR),29 APR 2008,1133,men_HT,2008,https://worldathletics.org/athletes/athlete=14230628,toplist
51,75.53,,Kibwé JOHNSON,17 JUL 1981,USA,1,,"Berea, OH (USA)",14 JUN 2008,1133,men_HT,2008,https://worldathletics.org/athletes/athlete=14242154,toplist
52,75.44,,Jérôme BORTOLUZZI,20 MAY 1982,FRA,2,,Cercy-la-Tour (FRA),05 JUL 2008,1132,men_HT,2008,https://worldathletics.org/athletes/athlete=14183420,toplist
53,75.35,,Sergey LITVINOV,27 JAN 1986,GER,1,,Holtland (GER),17 MAY 2008,1130,men_HT,2008,https://worldathletics.org/athletes/athlete=14176746,toplist
54,75.20,,Mohsen ANANI,21 MAY 1985,EGY,1,,Cairo (EGY),29 FEB 2008,1128,men_HT,2008,https://worldathletics.org/athletes/athlete=14167530,toplist
55,75.08,,Kevin MCMAHON,26 MAY 1972,USA,1,,"Modesto, CA (USA)",10 MAY 2008,1126,men_HT,2008,https://worldathletics.org/athletes/athlete=14245745,toplist
56,75.00,,Travis NUTTER,09 FEB 1975,USA,1,,"West Point, NY (USA)",05 JUN 2008,1125,men_HT,2008,https://worldathletics.org/athletes/athlete=14247393,toplist
57,74.80,,Yevgeniy AYDAMIROV,11 MAY 1987,RUS,7,,"Meteor, Zhukovskiy (RUS)",15 JUN 2008,1122,men_HT,2008,https://worldathletics.org/athletes/athlete=14221713,toplist
58,74.48,,Bergur Ingi PÉTURSSON,05 OCT 1985,ISL,1,,Hafnarfjördur (ISL),25 MAY 2008,1117,men_HT,2008,https://worldathletics.org/athletes/athlete=14199194,toplist
59,74.41,,Thomas Jacob FREEMAN,05 NOV 1980,USA,2,,"West Point, NY (USA)",20 JUN 2008,1116,men_HT,2008,https://worldathletics.org/athletes/athlete=14238208,toplist
60,74.28,,Frédéric POUZY,18 FEB 1983,FRA,1,,Albi (FRA),24 JUL 2008,1114,men_HT,2008,https://worldathletics.org/athletes/athlete=14187147,toplist
61,74.26,,Maciej PAŁYSZKO,04 JAN 1978,POL,5,,Halle (GER),24 MAY 2008,1114,men_HT,2008,https://worldathletics.org/athletes/athlete=14217329,toplist
62,74.13,,Cory MARTIN,22 MAY 1985,USA,1,,"Des Moines, IA (USA)",13 JUN 2008,1112,men_HT,2008,https://worldathletics.org/athletes/athlete=14244994,toplist
63,74.09,,Juan Ignacio CERRA,16 OCT 1976,ARG,1,,Santa Fé (ARG),29 MAR 2008,1111,men_HT,2008,https://worldathletics.org/athletes/athlete=14180483,toplist
64,73.80,,Roman ROZNA,25 MAR 1976,MDA,6,,Minsk (BLR),27 JUL 2008,1106,men_HT,2008,https://worldathletics.org/athletes/athlete=14212728,toplist
65,73.78,,Karsten KOBS,16 SEP 1971,GER,3,,Dortmund (GER),14 JUN 2008,1106,men_HT,2008,https://worldathletics.org/athletes/athlete=14192901,toplist
66,73.73,,Walter HENNING,24 JAN 1989,USA,3,,"Provo, UT (USA)",24 MAY 2008,1105,men_HT,2008,https://worldathletics.org/athletes/athlete=14240510,toplist
67,73.60,,Giovanni SANGUIN,14 MAY 1969,ITA,1,,Brescia (ITA),28 MAY 2008,1103,men_HT,2008,https://worldathletics.org/athletes/athlete=14201391,toplist
68,73.55,,Liang MA,22 JUL 1984,CHN,1,,Chengdu (CHN),30 MAR 2008,1103,men_HT,2008,https://worldathletics.org/athletes/athlete=14171772,toplist
69,73.46,,Ion Cosmin SORESCU,11 JUL 1975,ROU,1,,Bucureşti (ROU),06 JUN 2008,1101,men_HT,2008,https://worldathletics.org/athletes/athlete=14219547,toplist
70,73.44,,Dmitriy MARSHIN,15 SEP 1972,BLR,7,,Minsk (BLR),27 JUL 2008,1101,men_HT,2008,https://worldathletics.org/athletes/athlete=14176722,toplist
71,73.25,,Oleksandr MYAHKYH,07 MAY 1986,UKR,4,,Kyiv (UKR),02 JUL 2008,1098,men_HT,2008,https://worldathletics.org/athletes/athlete=14230322,toplist
72,73.20,,Ainars VAICULENS,21 JAN 1983,LAT,1,,Riga (LAT),17 MAY 2008,1097,men_HT,2008,https://worldathletics.org/athletes/athlete=14211107,toplist
73,73.10,,Paddy MCGRATH,01 JUL 1971,USA,3,,"West Point, NY (USA)",20 JUN 2008,1096,men_HT,2008,https://worldathletics.org/athletes/athlete=14245601,toplist
74,72.98,,Jake DUNKLEBERGER,06 OCT 1984,USA,2,,"Des Moines, IA (USA)",13 JUN 2008,1094,men_HT,2008,https://worldathletics.org/athletes/athlete=14236898,toplist
75,72.95,,Lucais MACKAY,13 APR 1981,USA,2,,"Walnut, CA (USA)",15 JUN 2008,1093,men_HT,2008,https://worldathletics.org/athletes/athlete=14244651,toplist
76,72.85,,Dmytro MIKOLAYCHUK,30 JAN 1987,UKR,5,,Kyiv (UKR),02 JUL 2008,1092,men_HT,2008,https://worldathletics.org/athletes/athlete=14230301,toplist
76,72.85,,Kristóf NÉMETH,17 SEP 1987,HUN,2f1,,Debrecen (HUN),20 JUL 2008,1092,men_HT,2008,https://worldathletics.org/athletes/athlete=14197046,toplist
78,72.83,,Marcus KAHLMEYER,20 JAN 1982,GER,4,,Fränkisch-Crumbach (GER),01 JUN 2008,1091,men_HT,2008,https://worldathletics.org/athletes/athlete=14192733,toplist
79,72.81,,Stamatis PAPANTONIOU,03 MAR 1984,GRE,3,,Athina (GRE),14 JUN 2008,1091,men_HT,2008,https://worldathletics.org/athletes/athlete=14195403,toplist
80,72.66,,Marcel LOMNICKÝ,06 JUL 1987,SVK,1,,Nitra (SVK),08 JUN 2008,1089,men_HT,2008,https://worldathletics.org/athletes/athlete=14227025,toplist
81,72.63,,Mattias JONS,19 NOV 1982,SWE,1,,Västerås (SWE),01 AUG 2008,1088,men_HT,2008,https://worldathletics.org/athletes/athlete=14227697,toplist
82,72.50,,Benjamin BORUSCHEWSKI,23 APR 1980,GER,5,,Fränkisch-Crumbach (GER),01 JUN 2008,1086,men_HT,2008,https://worldathletics.org/athletes/athlete=14191634,toplist
83,72.19,,Yihai ZHAO,29 MAR 1985,CHN,1,,Suzhou (CHN),27 JUN 2008,1081,men_HT,2008,https://worldathletics.org/athletes/athlete=14170465,toplist
84,72.00,,Noleisis BICET,06 FEB 1981,CUB,1,,La Habana (CUB),15 FEB 2008,1079,men_HT,2008,https://worldathletics.org/athletes/athlete=14169679,toplist
85,71.88,,Juha KAUPPINEN,16 AUG 1986,FIN,1,,Kaustinen (FIN),26 JUN 2008,1077,men_HT,2008,https://worldathletics.org/athletes/athlete=14182019,toplist
86,71.85,,Steve HARNAPP,30 JUL 1975,GER,1,,Bautzen (GER),15 JUN 2008,1076,men_HT,2008,https://worldathletics.org/athletes/athlete=14192396,toplist
87,71.80,,Roberto JANET,29 AUG 1986,CUB,1,,La Habana (CUB),20 JUN 2008,1075,men_HT,2008,https://worldathletics.org/athletes/athlete=14169488,toplist
88,71.79,,Trent KRAYCHIR,07 SEP 1989,USA,1,,"Irvine, CA (USA)",03 MAY 2008,1075,men_HT,2008,https://worldathletics.org/athletes/united-states/trent-kraychir-14243345,toplist
89,71.70,,Conor MCCULLOUGH,31 JAN 1991,USA,5,,"Provo, UT (USA)",24 MAY 2008,1074,men_HT,2008,https://worldathletics.org/athletes/athlete=14378084,toplist
90,71.51,,Hiroaki DOI,02 DEC 1978,JPN,1,,Hiroshima (JPN),29 APR 2008,1071,men_HT,2008,https://worldathletics.org/athletes/athlete=14202604,toplist
91,71.50,,Benjamin SIART,11 JAN 1984,AUT,2,,Ried im Innkreis (AUT),12 JUL 2008,1071,men_HT,2008,https://worldathletics.org/athletes/athlete=14178187,toplist
92,71.46,,Aleksandr BABURKIN,02 NOV 1974,RUS,7,,Minsk (BLR),07 JUN 2008,1070,men_HT,2008,https://worldathletics.org/athletes/athlete=14221729,toplist
93,71.34,,Konstantinos STATHELAKOS,30 DEC 1987,GRE,4,,Athina (GRE),14 JUN 2008,1068,men_HT,2008,https://worldathletics.org/athletes/athlete=14195515,toplist
94,71.33,,James PARKER,03 DEC 1975,USA,3q1,,"Eugene, OR (USA)",30 JUN 2008,1068,men_HT,2008,https://worldathletics.org/athletes/athlete=14247963,toplist
95,71.15,,Mostafa ELGAMEL,01 OCT 1988,EGY,2,,Radés (TUN),28 JUN 2008,1065,men_HT,2008,https://worldathletics.org/athletes/athlete=14167545,toplist
96,71.12,,Sven MÖHSNER,30 JAN 1986,GER,8,,Halle (GER),24 MAY 2008,1065,men_HT,2008,https://worldathletics.org/athletes/athlete=14193435,toplist
97,71.07,,Mikhail LEVIN,10 APR 1986,RUS,1,,Krasnodar (RUS),05 JUN 2008,1064,men_HT,2008,https://worldathletics.org/athletes/athlete=14223009,toplist
98,70.88,,Lasse LUOTONEN,16 JUN 1983,FIN,1,,Kaustinen (FIN),23 FEB 2008,1061,men_HT,2008,https://worldathletics.org/athletes/athlete=14182237,toplist
99,70.80,,Andreas SAHNER,27 JAN 1985,GER,1,,Ohrdruf (GER),16 AUG 2008,1060,men_HT,2008,https://worldathletics.org/athletes/athlete=14193952,toplist
100,70.72,,Ahmed Abdel MOHSEN AHMED,1982,EGY,3,,Bucureşti (ROU),06 JUN 2008,1059,men_HT,2008,https://worldathletics.org/athletes/egypt/ahmed-abdel-mohsen-ahmed-14167473,toplist
1,82.58,,Primož KOZMUS,30 SEP 1979,SLO,1,,Celje (SLO),02 SEP 2009,1243,men_HT,2009,https://worldathletics.org/athletes/athlete=14225094,toplist
2,81.43,,Krisztián PARS,18 FEB 1982,HUN,1,,Veszprém (HUN),25 APR 2009,1225,men_HT,2009,https://worldathletics.org/athletes/athlete=14197122,toplist
3,80.72,,Yury SHAYUNOU,22 OCT 1987,BLR,1,,Minsk (BLR),06 JUN 2009,1214,men_HT,2009,https://worldathletics.org/athletes/athlete=14176573,toplist
4,80.14,,Igors SOKOLOVS,17 AUG 1974,LAT,1,,Riga (LAT),30 MAY 2009,1205,men_HT,2009,https://worldathletics.org/athletes/athlete=14211084,toplist
5,80.10,,Aleksey ZAGORNIY,31 MAY 1978,RUS,1f1,,"Adler, Sochi (RUS)",20 FEB 2009,1204,men_HT,2009,https://worldathletics.org/athletes/athlete=14224623,toplist
6,79.74,,Nicola VIZZONI,04 NOV 1973,ITA,1,,Firenze (ITA),17 MAY 2009,1199,men_HT,2009,https://worldathletics.org/athletes/athlete=14201711,toplist
6,79.74,,Ali Mohamed AL ZENKAWI,27 FEB 1984,KUW,2,,Celje (SLO),02 SEP 2009,1199,men_HT,2009,https://worldathletics.org/athletes/athlete=14210830,toplist
8,79.69,,Artem RUBANKO,21 AUG 1974,UKR,1,,Yalta (UKR),22 JUL 2009,1198,men_HT,2009,https://worldathletics.org/athletes/athlete=14230485,toplist
9,79.66,,Marco LINGUA,04 JUN 1978,ITA,2f1,,Los Realejos (ESP),15 MAR 2009,1197,men_HT,2009,https://worldathletics.org/athletes/athlete=14200655,toplist
10,79.48,,Pavel KRYVITSKI,17 APR 1984,BLR,2,,Minsk (BLR),06 JUN 2009,1195,men_HT,2009,https://worldathletics.org/athletes/athlete=14176788,toplist
11,79.43,,Markus ESSER,03 FEB 1980,GER,1,,Leichlingen (GER),26 JUL 2009,1194,men_HT,2009,https://worldathletics.org/athletes/athlete=14192010,toplist
12,79.30,,Szymon ZIÓŁKOWSKI,01 JUL 1976,POL,2,,"Olympiastadion, Berlin (GER)",17 AUG 2009,1192,men_HT,2009,https://worldathletics.org/athletes/athlete=14217958,toplist
13,79.28,,Dilshod NAZAROV,06 MAY 1982,TJK,1,,Uberlandia (BRA),20 MAY 2009,1191,men_HT,2009,https://worldathletics.org/athletes/athlete=14228612,toplist
14,78.91,,Lukáš MELICH,16 SEP 1980,CZE,1,,Castres (FRA),05 AUG 2009,1186,men_HT,2009,https://worldathletics.org/athletes/athlete=14168549,toplist
15,78.81,,Libor CHARFREITAG,11 SEP 1977,SVK,2,,Castres (FRA),05 AUG 2009,1184,men_HT,2009,https://worldathletics.org/athletes/athlete=14226786,toplist
16,78.70,,Olli-Pekka KARJALAINEN,07 MAR 1980,FIN,1,,Göteborg (SWE),29 AUG 2009,1182,men_HT,2009,https://worldathletics.org/athletes/athlete=14182008,toplist
17,78.36,,Koji MUROFUSHI,08 OCT 1974,JPN,1,,"Portland, OR (USA)",06 SEP 2009,1177,men_HT,2009,https://worldathletics.org/athletes/athlete=14204741,toplist
18,78.19,,Igor VINICHENKO,11 APR 1984,RUS,1,,Tula (RUS),01 AUG 2009,1175,men_HT,2009,https://worldathletics.org/athletes/athlete=14224437,toplist
19,77.88,,Sergey LITVINOV,27 JAN 1986,GER,5,,Sofia (BUL),09 JUN 2009,1170,men_HT,2009,https://worldathletics.org/athletes/athlete=14176746,toplist
20,77.65,,Andras HAKLITS,23 SEP 1977,CRO,6,,Zagreb (CRO),31 AUG 2009,1166,men_HT,2009,https://worldathletics.org/athletes/athlete=14169860,toplist
21,77.35,,Dmitriy SHAKO,25 MAR 1979,BLR,2,,Minsk (BLR),25 JUL 2009,1161,men_HT,2009,https://worldathletics.org/athletes/athlete=14176577,toplist
22,77.11,,Eşref APAK,03 JAN 1982,TUR,1,,Izmir (TUR),06 JUN 2009,1158,men_HT,2009,https://worldathletics.org/athletes/athlete=14229316,toplist
23,76.86,,Thomas Jacob FREEMAN,05 NOV 1980,USA,1,,"Princeton, NJ (USA)",18 APR 2009,1154,men_HT,2009,https://worldathletics.org/athletes/athlete=14238208,toplist
24,76.81,,Frédéric POUZY,18 FEB 1983,FRA,1,,Amneville (FRA),13 MAY 2009,1153,men_HT,2009,https://worldathletics.org/athletes/athlete=14187147,toplist
25,76.80,,Aleksandr KOZULKO,08 DEC 1983,BLR,1,,Brest (BLR),23 MAY 2009,1153,men_HT,2009,https://worldathletics.org/athletes/athlete=14176797,toplist
26,76.60,,Aleksey SOKIRSKIY,16 MAR 1985,UKR,1,,Kyiv (UKR),03 AUG 2009,1150,men_HT,2009,https://worldathletics.org/athletes/athlete=14230628,toplist
27,76.52,,Alexandros PAPADIMITRIOU,18 JUN 1973,GRE,1,,Athina (GRE),13 JUN 2009,1149,men_HT,2009,https://worldathletics.org/athletes/athlete=14195385,toplist
28,76.40,,Mohsen ANANI,21 MAY 1985,EGY,1,,Cairo (EGY),08 MAY 2009,1147,men_HT,2009,https://worldathletics.org/athletes/athlete=14167530,toplist
29,76.38,,Jérôme BORTOLUZZI,20 MAY 1982,FRA,2,,Amneville (FRA),13 MAY 2009,1146,men_HT,2009,https://worldathletics.org/athletes/athlete=14183420,toplist
30,76.19,,Benjamin BORUSCHEWSKI,23 APR 1980,GER,2,,Leverkusen (GER),31 JUL 2009,1143,men_HT,2009,https://worldathletics.org/athletes/athlete=14191634,toplist
31,75.91,,Andrei VARANTSOU,24 JUL 1975,BLR,2,,Minsk (BLR),01 AUG 2009,1139,men_HT,2009,https://worldathletics.org/athletes/athlete=14176459,toplist
32,75.83,,Jens RAUTENKRANZ,11 APR 1982,GER,2,,Schönebeck (GER),17 JUN 2009,1138,men_HT,2009,https://worldathletics.org/athletes/athlete=14193783,toplist
33,75.69,,Alfred G. KRUGER,18 FEB 1979,USA,1,,"Columbus, OH (USA)",01 MAY 2009,1136,men_HT,2009,https://worldathletics.org/athletes/athlete=14243395,toplist
34,75.44,,Dmitriy MARSHIN,15 SEP 1972,BLR,2f1,,Staiki (BLR),04 FEB 2009,1132,men_HT,2009,https://worldathletics.org/athletes/athlete=14176722,toplist
34,75.44,,David SÖDERBERG,11 AUG 1979,FIN,1,,Vilppula (FIN),17 JUL 2009,1132,men_HT,2009,https://worldathletics.org/athletes/athlete=14182572,toplist
36,75.41,,Fatih ERYILDIRIM,01 MAR 1979,TUR,2,,Ankara (TUR),23 MAY 2009,1131,men_HT,2009,https://worldathletics.org/athletes/athlete=14229378,toplist
37,75.40,,Kirill IKONNIKOV,05 MAR 1984,RUS,2f1,,"Adler, Sochi (RUS)",20 FEB 2009,1131,men_HT,2009,https://worldathletics.org/athletes/athlete=14222437,toplist
38,75.06,,Cory MARTIN,22 MAY 1985,USA,6,,Uberlandia (BRA),20 MAY 2009,1126,men_HT,2009,https://worldathletics.org/athletes/athlete=14244994,toplist
39,74.95,,Roberto JANET,29 AUG 1986,CUB,1,,La Habana (CUB),12 JUN 2009,1124,men_HT,2009,https://worldathletics.org/athletes/athlete=14169488,toplist
40,74.88,,James STEACY,29 MAY 1984,CAN,2,,Beograd (SRB),08 JUL 2009,1123,men_HT,2009,https://worldathletics.org/athletes/athlete=14173449,toplist
41,74.86,,Valeri SVYATOKHA,20 JUL 1981,BLR,5,,Minsk (BLR),06 JUN 2009,1123,men_HT,2009,https://worldathletics.org/athletes/athlete=14176521,toplist
42,74.78,,Chris HARMSE,31 MAY 1973,RSA,1,,Stellenbosch (RSA),14 MAR 2009,1122,men_HT,2009,https://worldathletics.org/athletes/athlete=14220122,toplist
43,74.77,,Javier CIENFUEGOS,15 JUL 1990,ESP,1,,Castellón (ESP),06 JUN 2009,1121,men_HT,2009,https://worldathletics.org/athletes/athlete=14327967,toplist
44,74.76,,Ainars VAICULENS,21 JAN 1983,LAT,2,,Jablonné (CZE),03 MAY 2009,1121,men_HT,2009,https://worldathletics.org/athletes/athlete=14211107,toplist
45,74.73,,Stamatis PAPANTONIOU,03 MAR 1984,GRE,2,,Tripoli (GRE),17 MAY 2009,1121,men_HT,2009,https://worldathletics.org/athletes/athlete=14195403,toplist
46,74.70,,Dmitriy VELIKOPOLSKIY,27 NOV 1984,RUS,3f1,,"Adler, Sochi (RUS)",20 FEB 2009,1120,men_HT,2009,https://worldathletics.org/athletes/athlete=14224418,toplist
47,74.54,,Nicolas FIGERE,19 MAY 1979,FRA,1,,Maisons-Laffitte (FRA),25 APR 2009,1118,men_HT,2009,https://worldathletics.org/athletes/athlete=14184757,toplist
48,74.38,,Juha KAUPPINEN,16 AUG 1986,FIN,1,,Helsinki (FIN),24 MAY 2009,1115,men_HT,2009,https://worldathletics.org/athletes/athlete=14182019,toplist
49,74.30,,Aleksey KOROLYOV,05 APR 1982,RUS,4f1,,"Adler, Sochi (RUS)",20 FEB 2009,1114,men_HT,2009,https://worldathletics.org/athletes/athlete=14222781,toplist
50,74.23,,Mattias JONS,19 NOV 1982,SWE,1,,Nyköping (SWE),07 JUN 2009,1113,men_HT,2009,https://worldathletics.org/athletes/athlete=14227697,toplist
