Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
92.0,13.63,0.5,Renu GREWAL,21 DEC 1998,IND,1,,Bhubaneshwar (IND),25 SEP 2018,1080.0,women_TJ,2018,https://worldathletics.org/athletes/athlete=14768655,toplist
94.0,13.62,1.2,Kristina ALVERTSIAN,04 JUL 1990,GRE,3,,Athina (GRE),26 MAY 2018,1079.0,women_TJ,2018,https://worldathletics.org/athletes/athlete=14459789,toplist
94.0,13.62,0.6,Māra GRĪVA,04 AUG 1989,LAT,4,,Ogre (LAT),15 JUN 2018,1079.0,women_TJ,2018,https://worldathletics.org/athletes/athlete=14289988,toplist
96.0,13.61,,Ruslana TSYKHOTSKA,23 MAR 1986,UKR,2,,Sumy (UKR) (i),11 FEB 2018,1078.0,women_TJ,2018,https://worldathletics.org/athletes/athlete=14304274,toplist
96.0,13.61,,Sabina ALLEN,27 DEC 1994,JAM,5,,"College Station, TX (USA) (i)",10 MAR 2018,1078.0,women_TJ,2018,https://worldathletics.org/athletes/athlete=14520302,toplist
96.0,13.61,1.0,LaChyna ROE,,USA,4,,"Knoxville, TN (USA)",12 MAY 2018,1078.0,women_TJ,2018,https://worldathletics.org/athletes/athlete=14615689,toplist
96.0,13.61,1.1,Kira KYTÖLÄ,25 JUN 1993,FIN,2,,Jyväskylä (FIN),21 JUL 2018,1078.0,women_TJ,2018,https://worldathletics.org/athletes/athlete=14456405,toplist
100.0,13.6,,Rong WANG,01 JUL 1996,CHN,3,,Xianlin (CHN) (i),08 MAR 2018,1076.0,women_TJ,2018,https://worldathletics.org/athletes/athlete=14514481,toplist
1.0,15.41,1.5,Yulimar ROJAS,21 OCT 1995,VEN,1,,Andújar (ESP),06 SEP 2019,1263.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14436431,toplist
2.0,14.93,0.0,Shanieka RICKETTS,02 FEB 1992,JAM,1,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1213.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14413464,toplist
3.0,14.89,0.0,Caterine IBARGUEN,12 FEB 1984,COL,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1209.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14263994,toplist
4.0,14.81,,Yekaterina KONEVA,25 SEP 1988,RUS,1,,Moskva (RUS) (i),25 JAN 2019,1201.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14298189,toplist
5.0,14.77,0.9,Liadagmis POVEA,06 FEB 1996,CUB,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1196.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14574170,toplist
6.0,14.73,,Ana PELETEIRO,02 DEC 1995,ESP,1,,"Emirates Arena, Glasgow (GBR) (i)",03 MAR 2019,1192.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14454805,toplist
7.0,14.72,1.7,Keturah ORJI,05 MAR 1996,USA,3,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1191.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14503156,toplist
8.0,14.64,-1.7,Darya NIDBAYKINA,26 DEC 1994,RUS,1,,Zhukovskiy (RUS),22 JUN 2019,1193.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14513831,toplist
8.0,14.64,0.1,Kimberly WILLIAMS,03 NOV 1988,JAM,4,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1183.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14285998,toplist
10.0,14.61,-0.4,Kristin GIERISCH,20 AUG 1990,GER,1,,Garbsen (GER),02 JUN 2019,1182.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14277718,toplist
11.0,14.57,,Tori FRANKLIN,07 OCT 1992,USA,2,,"Gallur, Madrid (ESP) (i)",08 FEB 2019,1176.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14425445,toplist
12.0,14.52,0.0,Olha SALADUKHA,04 JUN 1983,UKR,5,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1171.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14304115,toplist
13.0,14.51,1.0,Paraskevi PAPACHRISTOU,17 APR 1989,GRE,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1170.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14280843,toplist
14.0,14.44,,Patrícia MAMONA,21 NOV 1988,POR,3,,"Gallur, Madrid (ESP) (i)",08 FEB 2019,1162.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14294964,toplist
15.0,14.43,,Susana COSTA,22 SEP 1984,POR,5,,"Emirates Arena, Glasgow (GBR) (i)",03 MAR 2019,1161.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14294840,toplist
15.0,14.43,1.8,Diana ZAGAINOVA,20 JUN 1997,LTU,1,,La Chaux-de-Fonds (SUI),30 JUN 2019,1161.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14565366,toplist
17.0,14.39,,Rouguy DIALLO,05 FEB 1995,FRA,4,,"Gallur, Madrid (ESP) (i)",08 FEB 2019,1157.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14410309,toplist
18.0,14.38,,Kristiina MÄKELÄ,20 NOV 1992,FIN,5,,"Gallur, Madrid (ESP) (i)",08 FEB 2019,1156.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14365370,toplist
18.0,14.38,0.6,Thea LAFOND,05 APR 1994,DMA,1,,"Gainesville, FL (USA)",30 MAR 2019,1156.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14416826,toplist
20.0,14.37,0.1,Olga RYPAKOVA,30 NOV 1984,KAZ,1,,Almaty (KAZ),30 JUN 2019,1155.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14288693,toplist
21.0,14.36,1.2,Yosiris URRUTIA,26 JUN 1986,COL,2,,Barranquilla (COL),18 MAY 2019,1154.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14263900,toplist
22.0,14.35,1.1,Yanis DAVID,12 DEC 1997,FRA,1,,"Fayetteville, AR (USA)",11 MAY 2019,1153.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14463702,toplist
23.0,14.33,0.8,Nadia EKE,11 JAN 1993,GHA,4,,Kingston (JAM),08 JUN 2019,1151.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14425444,toplist
24.0,14.32,0.6,Evelise VEIGA,03 MAR 1996,POR,2,,Maia (POR),01 JUN 2019,1150.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14509493,toplist
25.0,14.28,1.7,Nubia SOARES,26 MAR 1996,BRA,4,,Huelva (ESP),20 JUN 2019,1146.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14530395,toplist
25.0,14.28,0.9,Dovilė KILTY,14 JUL 1993,LTU,1,,"Sandnes Stadion, Sandnes (NOR)",10 AUG 2019,1146.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14363902,toplist
27.0,14.27,1.6,Patricia SARRAPIO,16 NOV 1982,ESP,1,,Valencia (ESP),13 JUL 2019,1145.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14260478,toplist
28.0,14.23,,Andreea PANȚUROIU,24 FEB 1995,ROU,1,,Bucureşti (ROU) (i),06 FEB 2019,1141.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14408349,toplist
29.0,14.22,1.6,Gabriela PETROVA,29 JUN 1992,BUL,,,"Paavo Nurmen Stadion, Turku (FIN)",11 JUN 2019,1140.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14268585,toplist
30.0,14.2,0.9,Hanna MINENKO,25 SEP 1989,ISR,1,,Limoges (FRA),19 JUN 2019,1138.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14303717,toplist
31.0,14.18,1.0,Ottavia CESTONARO,12 JAN 1995,ITA,3,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 AUG 2019,1136.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14406580,toplist
32.0,14.16,0.3,Neele ECKHARDT-NOACK,02 JUL 1992,GER,1,,Hannover (GER),20 JUL 2019,1134.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14277447,toplist
33.0,14.13,0.5,Leyanis PÉREZ HERNÁNDEZ,10 JAN 2002,CUB,2,,La Habana (CUB),18 MAY 2019,1131.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14828679,toplist
33.0,14.13,1.4,Aleksandra NACHEVA,20 AUG 2001,BUL,,,Pitesti (ROU),21 JUN 2019,1131.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14705690,toplist
35.0,14.1,1.5,Iryna VASKOUSKAYA,02 APR 1991,BLR,1,,Minsk (BLR),07 JUN 2019,1128.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14404033,toplist
36.0,14.07,1.0,Jeanine ASSANI ISSOUF,17 AUG 1992,FRA,2,,Limoges (FRA),19 JUN 2019,1125.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14334954,toplist
37.0,14.05,,Naomi OGBETA,18 APR 1998,GBR,1,,Birmingham (GBR) (i),09 FEB 2019,1122.0,women_TJ,2019,https://worldathletics.org/athletes/athlete=14590572,toplist
