Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Anavia BATTLE,28 MAR 1999,22.42,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,6.,dl_meeting
Fabienne HOENKE,20 JAN 2004,22.50,SUI,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,7.,dl_meeting
Julien ALFRED,10 JUN 2001,21.66,LCA,Novuna London Athletics Meet,18 JUL 2026,2026,1.,dl_meeting
Gabrielle THOMAS,07 DEC 1996,21.81,USA,Novuna London Athletics Meet,18 JUL 2026,2026,2.,dl_meeting
Shaunae MILLER-UIBO,15 APR 1994,22.24,BAH,Novuna London Athletics Meet,18 JUL 2026,2026,3.,dl_meeting
Dina ASHER-SMITH,04 DEC 1995,22.28,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,4.,dl_meeting
Amy HUNT,15 MAY 2002,22.30,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,5.,dl_meeting
Success EDUAN,27 SEP 2004,22.53,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,6.,dl_meeting
Anavia BATTLE,28 MAR 1999,22.55,USA,Novuna London Athletics Meet,18 JUL 2026,2026,7.,dl_meeting
Cambrea STURGIS,27 MAR 1999,22.57,USA,Novuna London Athletics Meet,18 JUL 2026,2026,8.,dl_meeting
Kayla WHITE,14 SEP 1996,22.18,USA,Athletissima Lausanne,21 AUG 2026,2026,1.,dl_meeting
Amy HUNT,15 MAY 2002,22.32,GBR,Athletissima Lausanne,21 AUG 2026,2026,2.,dl_meeting
Favour OFILI,31 DEC 2002,22.32,NGR,Athletissima Lausanne,21 AUG 2026,2026,3.,dl_meeting
Anavia BATTLE,28 MAR 1999,22.65,USA,Athletissima Lausanne,21 AUG 2026,2026,4.,dl_meeting
Fabienne HOENKE,20 JAN 2004,22.83,SUI,Athletissima Lausanne,21 AUG 2026,2026,5.,dl_meeting
Léonie POINTET,17 FEB 2001,23.55,SUI,Athletissima Lausanne,21 AUG 2026,2026,6.,dl_meeting
Shericka JACKSON,16 JUL 1994,DNF,JAM,Athletissima Lausanne,21 AUG 2026,2026,,dl_meeting
