Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
11.0,50.31,,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,1,,"Olympic Stadium, London (GBR)",22 JUL 2018,1193.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14285809,toplist
12.0,50.41,,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,1,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1189.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14361154,toplist
13.0,50.45,,Maria BELIMPASAKI,19 JUN 1991,GRE,2,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1187.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14280530,toplist
14.0,50.52,,Lea SPRUNGER,05 MAR 1990,SUI,1f1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1185.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14301240,toplist
15.0,50.55,,Courtney OKOLO,15 MAR 1994,USA,1,,"Arena Birmingham, Birmingham (GBR) (i)",03 MAR 2018,1217.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14432036,toplist
16.0,50.57,,Anastasia Natalie LE-ROY,11 SEP 1987,JAM,2,,Gold Coast (AUS),11 APR 2018,1183.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14285764,toplist
17.0,50.63,,Makenzie DUNMORE,07 OCT 1997,USA,2,,"Palo Alto, CA (USA)",13 MAY 2018,1180.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14536492,toplist
17.0,50.63,,Jaide STEPTER BAYNES,25 SEP 1994,USA,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1180.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14378193,toplist
19.0,50.69,,Sharrika BARNETT,16 APR 1997,USA,1,,"Knoxville, TN (USA)",13 MAY 2018,1178.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14569381,toplist
19.0,50.69,,Aminatou SEYNI,24 OCT 1996,NIG,1,,Rovereto (ITA),23 AUG 2018,1178.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14819214,toplist
21.0,50.77,,Lisanne DE WITTE,10 SEP 1992,NED,3,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1175.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14361462,toplist
22.0,50.78,,Brionna THOMAS,21 MAR 1996,USA,3,,"Eugene, OR (USA)",09 JUN 2018,1174.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14443840,toplist
23.0,50.79,,Hima DAS,09 JAN 2000,IND,2,,Jakarta (INA),26 AUG 2018,1174.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14796164,toplist
24.0,50.82,,Shamier LITTLE,20 MAR 1995,USA,4,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1173.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14443767,toplist
25.0,50.89,,Christine BOTLOGETSWE,01 OCT 1995,BOT,1f1,,Genève (SUI),09 JUN 2018,1170.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14472776,toplist
26.0,50.99,,Agnė ŠERKŠNIENĖ,18 FEB 1988,LTU,3f1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1166.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14290336,toplist
27.0,51.12,,Madiea GHAFOOR,09 SEP 1992,NED,1,,Bellinzona (SUI),18 JUL 2018,1161.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14277715,toplist
28.0,51.13,,Anyika ONUORA,28 OCT 1984,GBR,5,,"Olympic Stadium, London (GBR)",22 JUL 2018,1161.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14275975,toplist
29.0,51.14,,Eleni ARTYMATA,16 MAY 1986,CYP,2,,Bellinzona (SUI),18 JUL 2018,1160.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14263333,toplist
30.0,51.18,,Małgorzata HOŁUB-KOWALIK,30 OCT 1992,POL,1,,Lublin (POL),21 JUL 2018,1159.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14389461,toplist
31.0,51.21,,Chrisann GORDON-POWELL,18 SEP 1994,JAM,1,,"Clermont, FL (USA)",12 MAY 2018,1157.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14361183,toplist
31.0,51.21,,Alexis HOLMES,28 JAN 2000,USA,1f4,,"Greensboro, NC (USA)",17 JUN 2018,1157.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14761424,toplist
31.0,51.21,,Laviai NIELSEN,13 MAR 1996,GBR,1sf1,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1157.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14599229,toplist
34.0,51.22,,Yinka AJAYI,11 AUG 1997,NGR,1,,Abuja (NGR),17 MAR 2018,1157.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14636821,toplist
34.0,51.22,,Kiana HORTON,29 JAN 1997,USA,1,,"Waco, TX (USA)",13 MAY 2018,1157.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14586150,toplist
34.0,51.22,,Anita HORVAT,07 SEP 1996,SLO,5,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1157.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14472475,toplist
37.0,51.24,,Iga BAUMGART-WITAN,11 APR 1989,POL,5,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1156.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14293415,toplist
38.0,51.29,,Daina HARPER,26 JUN 1995,USA,2,,"Yanmar Stadium Nagai, Osaka (JPN)",20 MAY 2018,1154.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14486599,toplist
39.0,51.3,,Briana GUILLORY,21 NOV 1997,USA,6,,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2018,1154.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14581059,toplist
40.0,51.31,,Justine PALFRAMAN,04 NOV 1993,RSA,1,,Pretoria (RSA),17 MAR 2018,1153.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14360057,toplist
41.0,51.32,,Maximila IMALI,08 FEB 1996,KEN,5,,Gold Coast (AUS),11 APR 2018,1153.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14530640,toplist
41.0,51.32,,Libania GRENOT,12 JUL 1983,ITA,2,,Tarragona (ESP),28 JUN 2018,1153.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14263547,toplist
43.0,51.33,,Kaelin ROBERTS,06 JAN 1999,USA,3,,"Palo Alto, CA (USA)",13 MAY 2018,1153.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14486773,toplist
44.0,51.35,,Allyson FELIX,18 NOV 1985,USA,2f1,,"Stadion Śląski, Chorzów (POL)",08 JUN 2018,1152.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14309983,toplist
45.0,51.36,,Margaret Vanessa BARRIE,29 MAY 1996,SLE,2,,"Bloomington, IN (USA)",13 MAY 2018,1151.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14539999,toplist
45.0,51.36,,Amy ALLCOCK,20 AUG 1993,GBR,6,,"Olympic Stadium, London (GBR)",22 JUL 2018,1151.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14941409,toplist
45.0,51.36,,Zoey CLARK,25 OCT 1994,GBR,7,,"Olympic Stadium, London (GBR)",22 JUL 2018,1151.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14449472,toplist
48.0,51.39,,Georganne MOLINE,06 MAR 1990,USA,1f1,,"Lubbock, TX (USA) (i)",09 FEB 2018,1184.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14362616,toplist
49.0,51.4,,Patience Okon GEORGE,25 NOV 1991,NGR,1,,Abuja (NGR),16 FEB 2018,1150.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14480009,toplist
49.0,51.4,,Titania MARKLAND,02 JAN 1994,JAM,3,,"Bloomington, IN (USA)",13 MAY 2018,1150.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14413579,toplist
51.0,51.41,,Christine DAY,23 AUG 1986,JAM,2,,Kingston (JAM),24 JUN 2018,1149.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14285647,toplist
52.0,51.46,,Quanera HAYES,07 MAR 1992,USA,3f1,,"Albuquerque, NM (USA) (i)",18 FEB 2018,1181.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14509544,toplist
52.0,51.46,,Jasmine BLOCKER,09 JUN 1992,USA,3sf1,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1148.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14457215,toplist
54.0,51.49,,Camille LAUS,23 MAY 1993,BEL,4f1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1146.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14363849,toplist
55.0,51.5,,Floria GUEI,02 MAY 1990,FRA,4sf1,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1146.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14257210,toplist
56.0,51.51,,Anneliese RUBIE-RENSHAW,22 APR 1992,AUS,3sf3,,Gold Coast (AUS),10 APR 2018,1146.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14370966,toplist
57.0,51.53,,Symone MASON,31 AUG 1999,USA,1,,"Coral Gables, FL (USA)",12 MAY 2018,1145.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14498940,toplist
58.0,51.57,,Chloe ABBOTT,25 JUL 1998,USA,1qf3,,"Tampa, FL (USA)",25 MAY 2018,1143.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14647549,toplist
59.0,51.58,,Yekaterina RENZHINA,18 OCT 1994,RUS,1f2,,Zhukovskiy (RUS),23 JUN 2018,1143.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14421170,toplist
60.0,51.6,,Eilidh DOYLE,20 FEB 1987,GBR,3,,"Arena Birmingham, Birmingham (GBR) (i)",03 MAR 2018,1176.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14274691,toplist
60.0,51.6,,Rachel MISHER,04 FEB 1997,USA,2,,"Knoxville, TN (USA)",13 MAY 2018,1142.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14616474,toplist
60.0,51.6,,Gunta VAIČULE,09 MAR 1995,LAT,4sf3,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1142.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14475580,toplist
63.0,51.62,,Sage WATSON,20 JUN 1994,CAN,1f1,,"Tucson, AZ (USA)",17 MAR 2018,1141.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14373955,toplist
64.0,51.65,,Polina MILLER,09 JUN 2000,ANA,5sf3,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1140.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14677015,toplist
65.0,51.67,,Felecia MAJORS,11 FEB 1995,USA,3,,"Knoxville, TN (USA)",13 MAY 2018,1139.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14464049,toplist
66.0,51.69,,Cynthia BOLINGO,12 JAN 1993,BEL,1h2,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1139.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14360768,toplist
67.0,51.74,,Taylor MANSON,29 SEP 1999,USA,1,,"Bloomington, IN (USA)",17 JUN 2018,1137.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14596689,toplist
68.0,51.76,,Taylor WASHINGTON,06 MAY 1993,USA,3f1,,"Gainesville, FL (USA)",13 APR 2018,1136.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14335321,toplist
68.0,51.76,,Hannah WALLER,22 JUN 1998,USA,2qf1,,"Sacramento, CA (USA)",25 MAY 2018,1136.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14538591,toplist
68.0,51.76,,Maria Benedicta CHIGBOLU,27 JUL 1989,ITA,1h3,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1136.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14371567,toplist
71.0,51.79,,Anjali DEVI,15 SEP 1998,IND,1,,Bhubaneshwar (IND),26 SEP 2018,1135.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14818485,toplist
72.0,51.8,,Joanna ATKINS,31 JAN 1989,USA,4f1,,"Gainesville, FL (USA)",13 APR 2018,1134.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14305059,toplist
73.0,51.82,,Emerald EGWIM,27 NOV 1995,NGR,1h1,,"Bloomington, IN (USA)",12 MAY 2018,1133.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14493229,toplist
73.0,51.82,,Akua OBENG-AKROFI,10 JUL 1996,GHA,4qf1,,"Tampa, FL (USA)",25 MAY 2018,1133.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14542131,toplist
75.0,51.84,,Cátia AZEVEDO,09 MAR 1994,POR,2h1,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1133.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14428268,toplist
76.0,51.86,,Lisa Anne BARROW,13 DEC 1996,BAR,1qf2,,"Sacramento, CA (USA)",25 MAY 2018,1132.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14469983,toplist
76.0,51.86,,Aiyanna STIVERNE,20 FEB 1995,CAN,1,,Ottawa (CAN),07 JUL 2018,1132.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14464726,toplist
78.0,51.87,,Patrycja WYCISZKIEWICZ,08 JAN 1994,POL,4f1,,"Stadion Śląski, Chorzów (POL)",08 JUN 2018,1131.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14389670,toplist
78.0,51.87,,Emily DIAMOND,11 JUN 1991,GBR,3f1,,Genève (SUI),09 JUN 2018,1131.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14274886,toplist
80.0,51.89,,Tatum WAGGONER,,USA,4,,"Palo Alto, CA (USA)",13 MAY 2018,1131.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14520235,toplist
81.0,51.9,,Briyahna DESROSIERS,11 MAR 1996,USA,5,,"Palo Alto, CA (USA)",13 MAY 2018,1130.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14623384,toplist
82.0,51.91,,Serenity DOUGLAS,25 APR 1998,USA,2,,"Waco, TX (USA)",13 MAY 2018,1130.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14545951,toplist
83.0,51.92,,Arria MINOR,09 FEB 2001,USA,1h2,,"Lakewood, PA (USA)",17 MAY 2018,1130.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14716718,toplist
84.0,51.94,,Bendere OBOYA,17 APR 2000,AUS,2,,Gold Coast (AUS),17 FEB 2018,1129.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14764890,toplist
85.0,51.95,,Roxana GÓMEZ,07 JAN 1999,CUB,1,,Camagüey (CUB),02 JUN 2018,1128.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14637147,toplist
86.0,51.97,,Perri SHAKES-DRAYTON,21 DEC 1988,GBR,2,,Marseille (FRA),16 JUN 2018,1128.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14276312,toplist
87.0,51.98,,Katara NELSON,07 MAR 1995,USA,1f1,,"Tucson, AZ (USA)",28 APR 2018,1127.0,women_400m,2018,https://worldathletics.org/athletes/united-states/katara-nelson-014437015,toplist
88.0,51.99,,Amalie IUEL,17 APR 1994,NOR,9,,"Olympic Stadium, London (GBR)",22 JUL 2018,1127.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14481392,toplist
89.0,52.0,,Nadine GONSKA,23 JAN 1990,GER,1,,Mannheim (GER),24 JUN 2018,1126.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14374120,toplist
90.0,52.04,,Quincy MALEKANI,15 MAR 1995,ZAM,2,,Gaborone (BOT),29 APR 2018,1125.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14745995,toplist
90.0,52.04,,Aliyah ABRAMS,03 APR 1997,GUY,4qf2,,"Tampa, FL (USA)",25 MAY 2018,1125.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14447688,toplist
92.0,52.05,,Shiann SALMON,31 MAR 1999,JAM,1,,Kingston (JAM),24 MAR 2018,1124.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14574022,toplist
92.0,52.05,,Shannon KALAWAN,25 NOV 1997,JAM,1,,"Charlotte, NC (USA)",26 MAY 2018,1124.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14540025,toplist
94.0,52.06,,Raevyn ROGERS,07 SEP 1996,USA,1f2,,"Eugene, OR (USA)",04 MAY 2018,1124.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14378260,toplist
95.0,52.07,,Ama PIPI,26 NOV 1995,GBR,3h4,,"College Station, TX (USA) (i)",09 MAR 2018,1157.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14479776,toplist
95.0,52.07,,Andrea MIKLÓS,17 APR 1999,ROU,2,,"Ratinan Stadion, Tampere (FIN)",12 JUL 2018,1124.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14573639,toplist
97.0,52.08,,Phil HEALY,19 NOV 1994,IRL,1f8,,Wien (AUT) (i),27 JAN 2018,1157.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14483101,toplist
97.0,52.08,,Glory Onome NATHANIEL,23 JAN 1996,NGR,3,,Abuja (NGR),17 MAR 2018,1123.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14579523,toplist
97.0,52.08,,Déborah SANANES,26 OCT 1995,FRA,5f1,,Genève (SUI),09 JUN 2018,1123.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14474268,toplist
100.0,52.09,,Sarah MOORE,23 MAY 1997,USA,5qf2,,"Tampa, FL (USA)",25 MAY 2018,1123.0,women_400m,2018,https://worldathletics.org/athletes/athlete=14657219,toplist
1.0,48.14,,Salwa Eid NASER,23 MAY 1998,BRN,1,,"Khalifa International Stadium, Doha (QAT)",03 OCT 2019,1281.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14643442,toplist
2.0,48.37,,Shaunae MILLER-UIBO,15 APR 1994,BAH,2,,"Khalifa International Stadium, Doha (QAT)",03 OCT 2019,1272.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14368116,toplist
3.0,49.47,,Shericka JACKSON,16 JUL 1994,JAM,3,,"Khalifa International Stadium, Doha (QAT)",03 OCT 2019,1227.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14325599,toplist
4.0,49.6,,Wadeline JONATHAS,19 FEB 1998,USA,4,,"Khalifa International Stadium, Doha (QAT)",03 OCT 2019,1222.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14756963,toplist
5.0,49.61,,Phyllis FRANCIS,04 MAY 1992,USA,5,,"Khalifa International Stadium, Doha (QAT)",03 OCT 2019,1221.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14310414,toplist
6.0,50.2,,Shakima WIMBLEY,23 APR 1995,USA,1sf2,,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019,1197.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14467626,toplist
7.0,50.38,,Kendall ELLIS,08 MAR 1996,USA,2,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1190.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14443893,toplist
8.0,50.48,,Christine BOTLOGETSWE,01 OCT 1995,BOT,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1186.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14472776,toplist
9.0,50.59,,Galefele MOROKO,16 APR 1997,BOT,1h4,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1182.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14579504,toplist
10.0,50.6,,Dalilah MUHAMMAD,07 FEB 1990,USA,1f1,,"Stadion Śląski, Chorzów (POL)",16 JUN 2019,1182.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14317560,toplist
11.0,50.66,,Chrisann GORDON-POWELL,18 SEP 1994,JAM,1,,Baie Mahault (FRA),18 MAY 2019,1179.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14361183,toplist
12.0,50.7,,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,1sf3,,"Khalifa International Stadium, Doha (QAT)",01 OCT 2019,1178.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14285809,toplist
13.0,50.78,,Sydney MCLAUGHLIN,07 AUG 1999,USA,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1174.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14624749,toplist
14.0,50.81,,Courtney OKOLO,15 MAR 1994,USA,1f1,,"Houston, TX (USA)",20 JUN 2019,1173.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14432036,toplist
15.0,50.83,,Laviai NIELSEN,13 MAR 1996,GBR,3,,"Olympic Stadium, London (GBR)",20 JUL 2019,1172.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14599229,toplist
16.0,50.85,,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,2f1,,"Stadion Śląski, Chorzów (POL)",16 JUN 2019,1172.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14361154,toplist
17.0,50.94,,Anastasia Natalie LE-ROY,11 SEP 1987,JAM,2,,Kingston (JAM),23 JUN 2019,1168.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14285764,toplist
18.0,50.96,,Sharrika BARNETT,16 APR 1997,USA,1f1,,"Gainesville, FL (USA)",29 MAR 2019,1167.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14569381,toplist
19.0,50.98,,Chloe ABBOTT,25 JUL 1998,USA,2,,"Austin, TX (USA)",08 JUN 2019,1166.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14647549,toplist
20.0,51.0,,Polina MILLER,09 JUN 2000,ANA,1f1,,"Estadio Vallehermoso, Madrid (ESP)",25 AUG 2019,1166.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14677015,toplist
21.0,51.02,,Paola MORÁN,25 FEB 1997,MEX,2,,"Estadio Atlético de la VIDENA, Lima (PER)",08 AUG 2019,1165.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14572815,toplist
21.0,51.02,,Iga BAUMGART-WITAN,11 APR 1989,POL,3sf1,,"Khalifa International Stadium, Doha (QAT)",01 OCT 2019,1165.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14293415,toplist
23.0,51.03,,Kethlin CAMPBELL,29 APR 1999,USA,1,,"Fayetteville, AR (USA)",11 MAY 2019,1164.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14773687,toplist
24.0,51.09,,Hellen Syombua KALII,08 AUG 1997,KEN,1,,Nairobi (KEN),22 JUN 2019,1162.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14590675,toplist
25.0,51.13,,Aliyah ABRAMS,03 APR 1997,GUY,5,,"Austin, TX (USA)",08 JUN 2019,1161.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14447688,toplist
26.0,51.14,,Lynna IRBY,06 DEC 1998,USA,1h1,,"Drake Stadium, Des Moines, IA (USA)",25 JUL 2019,1160.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14486888,toplist
27.0,51.17,,Syaira RICHARDSON,29 OCT 1998,USA,2,,"Fayetteville, AR (USA)",11 MAY 2019,1159.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14544236,toplist
27.0,51.17,,Kayla DAVIS,21 DEC 2003,USA,1f7,,"Greensboro, NC (USA)",16 JUN 2019,1159.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14715879,toplist
29.0,51.18,,Jaide STEPTER BAYNES,25 SEP 1994,USA,2f1,,"Estadio Vallehermoso, Madrid (ESP)",25 AUG 2019,1159.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14378193,toplist
30.0,51.21,,Bendere OBOYA,17 APR 2000,AUS,3h2,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1157.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14764890,toplist
31.0,51.22,,Jodie WILLIAMS,28 SEP 1993,GBR,1f3,,La Chaux-de-Fonds (SUI),30 JUN 2019,1157.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14276757,toplist
31.0,51.22,,Kyra CONSTANTINE,01 AUG 1998,CAN,1,,Montréal (CAN),27 JUL 2019,1157.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14575476,toplist
33.0,51.25,,Kaelin ROBERTS,06 JAN 1999,USA,1,,"Tucson, AZ (USA)",12 MAY 2019,1156.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14486773,toplist
33.0,51.25,,Antonina KRIVOSHAPKA,21 JUL 1987,RUS,1,,Cheboksary (RUS),25 JUL 2019,1156.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14298308,toplist
35.0,51.28,,Jessica BEARD,08 JAN 1989,USA,5,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1155.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14305526,toplist
36.0,51.3,,Lisanne DE WITTE,10 SEP 1992,NED,3,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1154.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14361462,toplist
37.0,51.31,,Sada WILLIAMS,01 DEC 1997,BAR,4sf2,,"Khalifa International Stadium, Doha (QAT)",01 OCT 2019,1153.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14592846,toplist
38.0,51.34,,Christine DAY,23 AUG 1986,JAM,3sf1,,Kingston (JAM),22 JUN 2019,1152.0,women_400m,2019,https://worldathletics.org/athletes/athlete=14285647,toplist
