Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
37.0,60.07,,Yekaterina STARYGINA,26 AUG 1995,RUS,1,,Zhukovskiy (RUS),23 JUN 2018,1079.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14460764,toplist
38.0,59.98,,Yuzhen YU,05 MAR 1998,CHN,1,,Halle (GER),27 MAY 2018,1078.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14638612,toplist
39.0,59.96,,Jenni KANGAS,03 JUL 1992,FIN,6q1,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1077.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14259460,toplist
40.0,59.72,,Maria Lucelly MURILLO,05 MAY 1991,COL,1,,Medellín (COL),28 APR 2018,1073.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14336120,toplist
41.0,59.69,,Arantza MORENO,16 JAN 1995,ESP,1,,Castellón (ESP),11 JUL 2018,1072.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14470473,toplist
42.0,59.59,,Ariana INCE,14 MAR 1989,USA,1,,Toronto (CAN),12 AUG 2018,1070.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14313260,toplist
43.0,59.55,,Coralys ORTIZ,16 APR 1985,PUR,1,,Gurabo (PUR),19 MAY 2018,1070.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14295332,toplist
44.0,59.44,,Dandan ZHU,01 MAR 1994,CHN,2,,Zhuzhou (CHN),17 APR 2018,1068.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14488716,toplist
45.0,59.36,,Li ZHANG,17 JAN 1989,CHN,4,,Guiyang (CHN),16 JUN 2018,1066.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14264439,toplist
46.0,59.32,,Svetlana PECHNIKOVA,06 SEP 1994,RUS,2,,"Adler, Sochi (RUS)",15 MAY 2018,1065.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14434428,toplist
47.0,59.18,,Yuka MORI,21 JUL 1992,JPN,2,,Yamaguchi (JPN),23 JUN 2018,1063.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14375944,toplist
48.0,59.01,,Liina LAASMA,13 JAN 1992,EST,3,,Ogre (LAT),15 JUN 2018,1060.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14372661,toplist
49.0,58.8,,Mariya RYBNIKOVA,28 OCT 1994,RUS,2,,Zhukovskiy (RUS),13 JUN 2018,1056.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14408876,toplist
50.0,58.5,,Eloah Caetano SCRAMIN,08 JUN 1996,BRA,1,,Sao Bernardo do Campo (BRA),07 APR 2018,1050.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14542851,toplist
51.0,58.41,,Dilhani LEKAMGE,14 JAN 1987,SRI,1,,Diyagama (SRI),27 JAN 2018,1049.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14300521,toplist
52.0,58.4,,Indré JAKUBAITYTĖ,24 JAN 1976,LTU,3,,Talsi (LAT),28 JUN 2018,1048.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14290245,toplist
53.0,58.36,,Alyssa OLIN,14 JUL 1996,USA,1,,"Tempe, AZ (USA)",16 MAR 2018,1048.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14606448,toplist
54.0,58.32,,Mathilde ANDRAUD,28 APR 1989,FRA,1,,Rheinau-Freistett (GER),01 JUL 2018,1047.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14258756,toplist
54.0,58.32,,Mikako YAMASHITA,03 MAY 1997,JPN,1,,Kitakyushu (JPN),02 NOV 2018,1047.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14719729,toplist
56.0,58.29,,Kihou KUZE,28 MAR 1995,JPN,4,,Hiroshima (JPN),29 APR 2018,1046.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14523599,toplist
57.0,58.27,,Zahra BANI,31 DEC 1979,ITA,1,,Conegliano (ITA),15 JUN 2018,1046.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14283709,toplist
58.0,58.19,,Sara JEMAI,12 APR 1992,ITA,1,,Pescara (ITA),09 SEP 2018,1044.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14333692,toplist
59.0,58.17,,Annu RANI,29 AUG 1992,IND,1,,Lucknow (IND),19 AUG 2018,1044.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14422692,toplist
60.0,58.0,,Tatsiana BAREISHA,17 MAR 1993,BLR,2,,Florø (NOR),02 JUN 2018,1041.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14407052,toplist
61.0,57.93,,Carolina VISCA,31 MAY 2000,ITA,3,,Pescara (ITA),09 SEP 2018,1040.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14602747,toplist
62.0,57.92,,Jucilene Sales DE LIMA,14 SEP 1990,BRA,2,,Campinas (BRA),05 MAY 2018,1039.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14269216,toplist
63.0,57.91,,Nafissatou THIAM,19 AUG 1994,BEL,1ce2,,"Olympiastadion, Berlin (GER)",10 AUG 2018,1039.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14428253,toplist
64.0,57.75,,Suvi KEMPPAINEN,25 JAN 1998,FIN,1,,Pudasjärvi (FIN),21 JUN 2018,1036.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14621788,toplist
65.0,57.55,,Heidi NOKELAINEN,30 SEP 1990,FIN,4,,Lappeenranta (FIN),23 AUG 2018,1033.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14373435,toplist
66.0,57.5,,Sofia IFANTIDOU,05 JAN 1985,GRE,1,,Thessaloniki (GRE),28 APR 2018,1032.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14281010,toplist
67.0,57.48,,Anna WESSMAN,09 OCT 1989,SWE,8f1,,Jena (GER),30 JUN 2018,1031.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14302530,toplist
68.0,57.41,,Paola PADOVAN,04 DEC 1995,ITA,1,,Isernia (ITA),19 MAY 2018,1030.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14460678,toplist
69.0,57.38,,Lisanne SCHOL,22 JUN 1991,NED,1,,Zoetermeer (NED),09 SEP 2018,1029.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14329120,toplist
70.0,57.29,,Jenna GRAY,1998,USA,2,,"Eugene, OR (USA)",07 JUN 2018,1028.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14721587,toplist
71.0,57.11,,Lijuan GE,17 JUL 1997,CHN,3,,Taiyuan (CHN),14 SEP 2018,1024.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14638613,toplist
72.0,57.09,,Kateryna DERUN,24 SEP 1993,UKR,1,,Lutsk (UKR),19 JUL 2018,1024.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14303533,toplist
73.0,57.0,,Tori PEETERS,17 MAY 1994,NZL,1,,Dunedin (NZL),28 JAN 2018,1022.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14465380,toplist
74.0,56.96,,Kelechi NWANAGA,24 DEC 1997,NGR,1,,"Stephen Keshi Stadium, Asaba (NGR)",04 AUG 2018,1022.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14652209,toplist
75.0,56.87,,Viktoryia YARMAKOVA,18 JAN 1995,BLR,2,,Minsk (BLR),20 JUL 2018,1020.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14470791,toplist
76.0,56.86,,Tomoka KUWAZOE,01 FEB 1999,JPN,1,,Hiratsuka (JPN),15 JUN 2018,1020.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14766654,toplist
77.0,56.84,,Gyeongae GIM,05 MAR 1988,KOR,1,,Jeongseon (KOR),28 JUN 2018,1019.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14289719,toplist
78.0,56.66,,Saara LIPSANEN,13 SEP 1995,FIN,2,,Jyväskylä (FIN),21 JUL 2018,1016.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14503894,toplist
79.0,56.59,,Annika Marie FUCHS,29 APR 1997,GER,1,,Heilbronn (GER),30 JUN 2018,1015.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14509130,toplist
80.0,56.57,,Orie USHIRO,24 AUG 1990,JPN,3,,Brisbane (AUS),28 MAR 2018,1014.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14423347,toplist
81.0,56.54,,Avione Larie ALLGOOD,14 DEC 1993,USA,2,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1014.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14304708,toplist
82.0,56.51,,Rafaela TORRES GONÇALVES,27 NOV 1991,BRA,2,,Bragança Paulista (BRA),09 JUN 2018,1013.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14368586,toplist
83.0,56.5,,Hui-Jun LI,12 MAY 1999,TPE,2,,Taipei City (TPE),25 MAY 2018,1013.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14705959,toplist
84.0,56.48,,Anna TARASIUK,30 OCT 1997,BLR,2,,Leiria (POR),10 MAR 2018,1013.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14515136,toplist
85.0,56.31,,Klaudia MASZUREWSKA,28 AUG 1997,POL,3,,Bydgoszcz (POL),29 MAY 2018,1010.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14500247,toplist
85.0,56.31,,Géraldine RUCKSTUHL,24 FEB 1998,SUI,2ce2,,"Olympiastadion, Berlin (GER)",10 AUG 2018,1010.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14544283,toplist
87.0,56.22,,Gundega GRĪVA,08 APR 1991,LAT,4,,Riga (LAT),28 JUL 2018,1008.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14289992,toplist
87.0,56.22,,Kaja Mørch PETTERSEN,06 NOV 2001,NOR,1,,Larvik (NOR),26 SEP 2018,1008.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14714789,toplist
89.0,56.21,,Maura FIAMONCINI,23 JUN 1999,USA,1,,"Selinsgrove, PA (USA)",31 MAR 2018,1008.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14698761,toplist
90.0,56.2,,Kristen CLARK,08 APR 1996,USA,1,,"Baton Rouge, LA (USA)",28 APR 2018,1008.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14486919,toplist
91.0,56.17,,Nicolle MURPHY,19 OCT 1994,USA,1,,"Oxford, MS (USA)",31 MAR 2018,1007.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14535458,toplist
92.0,56.15,,Thi Hoang LO,06 OCT 1997,VIE,1,,Hanoi (VIE),01 DEC 2018,1007.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14661706,toplist
93.0,56.14,,Hirono NAKADA,02 OCT 1997,JPN,1f1,,Nagoya (JPN),12 MAY 2018,1006.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14719732,toplist
94.0,56.13,,Bernarda LETNAR,26 DEC 1989,SLO,2,,Palmanova (ITA),01 MAY 2018,1006.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14300177,toplist
95.0,56.04,,Jelena JAAKKOLA,07 MAR 1989,FIN,2f1,,Pihtipudas (FIN),01 JUL 2018,1005.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14259503,toplist
96.0,55.95,,Daniella MIEKO NISIMURA,26 MAR 1994,BRA,2,,Sao Bernardo do Campo (BRA),17 MAR 2018,1003.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14496366,toplist
96.0,55.95,,Alina SHUKH,12 FEB 1999,UKR,1,,"Ratinan Stadion, Tampere (FIN)",11 JUL 2018,1003.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14538827,toplist
98.0,55.79,,Angéla MORAVCSIK,13 MAY 1996,HUN,1,,Zalaegerszeg (HUN),19 MAY 2018,1000.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14394290,toplist
99.0,55.66,,Haruna KANEKO,18 JAN 1997,JPN,1,,Okinawa (JPN),29 JUN 2018,998.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14809519,toplist
100.0,55.65,,Haley CROUSER,02 NOV 1994,USA,1,,"Waco, TX (USA)",11 MAY 2018,997.0,women_JT,2018,https://worldathletics.org/athletes/athlete=14432285,toplist
1.0,67.98,,Huihui LYU,26 JUN 1989,CHN,1,,Shenyang (CHN),02 AUG 2019,1226.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14265696,toplist
2.0,67.7,,Kelsey-Lee BARBER,20 SEP 1991,AUS,1,,Luzern (SUI),09 JUL 2019,1221.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14336705,toplist
3.0,67.4,,Nikola OGRODNÍKOVÁ,18 AUG 1990,CZE,1,,Offenburg (GER),26 MAY 2019,1215.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14262856,toplist
4.0,67.22,,Tatsiana KHALADOVICH,21 JUN 1991,BLR,1,,Minsk (BLR),28 JUN 2019,1212.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14269852,toplist
5.0,66.59,,Christin HUSSONG,17 MAR 1994,GER,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1200.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14372241,toplist
6.0,66.42,,Sara KOLAK,22 JUN 1995,CRO,1,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2019,1197.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14380461,toplist
7.0,66.0,,Haruka KITAGUCHI,16 MAR 1998,JPN,1,,"Honjo Athletic Stadium, Kitakyushu (JPN)",27 OCT 2019,1189.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14649131,toplist
8.0,65.88,,Shiying LIU,24 SEP 1993,CHN,2,,"Khalifa International Stadium, Doha (QAT)",01 OCT 2019,1187.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14430159,toplist
9.0,64.92,,Kara WINGER,10 APR 1986,USA,1,,"Estadio Atlético de la VIDENA, Lima (PER)",09 AUG 2019,1169.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14318617,toplist
10.0,64.87,,Līna MŪZE,04 DEC 1992,LAT,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1168.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14334855,toplist
11.0,64.83,,Eda TUĞSUZ,27 MAR 1997,TUR,3f1,,Šamorín (SVK),09 MAR 2019,1168.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14590157,toplist
12.0,63.98,,Liveta JASIŪNAITĖ,26 JUL 1994,LTU,1,,Ogre (LAT),15 JUN 2019,1152.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14417641,toplist
13.0,63.85,,Barbora ŠPOTÁKOVÁ,30 JUN 1981,CZE,1,,Kolin (CZE),23 MAY 2019,1149.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14262671,toplist
14.0,63.79,,Martina RATEJ,02 NOV 1981,SLO,1,,Celje (SLO),27 JUL 2019,1148.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14300230,toplist
15.0,63.77,,Elizabeth GLEADLE,05 DEC 1988,CAN,2,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2019,1148.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14267948,toplist
16.0,63.68,,Annika Marie FUCHS,29 APR 1997,GER,1,,"Gunder Hägg Stadion, Gävle (SWE)",14 JUL 2019,1146.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14509130,toplist
17.0,63.57,,Yekaterina STARYGINA,26 AUG 1995,ANA,2,,Minsk (BLR),23 JUN 2019,1144.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14460764,toplist
18.0,63.54,,Ariana INCE,14 MAR 1989,USA,1,,"East Stroudsburg, PA (USA)",30 JUN 2019,1144.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14313260,toplist
19.0,63.46,,Alexie ALAÏS,09 OCT 1994,FRA,1,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 AUG 2019,1142.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14428592,toplist
20.0,63.39,,Maria ANDREJCZYK,09 MAR 1996,POL,2,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 AUG 2019,1141.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14500245,toplist
21.0,63.22,,Madara PALAMEIKA,18 JUN 1987,LAT,3,,Minsk (BLR),23 JUN 2019,1138.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14290055,toplist
22.0,63.06,,Li ZHANG,17 JAN 1989,CHN,1,,"Five Rings Sports Center, Wuhan (CHN)",25 OCT 2019,1135.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14264439,toplist
23.0,62.97,,Flor Denis RUIZ HURTADO,29 JAN 1991,COL,1,,Cali (COL),22 JUN 2019,1133.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14369335,toplist
24.0,62.88,,Yuka MORI,21 JUL 1992,JPN,2,,Fukuoka (JPN),28 JUN 2019,1131.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14375944,toplist
25.0,62.78,,Kathryn MITCHELL,10 JUL 1982,AUS,2,,Sydney (AUS),06 APR 2019,1130.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14271632,toplist
26.0,62.66,,Lingdan SU,12 JAN 1997,CHN,3,,Chengdu (CHN),04 APR 2019,1127.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14694433,toplist
27.0,62.56,,Liina LAASMA,13 JAN 1992,EST,1,,Lahti (FIN),05 JUN 2019,1125.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14372661,toplist
28.0,62.43,,Annu RANI,29 AUG 1992,IND,3q1,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1123.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14422692,toplist
29.0,62.3,,Yuzhen YU,05 MAR 1998,CHN,3f1,,Huangshi (CHN),13 APR 2019,1121.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14638612,toplist
30.0,62.2,,Sigrid BORGE,03 DEC 1995,NOR,4f1,,Šamorín (SVK),09 MAR 2019,1119.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14481209,toplist
31.0,61.48,,Elina TZENGKO,02 SEP 2002,GRE,1,,Halle (GER),01 JUN 2019,1105.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14756709,toplist
32.0,61.46,,Maria Lucelly MURILLO,05 MAY 1991,COL,1,,Medellín (COL),06 APR 2019,1105.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14336120,toplist
33.0,61.32,,Irena ŠEDIVÁ,19 JAN 1992,CZE,3,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 AUG 2019,1102.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14328010,toplist
34.0,61.22,,Sunette VILJOEN,06 OCT 1983,RSA,1,,Pretoria (RSA),15 MAR 2019,1101.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14297120,toplist
35.0,61.1,,Anete KOCIŅA,05 FEB 1996,LAT,1,,"Rannastaadion, Pärnu (EST)",24 AUG 2019,1098.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14475585,toplist
36.0,60.92,,Lisanne SCHOL,22 JUN 1991,NED,1,,Leiden (NED),08 JUN 2019,1095.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14329120,toplist
37.0,60.78,,Hanna HATSKO-FEDUSOVA,03 OCT 1990,UKR,1,,Kyiv (UKR),06 JUL 2019,1092.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14303628,toplist
38.0,60.44,,Réka SZILÁGYI,19 JAN 1996,HUN,1,,Ljubljana (SLO),05 JUN 2019,1086.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14494014,toplist
39.0,59.98,,Victoria HUDSON,28 MAY 1996,AUT,2f2,,Šamorín (SVK),09 MAR 2019,1078.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14446694,toplist
40.0,59.64,,Angéla MORAVCSIK,13 MAY 1996,HUN,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",07 SEP 2019,1071.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14394290,toplist
41.0,59.55,,Petra ANDREJSKOVÁ,25 JUN 1992,CZE,1,,Kolin (CZE),20 JUN 2019,1070.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14374682,toplist
42.0,59.47,,Mackenzie LITTLE,22 DEC 1996,AUS,1,,"Palo Alto, CA (USA)",06 APR 2019,1068.0,women_JT,2019,https://worldathletics.org/athletes/athlete=14464527,toplist
