Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Brianna LYSTON,24 MAY 2004,10.96,JAM,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,4.,dl_meeting
Ewa SWOBODA,26 JUL 1997,11.00,POL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,5.,dl_meeting
Tina CLAYTON,17 AUG 2004,11.01,JAM,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Zoe HOBBS,11 SEP 1997,11.05,NZL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,7.,dl_meeting
Kayla WHITE,14 SEP 1996,11.11,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Tia CLAYTON,17 AUG 2004,11.24,JAM,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,9.,dl_meeting
Julien ALFRED,10 JUN 2001,10.70,LCA,Weltklasse Zürich,27 AUG 2026,2026,1.,dl_meeting
Melissa JEFFERSON-WOODEN,21 FEB 2001,10.70,USA,Weltklasse Zürich,27 AUG 2026,2026,2.,dl_meeting
Sha'Carri RICHARDSON,25 MAR 2000,10.97,USA,Weltklasse Zürich,27 AUG 2026,2026,3.,dl_meeting
Tina CLAYTON,17 AUG 2004,10.98,JAM,Weltklasse Zürich,27 AUG 2026,2026,4.,dl_meeting
Amy HUNT,15 MAY 2002,11.04,GBR,Weltklasse Zürich,27 AUG 2026,2026,5.,dl_meeting
Brianna LYSTON,24 MAY 2004,11.13,JAM,Weltklasse Zürich,27 AUG 2026,2026,6.,dl_meeting
Jonielle SMITH,30 JAN 1996,11.14,JAM,Weltklasse Zürich,27 AUG 2026,2026,7.,dl_meeting
Zoe HOBBS,11 SEP 1997,11.18,NZL,Weltklasse Zürich,27 AUG 2026,2026,8.,dl_meeting
Géraldine DI TIZIO-FREY,19 JUN 1997,11.21,SUI,Weltklasse Zürich,27 AUG 2026,2026,9.,dl_meeting
