Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
11,30:57.8h,,Peninah ARUSEI,23 FEB 1979,KEN,1,,Steenwijk (NED),18 JUL 2008,1195,women_10000m,2008,https://worldathletics.org/athletes/athlete=14288767,toplist
12,30:58.48,,Hilde KIBET,27 MAR 1981,NED,1,,Utrecht (NED),30 MAY 2008,1194,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289096,toplist
13,31:01.14,,Kayoko FUKUSHI,25 MAR 1982,JPN,9,,"National Stadium, Beijing (CHN)",15 AUG 2008,1192,women_10000m,2008,https://worldathletics.org/athletes/athlete=14286215,toplist
14,31:04.05,,Ejegayehu DIBABA,21 MAR 1982,ETH,2,,Ostrava (CZE),12 JUN 2008,1189,women_10000m,2008,https://worldathletics.org/athletes/athlete=14259873,toplist
15,31:04.88,,Tatyana ARYASOVA,02 APR 1979,RUS,3,,Kazan (RUS),17 JUL 2008,1188,women_10000m,2008,https://worldathletics.org/athletes/athlete=14298087,toplist
16,31:04.93,,Meselech MELKAMU,19 APR 1985,ETH,3,,Ostrava (CZE),12 JUN 2008,1188,women_10000m,2008,https://worldathletics.org/athletes/athlete=14259772,toplist
17,31:06.84,,Wude AYALEW,04 JUL 1987,ETH,4,,Ostrava (CZE),12 JUN 2008,1187,women_10000m,2008,https://worldathletics.org/athletes/athlete=14259920,toplist
18,31:06.93,,Aheza KIROS,16 OCT 1985,ETH,5,,Ostrava (CZE),12 JUN 2008,1186,women_10000m,2008,https://worldathletics.org/athletes/athlete=14259796,toplist
19,31:08.24,,Grace MOMANYI,13 FEB 1981,KEN,6,,Ostrava (CZE),12 JUN 2008,1185,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289288,toplist
20,31:12.30,,Joanne PAVEY,20 SEP 1973,GBR,10,,"National Stadium, Beijing (CHN)",15 AUG 2008,1182,women_10000m,2008,https://worldathletics.org/athletes/athlete=14276037,toplist
21,31:13.50,,Viktoriya KLIMINA,01 MAR 1976,RUS,4,,Kazan (RUS),17 JUL 2008,1181,women_10000m,2008,https://worldathletics.org/athletes/athlete=14298137,toplist
22,31:14.08,,Eveline Nganga WAMBUI,04 APR 1986,KEN,1f1,,Yamagata (JPN),26 SEP 2008,1180,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289485,toplist
23,31:14.21,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,11,,"National Stadium, Beijing (CHN)",15 AUG 2008,1180,women_10000m,2008,https://worldathletics.org/athletes/athlete=14278922,toplist
24,31:15.79,,Jane Jepkosgei KIPTOO,08 AUG 1982,KEN,8,,Ostrava (CZE),12 JUN 2008,1178,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289165,toplist
25,31:19.54,,Marina IVANOVA,19 JAN 1982,RUS,5,,Kazan (RUS),17 JUL 2008,1175,women_10000m,2008,https://worldathletics.org/athletes/athlete=14297949,toplist
26,31:19.73,,Philes ONGORI,19 JUL 1986,KEN,1,,Kobe (JPN),27 APR 2008,1175,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289407,toplist
26,31:19.73,,Yoko SHIBUI,14 MAR 1979,JPN,2,,Kobe (JPN),27 APR 2008,1175,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287821,toplist
28,31:23.21,,Megumi KINUKAWA,07 AUG 1989,JPN,1,,Niigata (JPN),13 OCT 2008,1172,women_10000m,2008,https://worldathletics.org/athletes/athlete=14286796,toplist
29,31:25.45,,Sally KIPYEGO,19 DEC 1985,KEN,3f1,,"Palo Alto, CA (USA)",04 MAY 2008,1170,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289173,toplist
30,31:27.12,,Molly HUDDLE,31 AUG 1984,USA,5f1,,"Palo Alto, CA (USA)",04 MAY 2008,1168,women_10000m,2008,https://worldathletics.org/athletes/athlete=14313054,toplist
31,31:27.80,,Tiki GELANA,22 OCT 1987,ETH,9,,Ostrava (CZE),12 JUN 2008,1168,women_10000m,2008,https://worldathletics.org/athletes/athlete=14259718,toplist
32,31:30.23,,Madaí PÉREZ,02 FEB 1980,MEX,6f1,,"Palo Alto, CA (USA)",04 MAY 2008,1166,women_10000m,2008,https://worldathletics.org/athletes/athlete=14291191,toplist
33,31:30.31,,Jennifer RHINES,01 JUL 1974,USA,7f1,,"Palo Alto, CA (USA)",04 MAY 2008,1165,women_10000m,2008,https://worldathletics.org/athletes/athlete=14319792,toplist
34,31:31.01,,Doris Chepkwemoi CHANGEYWO,12 DEC 1984,KEN,10,,Ostrava (CZE),12 JUN 2008,1165,women_10000m,2008,https://worldathletics.org/athletes/athlete=14288798,toplist
35,31:31.12,,Yingying ZHANG,04 JAN 1990,CHN,14,,"National Stadium, Beijing (CHN)",15 AUG 2008,1165,women_10000m,2008,https://worldathletics.org/athletes/athlete=14264358,toplist
36,31:31.45,,Noriko MATSUOKA,02 MAY 1979,JPN,1,,Niigata (JPN),01 JUN 2008,1164,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287083,toplist
37,31:31.87,,Xiaoqin DONG,02 JAN 1983,CHN,8f1,,"Palo Alto, CA (USA)",04 MAY 2008,1164,women_10000m,2008,https://worldathletics.org/athletes/athlete=14266536,toplist
38,31:31.95,,Yurika NAKAMURA,01 APR 1986,JPN,3,,Kobe (JPN),27 APR 2008,1164,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287339,toplist
39,31:35.77,,Kate REED,28 SEP 1982,GBR,9f1,,"Palo Alto, CA (USA)",04 MAY 2008,1161,women_10000m,2008,https://worldathletics.org/athletes/athlete=14276153,toplist
40,31:36.54,,Yukiko AKABA,18 OCT 1979,JPN,4,,Kobe (JPN),27 APR 2008,1160,women_10000m,2008,https://worldathletics.org/athletes/athlete=14286054,toplist
41,31:38.92,,Irene Kwambai KIPCHUMBA,25 OCT 1978,KEN,11,,Ostrava (CZE),12 JUN 2008,1158,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289133,toplist
42,31:39.20,,Dulce María RODRÍGUEZ,14 AUG 1972,MEX,10f1,,"Palo Alto, CA (USA)",04 MAY 2008,1158,women_10000m,2008,https://worldathletics.org/athletes/athlete=14291229,toplist
43,31:39.38,,Julia Mombi MURAGA,25 JAN 1985,KEN,2,,Kumagaya (JPN),17 MAY 2008,1157,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289289,toplist
44,31:40.38,,Xue BAI,13 DEC 1988,CHN,2,,Beijing (CHN),22 MAY 2008,1156,women_10000m,2008,https://worldathletics.org/athletes/athlete=14266777,toplist
45,31:41.60,,Rong CHEN,18 MAY 1988,CHN,3,,Beijing (CHN),22 MAY 2008,1155,women_10000m,2008,https://worldathletics.org/athletes/athlete=14266668,toplist
46,31:42.86,,Hiroko MIYAUCHI,19 JUN 1983,JPN,2,,Niigata (JPN),01 JUN 2008,1154,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287161,toplist
47,31:43.60,,Amy YODER BEGLEY,11 JAN 1978,USA,3,,"Eugene, OR (USA)",27 JUN 2008,1154,women_10000m,2008,https://worldathletics.org/athletes/athlete=14324822,toplist
48,31:47.03,,Nataliya BERKUT,30 MAY 1975,UKR,1,,Kyiv (UKR),01 JUL 2008,1151,women_10000m,2008,https://worldathletics.org/athletes/athlete=14303449,toplist
49,31:49.29,,Hayley YELLING,03 JAN 1974,GBR,2,,Utrecht (NED),30 MAY 2008,1149,women_10000m,2008,https://worldathletics.org/athletes/athlete=14276821,toplist
50,31:50.15,,Yelena SOKOLOVA,27 DEC 1979,RUS,6,,Kazan (RUS),17 JUL 2008,1148,women_10000m,2008,https://worldathletics.org/athletes/athlete=14299420,toplist
51,31:51.19,,Winfredah KEBASO,16 APR 1985,KEN,1,,Kobe (JPN),11 OCT 2008,1147,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289081,toplist
52,31:53.96,,Xiaolin ZHU,20 FEB 1984,CHN,4,,Beijing (CHN),22 MAY 2008,1144,women_10000m,2008,https://worldathletics.org/athletes/athlete=14264209,toplist
53,31:54.24,,Yuri KANO,27 OCT 1978,JPN,1,,Kushiro (JPN),16 JUL 2008,1144,women_10000m,2008,https://worldathletics.org/athletes/athlete=14286680,toplist
54,31:57.71,,Irina MIKITENKO,23 AUG 1972,GER,1,,Menden (GER),03 MAY 2008,1141,women_10000m,2008,https://worldathletics.org/athletes/athlete=14278911,toplist
55,31:58.50,,Philomena CHEYECH,05 JUL 1982,KEN,2,,Kobe (JPN),11 OCT 2008,1140,women_10000m,2008,https://worldathletics.org/athletes/athlete=14288983,toplist
56,31:59.90,,Aya MANOME,30 AUG 1982,JPN,3,,Niigata (JPN),01 JUN 2008,1139,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287021,toplist
57,32:04.41,,Preeja SREEDHARAN,13 MAR 1982,IND,2,,Watford (GBR),14 JUN 2008,1135,women_10000m,2008,https://worldathletics.org/athletes/athlete=14283083,toplist
58,32:07.31,,Pauline Kiragu WANGURU,26 AUG 1980,KEN,1,,Shizuoka (JPN),03 MAY 2008,1133,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289512,toplist
59,32:07.54,,Fernanda RIBEIRO,23 JUN 1969,POR,1,,Lisboa (POR),28 JUN 2008,1132,women_10000m,2008,https://worldathletics.org/athletes/athlete=14295050,toplist
60,32:07.69,,Adriana FERNÁNDEZ MIRANDA,04 APR 1971,MEX,11f1,,"Palo Alto, CA (USA)",04 MAY 2008,1132,women_10000m,2008,https://worldathletics.org/athletes/athlete=14291056,toplist
61,32:07.78,,Isabel CHECA,27 DEC 1982,ESP,1,,Vigo (ESP),12 JUL 2008,1132,women_10000m,2008,https://worldathletics.org/athletes/athlete=14261821,toplist
62,32:07.94,,Mari OZAKI,16 JUL 1975,JPN,5,,Kobe (JPN),27 APR 2008,1132,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287668,toplist
63,32:09.02,,Anikó KÁLOVICS,13 MAY 1977,HUN,3,,Istanbul (TUR),12 APR 2008,1131,women_10000m,2008,https://worldathletics.org/athletes/athlete=14281775,toplist
64,32:09.29,,Alena SAMOKHVALOVA,21 NOV 1980,RUS,7,,Kazan (RUS),17 JUL 2008,1131,women_10000m,2008,https://worldathletics.org/athletes/athlete=14299163,toplist
65,32:11.13,,Lisa UHL,31 AUG 1987,USA,1f1,,"Palo Alto, CA (USA)",04 APR 2008,1129,women_10000m,2008,https://worldathletics.org/athletes/athlete=14314657,toplist
66,32:12.14,,Ryoko KIZAKI,21 JUN 1985,JPN,1,,Shibetsu (JPN),08 JUN 2008,1128,women_10000m,2008,https://worldathletics.org/athletes/athlete=14286842,toplist
67,32:12.96,,Yoshimi OZAKI,01 JUL 1981,JPN,4,,Niigata (JPN),01 JUN 2008,1128,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287672,toplist
68,32:13.79,,Viktoriya TRUSHENKO,19 JUL 1984,RUS,8,,Kazan (RUS),17 JUL 2008,1127,women_10000m,2008,https://worldathletics.org/athletes/athlete=14299605,toplist
69,32:14.01,,Irina PERMITINA,03 FEB 1968,RUS,9,,Kazan (RUS),17 JUL 2008,1127,women_10000m,2008,https://worldathletics.org/athletes/athlete=14298884,toplist
70,32:14.10,,Hiromi OMINAMI,15 NOV 1975,JPN,4f1,,Yamagata (JPN),26 SEP 2008,1127,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287589,toplist
71,32:14.88,,Mara YAMAUCHI,13 AUG 1973,GBR,3,,Kobe (JPN),11 OCT 2008,1126,women_10000m,2008,https://worldathletics.org/athletes/athlete=14276819,toplist
72,32:14.91,,Blake PHILLIPS-RUSSELL,24 JUL 1975,USA,2f1,,"Palo Alto, CA (USA)",04 APR 2008,1126,women_10000m,2008,https://worldathletics.org/athletes/athlete=14318958,toplist
73,32:16.19,,Inês MONTEIRO,18 MAY 1980,POR,2,,Lisboa (POR),28 JUN 2008,1125,women_10000m,2008,https://worldathletics.org/athletes/athlete=14294984,toplist
74,32:16.50,,Krisztina PAPP,17 DEC 1982,HUN,12,,Ostrava (CZE),12 JUN 2008,1125,women_10000m,2008,https://worldathletics.org/athletes/athlete=14282184,toplist
75,32:17.31,,Chika HORIE,15 FEB 1981,JPN,7,,Kobe (JPN),27 APR 2008,1124,women_10000m,2008,https://worldathletics.org/athletes/athlete=14286417,toplist
76,32:18.72,,Amy CRAGG,21 JAN 1984,USA,14f1,,"Palo Alto, CA (USA)",04 MAY 2008,1123,women_10000m,2008,https://worldathletics.org/athletes/athlete=14312171,toplist
77,32:19.43,,Genet GETANEH,06 JAN 1986,ETH,13,,Ostrava (CZE),12 JUN 2008,1122,women_10000m,2008,https://worldathletics.org/athletes/athlete=14259838,toplist
78,32:20.13,,Karima Saleh JASSEM,18 FEB 1988,BRN,14,,Ostrava (CZE),12 JUN 2008,1121,women_10000m,2008,https://worldathletics.org/athletes/athlete=14268774,toplist
79,32:21.13,,Chunxiu ZHOU,15 NOV 1978,CHN,5,,Beijing (CHN),22 MAY 2008,1120,women_10000m,2008,https://worldathletics.org/athletes/athlete=14264260,toplist
80,32:23.43,,Yingying ZHU,18 AUG 1988,CHN,1,,Hangzhou (CHN),13 APR 2008,1118,women_10000m,2008,https://worldathletics.org/athletes/athlete=14264203,toplist
81,32:24.17,,Chengcheng JIANG,05 NOV 1986,CHN,2,,Hangzhou (CHN),13 APR 2008,1118,women_10000m,2008,https://worldathletics.org/athletes/athlete=14266220,toplist
82,32:25.82,,Chong ZHANG,16 MAR 1984,CHN,3,,Hangzhou (CHN),13 APR 2008,1116,women_10000m,2008,https://worldathletics.org/athletes/athlete=14264491,toplist
83,32:28.37,,Madoka OGI,26 OCT 1983,JPN,5f1,,Yamagata (JPN),26 SEP 2008,1114,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287526,toplist
84,32:28.63,,Dulce FÉLIX,23 OCT 1982,POR,3,,Lisboa (POR),28 JUN 2008,1114,women_10000m,2008,https://worldathletics.org/athletes/athlete=14294876,toplist
85,32:29.17,,Qiuhong XI,04 SEP 1984,CHN,4,,Hangzhou (CHN),13 APR 2008,1113,women_10000m,2008,https://worldathletics.org/athletes/athlete=14264897,toplist
86,32:29.29,,Takami OMINAMI,15 NOV 1975,JPN,3,,Kushiro (JPN),16 JUL 2008,1113,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287590,toplist
87,32:29.52,,Camelia Alina TECUŢĂ-GHERASIM,10 NOV 1971,ROU,4,,Istanbul (TUR),12 APR 2008,1113,women_10000m,2008,https://worldathletics.org/athletes/athlete=14295976,toplist
88,32:29.69,,Andrea GROVE-MCDONOUGH,10 JUL 1973,CAN,15f1,,"Palo Alto, CA (USA)",04 MAY 2008,1113,women_10000m,2008,https://worldathletics.org/athletes/athlete=14267920,toplist
89,32:29.82,,Katie MCGREGOR,02 SEP 1977,USA,4,,"Eugene, OR (USA)",27 JUN 2008,1113,women_10000m,2008,https://worldathletics.org/athletes/athlete=14316579,toplist
90,32:30.09,,Ikumi WAKAMATSU,22 JUN 1974,JPN,4,,Kushiro (JPN),16 JUL 2008,1113,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287294,toplist
91,32:31.43,,Rie MATSUMOTO,19 NOV 1984,JPN,2,,Fukagawa (JPN),11 JUN 2008,1111,women_10000m,2008,https://worldathletics.org/athletes/athlete=14325845,toplist
92,32:31.45,,Kirsten Melkevik OTTERBU,29 MAY 1970,NOR,1,,Roskilde (DEN),25 MAY 2008,1111,women_10000m,2008,https://worldathletics.org/athletes/athlete=14292753,toplist
93,32:32.22,,Irina SERGEYEVA,26 DEC 1987,RUS,10,,Kazan (RUS),17 JUL 2008,1111,women_10000m,2008,https://worldathletics.org/athletes/athlete=14330412,toplist
94,32:33.02,,Magdalena LEWY-BOULET,01 AUG 1973,USA,3f1,,"Palo Alto, CA (USA)",04 APR 2008,1110,women_10000m,2008,https://worldathletics.org/athletes/athlete=14315381,toplist
95,32:33.45,,Nathalie DE VOS,09 DEC 1982,BEL,22,,"National Stadium, Beijing (CHN)",15 AUG 2008,1110,women_10000m,2008,https://worldathletics.org/athletes/athlete=14270418,toplist
96,32:35.47,,Ana DIAS,15 JAN 1974,POR,4,,Lisboa (POR),28 JUN 2008,1108,women_10000m,2008,https://worldathletics.org/athletes/athlete=14294853,toplist
97,32:36.98,,Maria Elena VALENCIA JIMÉNEZ,25 MAY 1983,MEX,16f1,,"Palo Alto, CA (USA)",04 MAY 2008,1107,women_10000m,2008,https://worldathletics.org/athletes/athlete=14291282,toplist
98,32:37.59,,Yukari SAHAKU,05 NOV 1988,JPN,12,,Kobe (JPN),27 APR 2008,1106,women_10000m,2008,https://worldathletics.org/athletes/athlete=14287679,toplist
99,32:40.2h,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,5,,Nairobi (KEN),04 JUL 2008,1104,women_10000m,2008,https://worldathletics.org/athletes/athlete=14289460,toplist
100,32:43.28,,Olga KRAVTSOVA,25 JUL 1981,BLR,6,,Istanbul (TUR),12 APR 2008,1101,women_10000m,2008,https://worldathletics.org/athletes/athlete=14269803,toplist
1,29:53.80,,Meselech MELKAMU,19 APR 1985,ETH,1,,Utrecht (NED),14 JUN 2009,1253,women_10000m,2009,https://worldathletics.org/athletes/athlete=14259772,toplist
2,29:59.20,,Meseret DEFAR,19 NOV 1983,ETH,1,,Birmingham (GBR),11 JUL 2009,1248,women_10000m,2009,https://worldathletics.org/athletes/athlete=14259882,toplist
3,30:11.53,,Florence KIPLAGAT,27 FEB 1987,KEN,2,,Utrecht (NED),14 JUN 2009,1237,women_10000m,2009,https://worldathletics.org/athletes/athlete=14289139,toplist
4,30:11.87,,Wude AYALEW,04 JUL 1987,ETH,3,,Utrecht (NED),14 JUN 2009,1237,women_10000m,2009,https://worldathletics.org/athletes/athlete=14259920,toplist
5,30:29.36,,Liliya SHOBUKHOVA,13 NOV 1977,RUS,1,,Cheboksary (RUS),23 JUL 2009,1221,women_10000m,2009,https://worldathletics.org/athletes/athlete=14299314,toplist
6,30:31.03,,Mariya KONOVALOVA,14 AUG 1974,RUS,2,,Cheboksary (RUS),23 JUL 2009,1219,women_10000m,2009,https://worldathletics.org/athletes/athlete=14298199,toplist
7,30:47.20,,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,4,,Utrecht (NED),14 JUN 2009,1204,women_10000m,2009,https://worldathletics.org/athletes/athlete=14289098,toplist
8,30:48.26,,Aberu KEBEDE,12 SEP 1986,ETH,5,,Utrecht (NED),14 JUN 2009,1203,women_10000m,2009,https://worldathletics.org/athletes/athlete=14259806,toplist
9,30:51.92,,Hilde KIBET,27 MAR 1981,NED,6,,Utrecht (NED),14 JUN 2009,1200,women_10000m,2009,https://worldathletics.org/athletes/athlete=14289096,toplist
10,31:08.53,,Kseniya AGAFONOVA,04 MAR 1983,RUS,3,,Cheboksary (RUS),23 JUL 2009,1185,women_10000m,2009,https://worldathletics.org/athletes/athlete=14297198,toplist
11,31:13.78,,Amy YODER BEGLEY,11 JAN 1978,USA,6,,"Olympiastadion, Berlin (GER)",15 AUG 2009,1180,women_10000m,2009,https://worldathletics.org/athletes/athlete=14324822,toplist
12,31:17.62,,Xue BAI,13 DEC 1988,CHN,1,,Jinan (CHN),26 OCT 2009,1177,women_10000m,2009,https://worldathletics.org/athletes/athlete=14266777,toplist
13,31:19.00,,Werknesh KIDANE,21 NOV 1981,ETH,2,,Stockholm (SWE),30 MAY 2009,1176,women_10000m,2009,https://worldathletics.org/athletes/athlete=14259798,toplist
14,31:21.22,,Aheza KIROS,16 OCT 1985,ETH,2,,Birmingham (GBR),11 JUL 2009,1174,women_10000m,2009,https://worldathletics.org/athletes/athlete=14259796,toplist
15,31:21.42,,Kimberley SMITH,19 NOV 1981,NZL,8,,"Olympiastadion, Berlin (GER)",15 AUG 2009,1173,women_10000m,2009,https://worldathletics.org/athletes/athlete=14293171,toplist
16,31:23.43,,Shalane FLANAGAN,08 JUL 1981,USA,2,,"Eugene, OR (USA)",25 JUN 2009,1172,women_10000m,2009,https://worldathletics.org/athletes/athlete=14310164,toplist
17,31:23.49,,Kayoko FUKUSHI,25 MAR 1982,JPN,9,,"Olympiastadion, Berlin (GER)",15 AUG 2009,1172,women_10000m,2009,https://worldathletics.org/athletes/athlete=14286215,toplist
18,31:25.67,,Inês MONTEIRO,18 MAY 1980,POR,10,,"Olympiastadion, Berlin (GER)",15 AUG 2009,1170,women_10000m,2009,https://worldathletics.org/athletes/athlete=14294984,toplist
19,31:27.56,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,,Bremen (GER),02 MAY 2009,1168,women_10000m,2009,https://worldathletics.org/athletes/athlete=14278922,toplist
20,31:31.92,,Lineth CHEPKURUI,23 FEB 1987,KEN,3,,Birmingham (GBR),11 JUL 2009,1164,women_10000m,2009,https://worldathletics.org/athletes/athlete=14326271,toplist
21,31:35.92,,Olivera JEVTIĆ,24 JUL 1977,SRB,2,,Ribeira Brava (POR),06 JUN 2009,1160,women_10000m,2009,https://worldathletics.org/athletes/athlete=14300350,toplist
22,31:36.88,,Mamitu DASKA,16 OCT 1983,ETH,7,,Utrecht (NED),14 JUN 2009,1160,women_10000m,2009,https://worldathletics.org/athletes/athlete=14261126,toplist
23,31:40.60,,Dulce FÉLIX,23 OCT 1982,POR,3,,Ribeira Brava (POR),06 JUN 2009,1156,women_10000m,2009,https://worldathletics.org/athletes/athlete=14294876,toplist
24,31:40.97,,Alla ZHILYAYEVA,05 FEB 1969,RUS,4,,Cheboksary (RUS),23 JUL 2009,1156,women_10000m,2009,https://worldathletics.org/athletes/athlete=14299895,toplist
25,31:42.94,,Ana DIAS,15 JAN 1974,POR,4,,Ribeira Brava (POR),06 JUN 2009,1154,women_10000m,2009,https://worldathletics.org/athletes/athlete=14294853,toplist
26,31:44.28,,Yingying ZHU,18 AUG 1988,CHN,2,,Jinan (CHN),26 OCT 2009,1153,women_10000m,2009,https://worldathletics.org/athletes/athlete=14264203,toplist
27,31:45.67,,Chaofeng JIA,16 NOV 1988,CHN,3,,Jinan (CHN),26 OCT 2009,1152,women_10000m,2009,https://worldathletics.org/athletes/athlete=14266236,toplist
28,31:48.05,,Alena SAMOKHVALOVA,21 NOV 1980,RUS,5,,Cheboksary (RUS),23 JUL 2009,1150,women_10000m,2009,https://worldathletics.org/athletes/athlete=14299163,toplist
29,31:49.47,,Yelena SOKOLOVA,27 DEC 1979,RUS,6,,Cheboksary (RUS),23 JUL 2009,1148,women_10000m,2009,https://worldathletics.org/athletes/athlete=14299420,toplist
30,31:53.46,,Philes ONGORI,19 JUL 1986,KEN,1,,"Berkeley, CA (USA)",24 APR 2009,1145,women_10000m,2009,https://worldathletics.org/athletes/athlete=14289407,toplist
31,31:57.44,,Yukiko AKABA,18 OCT 1979,JPN,1,,Hiroshima (JPN),25 JUN 2009,1141,women_10000m,2009,https://worldathletics.org/athletes/athlete=14286054,toplist
32,31:59.93,,Chunxiu ZHOU,15 NOV 1978,CHN,4,,Jinan (CHN),26 OCT 2009,1139,women_10000m,2009,https://worldathletics.org/athletes/athlete=14264260,toplist
33,32:01.57,,Alina PROKOPEVA,16 AUG 1985,RUS,7,,Cheboksary (RUS),23 JUL 2009,1138,women_10000m,2009,https://worldathletics.org/athletes/athlete=14297219,toplist
34,32:01.80,,Yukari SAHAKU,05 NOV 1988,JPN,2,,Hiroshima (JPN),25 JUN 2009,1137,women_10000m,2009,https://worldathletics.org/athletes/athlete=14287679,toplist
35,32:02.03,,Christelle DAUNAY,05 DEC 1974,FRA,5,,Ribeira Brava (POR),06 JUN 2009,1137,women_10000m,2009,https://worldathletics.org/athletes/athlete=14257893,toplist
36,32:03.76,,Philomena CHEYECH,05 JUL 1982,KEN,1,,Kobe (JPN),26 APR 2009,1136,women_10000m,2009,https://worldathletics.org/athletes/athlete=14288983,toplist
37,32:04.26,,Mari OZAKI,16 JUL 1975,JPN,4,,Hiroshima (JPN),25 JUN 2009,1135,women_10000m,2009,https://worldathletics.org/athletes/athlete=14287668,toplist
38,32:07.38,,Galina IVANOVA,11 MAR 1976,RUS,8,,Cheboksary (RUS),23 JUL 2009,1133,women_10000m,2009,https://worldathletics.org/athletes/athlete=14297944,toplist
39,32:08.04,,Katie MCGREGOR,02 SEP 1977,USA,3,,"Eugene, OR (USA)",25 JUN 2009,1132,women_10000m,2009,https://worldathletics.org/athletes/athlete=14316579,toplist
40,32:13.04,,Noriko MATSUOKA,02 MAY 1979,JPN,5,,Hiroshima (JPN),25 JUN 2009,1128,women_10000m,2009,https://worldathletics.org/athletes/athlete=14287083,toplist
41,32:13.89,,Yurika NAKAMURA,01 APR 1986,JPN,2,,Kobe (JPN),26 APR 2009,1127,women_10000m,2009,https://worldathletics.org/athletes/athlete=14287339,toplist
42,32:19.08,,Eloise WELLINGS,09 NOV 1982,AUS,1,,Melbourne (AUS),10 DEC 2009,1122,women_10000m,2009,https://worldathletics.org/athletes/athlete=14271451,toplist
43,32:20.08,,Fernanda RIBEIRO,23 JUN 1969,POR,6,,Ribeira Brava (POR),06 JUN 2009,1121,women_10000m,2009,https://worldathletics.org/athletes/athlete=14295050,toplist
44,32:20.14,,Lisa WEIGHTMAN,16 JAN 1979,AUS,2,,Melbourne (AUS),10 DEC 2009,1121,women_10000m,2009,https://worldathletics.org/athletes/athlete=14271094,toplist
45,32:20.39,,Lara TAMSETT,12 OCT 1988,AUS,3,,Melbourne (AUS),10 DEC 2009,1121,women_10000m,2009,https://worldathletics.org/athletes/athlete=14271223,toplist
46,32:20.45,,Magdalena LEWY-BOULET,01 AUG 1973,USA,4,,"Eugene, OR (USA)",25 JUN 2009,1121,women_10000m,2009,https://worldathletics.org/athletes/athlete=14315381,toplist
