Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
37.0,13.44,0.5,Eduardo RODRIGUES,08 OCT 1995,BRA,1,,Cochabamba (BOL),06 JUN 2018,1170.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14546452,toplist
37.0,13.44,-1.0,Yidiel CONTRERAS,27 NOV 1992,ESP,4f1,,"Moratalaz, Madrid (ESP)",22 JUN 2018,1176.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14412582,toplist
37.0,13.44,1.4,Alexander JOHN,03 MAY 1986,GER,1f1,,Weinheim (GER),06 JUL 2018,1170.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14192702,toplist
41.0,13.45,0.7,Shunya TAKAYAMA,03 SEP 1994,JPN,2,,Yamaguchi (JPN),24 JUN 2018,1168.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14444465,toplist
41.0,13.45,1.7,Garfield DARIEN,22 DEC 1987,FRA,1,,Sotteville-lès-Rouen (FRA),17 JUL 2018,1168.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14184141,toplist
43.0,13.46,-0.1,Antoine LLOYD,10 JUN 1996,USA,3sf1,,"Drake Stadium, Des Moines, IA (USA)",24 JUN 2018,1166.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14541352,toplist
44.0,13.47,1.7,Andrew RILEY,06 SEP 1988,JAM,2,,Sotteville-lès-Rouen (FRA),17 JUL 2018,1164.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14202198,toplist
45.0,13.48,0.5,Roger IRIBARNE,02 JAN 1996,CUB,4,,Guadalajara (ESP),06 JUL 2018,1162.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14518167,toplist
45.0,13.48,1.0,Damian WARNER,04 NOV 1989,CAN,2,,Ottawa (CAN),07 JUL 2018,1162.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14173337,toplist
47.0,13.49,-0.6,Lorenzo PERINI,22 JUL 1994,ITA,1,,Tarragona (ESP),30 JUN 2018,1163.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14424254,toplist
48.0,13.5,1.8,Hassane FOFANA,28 APR 1992,ITA,2h1,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1158.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14381789,toplist
48.0,13.5,1.2,Genta MASUNO,24 MAY 1993,JPN,2,,Fukui (JPN),08 OCT 2018,1158.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14521632,toplist
50.0,13.52,-0.1,Erik BALNUWEIT,21 SEP 1988,GER,2,,Nürnberg (GER),21 JUL 2018,1155.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14191453,toplist
51.0,13.53,-0.1,Milan RISTIČ,08 AUG 1991,SRB,1,,St. George's (GRN),21 APR 2018,1153.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14378300,toplist
51.0,13.53,0.7,Koen SMET,09 AUG 1992,NED,1,,Oordegem (BEL),26 MAY 2018,1153.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14403328,toplist
51.0,13.53,0.6,Konstantin SHABANOV,17 NOV 1989,RUS,1,,Kazan (RUS),19 JUL 2018,1153.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14181187,toplist
51.0,13.53,1.3,David KING,13 JUN 1994,GBR,8,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1153.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14452959,toplist
55.0,13.54,1.0,Michael DICKSON,25 JAN 1997,USA,1h1,,"Greensboro, NC (USA)",03 MAY 2018,1151.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14622466,toplist
55.0,13.54,0.9,Petr SVOBODA,10 OCT 1984,CZE,3,,"Stadion Juliska, Praha (CZE)",04 JUN 2018,1151.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14168231,toplist
57.0,13.55,1.3,Aaron MALLETT,26 SEP 1994,USA,1f3,,"Iowa City, IA (USA)",12 APR 2018,1149.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14491547,toplist
57.0,13.55,0.8,Deuce CARTER,28 SEP 1990,JAM,1,,Kessel-Lo (BEL),04 AUG 2018,1149.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14377731,toplist
59.0,13.56,0.0,Eddie LOVETT,25 JUN 1992,ISV,1,,"Leonora Stadium, Leonora (GUY)",30 JUN 2018,1147.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14425484,toplist
59.0,13.56,-0.8,Devon HILL,26 OCT 1989,USA,3,,La Chaux-de-Fonds (SUI),01 JUL 2018,1151.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14361573,toplist
59.0,13.56,1.1,Artur NOGA,02 MAY 1988,POL,2,,Lublin (POL),22 JUL 2018,1147.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14217258,toplist
62.0,13.57,1.9,Tremayne BANKS,29 JUL 1992,USA,5,,"Gainesville, FL (USA)",13 APR 2018,1145.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14440995,toplist
62.0,13.57,0.6,Trey CUNNINGHAM,26 AUG 1998,USA,1,,"Tallahassee, FL (USA)",04 MAY 2018,1145.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14675757,toplist
62.0,13.57,2.0,William SESSION,22 FEB 1997,USA,2,,"Bloomington, IN (USA)",13 MAY 2018,1145.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14586759,toplist
62.0,13.57,1.7,Benjamin SEDECIAS,18 JAN 1995,FRA,5,,Sotteville-lès-Rouen (FRA),17 JUL 2018,1145.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14451586,toplist
62.0,13.57,0.0,Byoungjun KIM,15 AUG 1991,KOR,5,,Jakarta (INA),28 AUG 2018,1145.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14382037,toplist
67.0,13.58,0.9,Vladimir VUKICEVIC,06 MAY 1991,NOR,1,,Ninove (BEL),28 JUL 2018,1143.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14364665,toplist
68.0,13.6,-0.5,Fanor ESCOBAR,17 DEC 1997,COL,1f1,,Medellín (COL),28 APR 2018,1143.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14652251,toplist
68.0,13.6,1.7,Amere LATTIN,12 JUL 1997,USA,1h5,,"Sacramento, CA (USA)",25 MAY 2018,1140.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14563822,toplist
68.0,13.6,0.8,Elmo LAKKA,10 APR 1993,FIN,5sf2,,"Olympiastadion, Berlin (GER)",10 AUG 2018,1140.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14409911,toplist
68.0,13.6,0.1,Jonathas BRITO,30 NOV 1992,BRA,2h1,,Bragança Paulista (BRA),14 SEP 2018,1140.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14381337,toplist
72.0,13.61,1.6,Mason WEH,14 APR 1998,LBR,1f1,,"Canyon, TX (USA)",22 APR 2018,1138.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14559465,toplist
72.0,13.61,-0.4,Takumu FURUYA,12 MAR 1997,JPN,4,,"Yanmar Stadium Nagai, Osaka (JPN)",20 MAY 2018,1140.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14594886,toplist
72.0,13.61,1.8,John BURT,10 FEB 1997,USA,1qf2,,"Sacramento, CA (USA)",26 MAY 2018,1138.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14469094,toplist
75.0,13.62,-0.5,Phillip LEMONIOUS,12 DEC 1998,JAM,4,,Kingston (JAM),24 JUN 2018,1139.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14686407,toplist
76.0,13.63,1.4,Ruan DE VRIES,01 FEB 1986,RSA,1,,Pretoria (RSA),24 FEB 2018,1134.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14219916,toplist
76.0,13.63,-0.5,Juan Carlos MORENO,13 JAN 1994,COL,2f1,,Medellín (COL),28 APR 2018,1137.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14471001,toplist
76.0,13.63,1.5,Mohamed KOUSSI,15 MAR 1994,MAR,1f1,,Franconville (FRA),06 MAY 2018,1134.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14482343,toplist
76.0,13.63,0.4,Jeffrey JULMIS,30 SEP 1987,HAI,4,,Toronto (CAN),11 AUG 2018,1134.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14242554,toplist
80.0,13.64,0.0,Genaro RODRIGUEZ,10 DEC 1990,MEX,1,,Ciudad de México (MEX),30 MAR 2018,1132.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14463088,toplist
80.0,13.64,0.7,De'jour RUSSELL,01 APR 2000,JAM,4h1,,Gold Coast (AUS),09 APR 2018,1132.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14629291,toplist
80.0,13.64,2.0,Da'Juan SEWARD,15 AUG 1996,USA,3,,"Bloomington, IN (USA)",13 MAY 2018,1132.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14559396,toplist
80.0,13.64,-0.4,Anthony Tyrell KURIKI,17 SEP 1996,JPN,5,,"Yanmar Stadium Nagai, Osaka (JPN)",20 MAY 2018,1134.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14671467,toplist
80.0,13.64,0.7,Aaron LEWIS,23 JAN 1996,TTO,1h1,,"Tampa, FL (USA)",25 MAY 2018,1132.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14526879,toplist
80.0,13.64,1.8,Nicholas ANDERSON,18 APR 1995,USA,4h1,,"Montverde, FL (USA)",09 JUN 2018,1132.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14519878,toplist
80.0,13.64,0.7,Shinya TANAKA,23 JUN 1993,JPN,2sf1,,Yamaguchi (JPN),22 JUN 2018,1132.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14707884,toplist
80.0,13.64,0.2,Takihiro OGATA,08 JUN 1993,JPN,2,,Hiratsuka (JPN),21 JUL 2018,1132.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14649150,toplist
88.0,13.65,1.0,Ro'derick SPEARS,1995,USA,3h1,,"Knoxville, TN (USA)",12 MAY 2018,1130.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14478374,toplist
88.0,13.65,0.6,Jaylan MCCONICO,17 AUG 1998,USA,1,,"Terre Haute, IN (USA)",13 MAY 2018,1130.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14721364,toplist
88.0,13.65,-0.3,Jianhang ZENG,17 SEP 1998,CHN,1,,Guiyang (CHN),17 JUN 2018,1131.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14744663,toplist
88.0,13.65,0.2,Tyler MASON,15 NOV 1995,JAM,1f1,,Kortrijk (BEL),14 JUL 2018,1130.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14413634,toplist
92.0,13.66,1.7,Masahiro KAGIMOTO,29 SEP 1995,JPN,1,,Kyoto (JPN),11 MAY 2018,1128.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14578591,toplist
93.0,13.67,0.0,Wellington ZAZA,20 JAN 1995,LBR,2,,"Leonora Stadium, Leonora (GUY)",30 JUN 2018,1127.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14463849,toplist
94.0,13.68,0.9,Cory POOLE,29 JUL 1999,USA,4,,"Knoxville, TN (USA)",13 MAY 2018,1125.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14648752,toplist
94.0,13.68,2.0,Justin VETETO,24 MAR 1996,USA,4,,"Bloomington, IN (USA)",13 MAY 2018,1125.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14592411,toplist
94.0,13.68,1.3,Simon KRAUSS,12 FEB 1992,FRA,2sf2,,Albi (FRA),08 JUL 2018,1125.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14389365,toplist
97.0,13.69,1.1,Wei-Ting YANG,22 SEP 1994,TPE,,,Zhaoqing (CHN),10 APR 2018,1123.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14483691,toplist
97.0,13.69,1.2,Francisco Javier LÓPEZ,29 DEC 1989,ESP,1,,"San Angelo, TX (USA)",05 MAY 2018,1123.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14165990,toplist
99.0,13.7,2.0,Ben REYNOLDS,26 SEP 1990,IRL,4h2,,Gold Coast (AUS),09 APR 2018,1121.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14361559,toplist
99.0,13.7,0.5,Éder Antonio DE SOUZA,15 OCT 1986,BRA,4,,Cochabamba (BOL),06 JUN 2018,1121.0,men_110h,2018,https://worldathletics.org/athletes/athlete=14175831,toplist
1.0,12.98,0.8,Grant HOLLOWAY,19 NOV 1997,USA,1,,"Austin, TX (USA)",07 JUN 2019,1258.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14516985,toplist
2.0,13.0,0.8,Daniel ROBERTS,13 NOV 1997,USA,2,,"Austin, TX (USA)",07 JUN 2019,1255.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14577558,toplist
3.0,13.05,1.0,Orlando ORTEGA,29 JUL 1991,ESP,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1245.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14325772,toplist
4.0,13.07,0.8,Omar MCLEOD,25 APR 1994,JAM,1,,"Olympiastadion, Berlin (GER)",01 SEP 2019,1241.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14435592,toplist
5.0,13.12,0.3,Sergey SHUBENKOV,04 OCT 1990,ANA,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1231.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14941422,toplist
5.0,13.12,0.9,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,2sf2,,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019,1231.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14360095,toplist
7.0,13.17,0.7,Wenjun XIE,11 JUL 1990,CHN,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1221.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14171016,toplist
7.0,13.17,0.8,Freddie CRITTENDEN,03 AUG 1994,USA,3f1,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1221.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14491556,toplist
9.0,13.18,0.8,Gabriel CONSTANTINO,09 FEB 1995,BRA,2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2019,1219.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14481684,toplist
10.0,13.22,0.8,Ronald LEVY,30 OCT 1992,JAM,4f1,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1212.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14540136,toplist
11.0,13.25,1.1,Shunya TAKAYAMA,03 SEP 1994,JPN,1,,Fukui (JPN),17 AUG 2019,1206.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14444465,toplist
12.0,13.27,1.5,Orlando BENNETT,12 OCT 1999,JAM,2,,Kingston (JAM),23 JUN 2019,1202.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14739873,toplist
13.0,13.28,-0.8,Wilhem BELOCIAN,22 JUN 1995,FRA,1,,"Stade Raymond Petit, Tomblaine (FRA)",22 JUN 2019,1204.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14462837,toplist
13.0,13.28,1.0,Andrew POZZI,15 MAY 1992,GBR,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1200.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14375897,toplist
15.0,13.29,0.6,Milan TRAJKOVIC,17 MAR 1992,CYP,2sf3,,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019,1198.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14480568,toplist
16.0,13.3,0.4,Antonio ALKANA,12 APR 1990,RSA,3,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1196.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14462668,toplist
16.0,13.3,0.7,Eduardo RODRIGUES,08 OCT 1995,BRA,1,,La Chaux-de-Fonds (SUI),30 JUN 2019,1196.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14546452,toplist
18.0,13.31,1.8,Shane BRATHWAITE,08 FEB 1990,BAR,1,,"Estadio Atlético de la VIDENA, Lima (PER)",10 AUG 2019,1194.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14330082,toplist
19.0,13.33,1.5,Andrew RILEY,06 SEP 1988,JAM,3,,Kingston (JAM),23 JUN 2019,1191.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14202198,toplist
19.0,13.33,0.3,Devon ALLEN,12 DEC 1994,USA,5,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1191.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14432012,toplist
21.0,13.34,0.1,Kuei-Ru CHEN,22 SEP 1993,TPE,1,,Taipei City (TPE),25 MAY 2019,1189.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14547045,toplist
22.0,13.35,1.7,Yaqoub ALYOUHA,31 JAN 1993,KUW,2,,Doha (QAT),24 APR 2019,1187.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14532923,toplist
23.0,13.36,-0.6,Shunsuke IZUMIYA,26 JAN 2000,JPN,2,,Fukuoka (JPN),30 JUN 2019,1188.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14815041,toplist
24.0,13.37,0.9,DaShaun JACKSON,30 JUL 1997,USA,2sf1,,"Austin, TX (USA)",05 JUN 2019,1183.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14596868,toplist
24.0,13.37,0.8,Isaiah MOORE,12 JUN 1996,USA,3,,"Austin, TX (USA)",07 JUN 2019,1183.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14477863,toplist
24.0,13.37,0.2,Gregor TRABER,02 DEC 1992,GER,1,,Mannheim (GER),30 JUN 2019,1183.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14363186,toplist
24.0,13.37,1.0,Damian CZYKIER,10 AUG 1992,POL,1,,"Stadion im. Marszałka Józefa Piłsudskiego, Radom (POL)",25 AUG 2019,1183.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14434325,toplist
28.0,13.38,1.5,Hansle PARCHMENT,17 JUN 1990,JAM,4,,Kingston (JAM),23 JUN 2019,1181.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14325570,toplist
29.0,13.39,0.3,Aleec HARRIS,31 OCT 1990,USA,8,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1179.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14403755,toplist
29.0,13.39,0.5,Jason JOSEPH,11 OCT 1998,SUI,3h2,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1179.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14680682,toplist
31.0,13.4,0.5,Roger IRIBARNE,02 JAN 1996,CUB,1,,"Stadion Śląski, Chorzów (POL)",16 JUN 2019,1177.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14518167,toplist
32.0,13.41,2.0,Valdó SZŰCS,29 JUN 1995,HUN,1,,Budapest (HUN),27 JUL 2019,1175.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14399462,toplist
33.0,13.43,0.6,Greggmar SWIFT,16 FEB 1991,BAR,4,,Kingston (JAM),08 JUN 2019,1172.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14377730,toplist
33.0,13.43,0.4,Konstantinos DOUVALIDIS,10 MAR 1987,GRE,3h4,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1172.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14195074,toplist
35.0,13.44,2.0,Amere LATTIN,12 JUL 1997,USA,1sf3,,"Austin, TX (USA)",05 JUN 2019,1170.0,men_110h,2019,https://worldathletics.org/athletes/athlete=14563822,toplist
