Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Jean-Simon DESGAGNÉS,26 JUL 1998,8:23.50,CAN,Meeting de Paris,28 JUN 2026,2026,17.,dl_meeting
Hailemariyam AMARE,22 FEB 1997,8:32.74,ETH,Meeting de Paris,28 JUN 2026,2026,18.,dl_meeting
Oscar THEBAUD,07 JUL 2004,8:45.31,FRA,Meeting de Paris,28 JUN 2026,2026,19.,dl_meeting
Abderrafia BOUASSEL,18 FEB 2001,DNF,MAR,Meeting de Paris,28 JUN 2026,2026,,dl_meeting
Wilberforce Chemiat KONES,19 SEP 1993,DNF,KEN,Meeting de Paris,28 JUN 2026,2026,,dl_meeting
Mohamed TINDOUFT,12 MAR 1993,DNF,MAR,Meeting de Paris,28 JUN 2026,2026,,dl_meeting
Simon KOECH,06 OCT 2003,8:03.35,KEN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,1.,dl_meeting
Ryuji MIURA,11 FEB 2002,8:10.30,JPN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,2.,dl_meeting
Edmund SEREM,27 DEC 2007,8:11.15,KEN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,3.,dl_meeting
Matthew WILKINSON,27 DEC 1998,8:11.76,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,4.,dl_meeting
Leonard Kipkemoi BETT,03 NOV 2000,8:13.37,KEN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,5.,dl_meeting
Ruben QUERINJEAN,22 DEC 2001,8:14.22,LUX,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,6.,dl_meeting
Carson WILLIAMS,12 FEB 2002,8:17.36,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,7.,dl_meeting
Geordie BEAMISH,24 OCT 1996,8:19.36,NZL,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,8.,dl_meeting
Djilali BEDRANI,01 OCT 1993,8:19.45,FRA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,9.,dl_meeting
Amos SEREM,28 AUG 2002,8:21.30,KEN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,10.,dl_meeting
Niklas BUCHHOLZ,04 MAR 1998,8:21.46,GER,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,11.,dl_meeting
Dinka FIKADU,31 DEC 2005,8:29.28,ETH,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,12.,dl_meeting
Alejandro QUIJADA,07 MAR 2001,8:30.84,ESP,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,13.,dl_meeting
Nicolas-Marie DARU,21 OCT 1988,8:33.15,FRA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,14.,dl_meeting
Ayoub EL AMANI,29 FEB 2004,8:35.16,FRA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,15.,dl_meeting
Abraham KIBIWOT,06 APR 1996,DNF,KEN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,,dl_meeting
Wilberforce Chemiat KONES,19 SEP 1993,DNF,KEN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,,dl_meeting
Gemechu GODANA,30 SEP 2005,8:02.74,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,1.,dl_meeting
Soufiane EL BAKKALI,07 JAN 1996,8:04.61,MAR,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,2.,dl_meeting
Salah Eddine BEN YAZIDE,06 MAY 2003,8:05.08,MAR,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,3.,dl_meeting
Ruben QUERINJEAN,22 DEC 2001,8:05.36,LUX,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,4.,dl_meeting
Samuel FIREWU,03 MAY 2004,8:06.65,ETH,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,5.,dl_meeting
Edmund SEREM,27 DEC 2007,8:09.57,KEN,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Karl BEBENDORF,07 MAY 1996,8:10.40,GER,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,7.,dl_meeting
Daniel ARCE,22 APR 1992,8:11.04,ESP,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Ryuji MIURA,11 FEB 2002,8:11.84,JPN,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,9.,dl_meeting
Mohamed TINDOUFT,12 MAR 1993,8:12.20,MAR,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,10.,dl_meeting
Matthew WILKINSON,27 DEC 1998,8:12.56,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,11.,dl_meeting
Nathan MOUNTAIN,27 AUG 2002,8:16.18,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,12.,dl_meeting
Niklas BUCHHOLZ,04 MAR 1998,8:20.39,GER,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,13.,dl_meeting
Ahmed JAZIRI,16 DEC 1997,8:22.33,TUN,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,14.,dl_meeting
Faid EL MOSTAFA,13 JAN 2000,8:29.63,MAR,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,15.,dl_meeting
Maciej MEGIER,26 APR 2003,8:37.02,POL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,16.,dl_meeting
Amos SEREM,28 AUG 2002,8:42.74,KEN,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,17.,dl_meeting
Abderrafia BOUASSEL,18 FEB 2001,DNF,MAR,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,,dl_meeting
Nicolas-Marie DARU,21 OCT 1988,DNF,FRA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,,dl_meeting
