Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
8.0,2.33,,Majd Eddin GHAZAL,21 APR 1987,SYR,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1206.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14228259,toplist
8.0,2.33,,Fabian DELRYD,15 OCT 1996,SWE,1,,Täby (SWE),19 MAY 2018,1206.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14481269,toplist
8.0,2.33,,Maksim NEDASEKAU,21 JAN 1998,BLR,2,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1206.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14650634,toplist
8.0,2.33,,Gianmarco TAMBERI,01 JUN 1992,ITA,2,,Eberstadt (GER),26 AUG 2018,1206.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14375750,toplist
15.0,2.32,,Michael MASON,30 SEP 1986,CAN,1,,Victoria (CAN),12 MAY 2018,1197.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14173852,toplist
15.0,2.32,,Yu WANG,18 AUG 1991,CHN,3,,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1197.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14334837,toplist
15.0,2.32,,Ricky ROBERTSON,19 SEP 1990,USA,2,,"Chula Vista, CA (USA)",09 JUN 2018,1197.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14360372,toplist
15.0,2.32,,Donald THOMAS,01 JUL 1984,BAH,3,,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1197.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14177939,toplist
15.0,2.32,,Naoto TOBE,31 MAR 1992,JPN,1,,Lignano Sabbiadoro (ITA),11 JUL 2018,1197.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14329684,toplist
20.0,2.31,,Erik KYNARD,03 FEB 1991,USA,1,,"Manhattan, KS (USA) (i)",03 FEB 2018,1188.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14243470,toplist
20.0,2.31,,Jamal WILSON,01 SEP 1988,BAH,1,,"Birmingham, AL (USA) (i)",09 FEB 2018,1188.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14177932,toplist
20.0,2.31,,Ilya IVANYUK,09 MAR 1993,ANA,3,,Moskva (RUS) (i),13 FEB 2018,1188.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14421068,toplist
20.0,2.31,,Jeron ROBINSON,30 APR 1991,USA,1f1,,"Austin, TX (USA)",31 MAR 2018,1188.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14373055,toplist
20.0,2.31,,Konstantinos BANIOTIS,06 NOV 1986,GRE,1,,Thessaloniki (GRE),27 MAY 2018,1188.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14195010,toplist
20.0,2.31,,Andrii PROTSENKO,20 MAY 1988,UKR,4,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1188.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14230447,toplist
26.0,2.3,,Robbie GRABARZ,03 OCT 1987,GBR,1,,Birmingham (GBR) (i),06 JAN 2018,1179.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14189380,toplist
26.0,2.3,,Matúš BUBENÍK,14 NOV 1989,SVK,1f2,,Hustopeče (CZE) (i),27 JAN 2018,1179.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14941399,toplist
26.0,2.3,,Django LOVETT,06 JUL 1992,CAN,3,,Gold Coast (AUS),11 APR 2018,1179.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14373748,toplist
26.0,2.3,,Alperen ACET,02 APR 1998,TUR,1,,Cluj-Napoca (ROU),03 JUN 2018,1179.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14614922,toplist
26.0,2.3,,Mathew SAWE,02 JUL 1988,KEN,1,,Nairobi (KEN),06 JUN 2018,1179.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14426290,toplist
31.0,2.29,,Randall CUNNINGHAM,04 JAN 1996,USA,1,,"College Station, TX (USA) (i)",10 MAR 2018,1170.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14487017,toplist
31.0,2.29,,Shelby MCEWEN,06 APR 1996,USA,3,,"College Station, TX (USA) (i)",10 MAR 2018,1170.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14708434,toplist
31.0,2.29,,Tejaswin SHANKAR,21 DEC 1998,IND,1,,"Lubbock, TX (USA)",27 APR 2018,1170.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14714481,toplist
34.0,2.28,,Hup Wei LEE,05 MAY 1987,MAS,1,,Canberra (AUS),27 JAN 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14212584,toplist
34.0,2.28,,Edgar RIVERA,13 FEB 1991,MEX,6f1,,Hustopeče (CZE) (i),27 JAN 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14213214,toplist
34.0,2.28,,Tihomir IVANOV,11 JUL 1994,BUL,1,,Sofia (BUL) (i),04 FEB 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14476183,toplist
34.0,2.28,,Semyon POZDNYAKOV,28 NOV 1992,RUS,4,,Moskva (RUS) (i),13 FEB 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14387683,toplist
34.0,2.28,,Takashi ETO,05 FEB 1991,JPN,1,,Gifu (JPN),12 MAY 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14374666,toplist
34.0,2.28,,Yevgeniy KORSHUNOV,10 MAR 1986,RUS,2,,Smolensk (RUS),29 MAY 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14222794,toplist
34.0,2.28,,Eure YAÑEZ,20 MAY 1993,VEN,1,,Cochabamba (BOL),06 JUN 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14438109,toplist
34.0,2.28,,Sanghyeok WOO,23 APR 1996,KOR,1,,Jeongseon (KOR),28 JUN 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14532326,toplist
34.0,2.28,,Jermaine FRANCIS,09 MAR 1998,SKN,3,,Barranquilla (COL),01 AUG 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14693160,toplist
34.0,2.28,,Luis CASTRO RIVERA,29 JAN 1991,PUR,4,,Barranquilla (COL),01 AUG 2018,1161.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14437678,toplist
44.0,2.27,,Keenon LAINE,12 JUN 1997,USA,1,,"Clemson, SC (USA) (i)",06 JAN 2018,1152.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14728971,toplist
44.0,2.27,,Viktor LONSKYY,27 OCT 1995,UKR,1,,Hirson (FRA) (i),27 JAN 2018,1152.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14561553,toplist
44.0,2.27,,Allan SMITH,06 NOV 1992,GBR,5,,Gold Coast (AUS),11 APR 2018,1152.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14409425,toplist
44.0,2.27,,Tobias POTYE,16 MAR 1995,GER,1,,Regensburg (GER),03 JUN 2018,1152.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14481078,toplist
44.0,2.27,,Maciej GRYNIENKO,30 MAR 1998,POL,2,,"Stadion Śląski, Chorzów (POL)",08 JUN 2018,1152.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14658153,toplist
44.0,2.27,,Hamdi ALI,15 APR 1997,QAT,1,,Karlstad (SWE),25 JUL 2018,1152.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14595052,toplist
44.0,2.27,,Trevor BARRY,14 JUN 1983,BAH,1,,"Stadion Śląski, Chorzów (POL)",22 AUG 2018,1152.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14178054,toplist
44.0,2.27,,Eike ONNEN,03 AUG 1982,GER,5,,Eberstadt (GER),26 AUG 2018,1152.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14193585,toplist
52.0,2.26,,Douwe AMELS,16 SEP 1991,NED,,,Leverkusen (GER) (i),20 JAN 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14378159,toplist
52.0,2.26,,Aleksey DMITRIK,12 APR 1984,RUS,3,,Moskva (RUS) (i),21 JAN 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14222075,toplist
52.0,2.26,,Andrei SKABEIKA,11 JUN 1995,BLR,2,,Gomel (BLR) (i),03 FEB 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14567181,toplist
52.0,2.26,,Talles Frederico SOUSA SILVA,20 AUG 1991,BRA,1,,Sâo Caetano do Sul (BRA) (i),03 FEB 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14371861,toplist
52.0,2.26,,Matthew CAMPBELL,20 OCT 1994,JAM,1,,"Gainesville, FL (USA)",30 MAR 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14517921,toplist
52.0,2.26,,Roberto VILCHES,21 MAY 1999,MEX,1,,Queretaro (MEX),28 APR 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14694105,toplist
52.0,2.26,,Jonathan WELLS,18 APR 1996,USA,1,,"Bloomington, IN (USA)",13 MAY 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14528684,toplist
52.0,2.26,,Jonas Klöjgaard JENSEN,29 FEB 1996,DEN,1,,Skive (DEN),19 MAY 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14510898,toplist
52.0,2.26,,Adrijus GLEBAUSKAS,20 NOV 1994,LTU,1,,Jerusalem (ISR),06 JUN 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14487860,toplist
52.0,2.26,,Norbert KOBIELSKI,28 JAN 1997,POL,1,,Opole (POL),17 JUN 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14634989,toplist
52.0,2.26,,Chris MOLEYA,27 JAN 1997,RSA,3,,"Moratalaz, Madrid (ESP)",22 JUN 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14693021,toplist
52.0,2.26,,Tomohiro SHINNO,17 AUG 1996,JPN,1,,Okinawa (JPN),30 JUN 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14671473,toplist
52.0,2.26,,Chris BAKER,02 FEB 1991,GBR,1,,Birmingham (GBR),01 JUL 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14188432,toplist
52.0,2.26,,David SMITH,14 JUL 1991,GBR,2,,Birmingham (GBR),01 JUL 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14371859,toplist
52.0,2.26,,Bram GHUYS,14 FEB 1993,BEL,1,,Nieuwpoort (BEL),15 JUL 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14389578,toplist
52.0,2.26,,Dmytro DEMYANYUK,30 JUN 1983,UKR,2,,Lutsk (UKR),20 JUL 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14229854,toplist
52.0,2.26,,Dmitriy KROYTER,18 FEB 1993,ISR,1,,Schifflange (LUX),29 JUL 2018,1143.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14199301,toplist
69.0,2.25,,Dmitriy SEMYONOV,02 AUG 1992,RUS,4,,Chelyabinsk (RUS) (i),11 JAN 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14373597,toplist
69.0,2.25,,Marco FASSINOTTI,29 APR 1989,ITA,7f1,,Banská Bystrica (SVK) (i),06 FEB 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14200290,toplist
69.0,2.25,,Dmitriy MELSITOV,19 MAR 1996,UZB,1,,Tashkent (UZB) (i),16 FEB 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14595008,toplist
69.0,2.25,,Sidharth YADAV,30 NOV 1993,IND,2,,Patiala (IND),07 MAR 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14546736,toplist
69.0,2.25,,Clayton BROWN,08 DEC 1996,JAM,2,,"Knoxville, TN (USA)",13 MAY 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14530429,toplist
69.0,2.25,,Mikhail VERYOVKIN,28 JUN 1991,RUS,3,,Smolensk (RUS),29 MAY 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14460821,toplist
69.0,2.25,,Fernando FERREIRA,13 DEC 1994,BRA,2,,Cochabamba (BOL),06 JUN 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14530402,toplist
69.0,2.25,,Carlos LAYOY,26 FEB 1991,ARG,3,,Cochabamba (BOL),06 JUN 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14180400,toplist
69.0,2.25,,Daniil TSYPLAKOV,29 JUL 1992,RUS,1,,Zhukovskiy (RUS),13 JUN 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14941420,toplist
69.0,2.25,,Mikhail AKIMENKO,06 DEC 1995,RUS,2,,Zhukovskiy (RUS),13 JUN 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14452773,toplist
69.0,2.25,,Chetan BALASUBRAMANYA,18 AUG 1992,IND,1,,Guwahati (IND),28 JUN 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14497942,toplist
69.0,2.25,,Anton BODNAR,12 APR 1992,KAZ,1,,Almaty (KAZ),09 JUL 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14421715,toplist
69.0,2.25,,Jordan WESNER,10 JUN 1997,USA,1,,"Nashville, TN (USA) (i)",01 DEC 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14604203,toplist
69.0,2.25,,Hamish KERR,17 AUG 1996,NZL,1,,Christchurch (NZL),08 DEC 2018,1135.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14633982,toplist
83.0,2.24,,Bradley ADKINS,30 DEC 1993,USA,2,,"Lubbock, TX (USA) (i)",13 JAN 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14442908,toplist
83.0,2.24,,Manjula Kumara WIJESEKARA,30 JAN 1984,SRI,1,,Diyagama (SRI),27 JAN 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14225649,toplist
83.0,2.24,,Nauraj Singh RANDHAWA,27 JAN 1992,MAS,2,,Sydney (AUS),04 FEB 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14426255,toplist
83.0,2.24,,Jakobe FORD,04 SEP 1998,USA,1,,"Seattle, WA (USA) (i)",11 FEB 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14648115,toplist
83.0,2.24,,Nikita ANISHCHENKOV,25 JUL 1992,RUS,6,,Moskva (RUS) (i),13 FEB 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14360476,toplist
83.0,2.24,,Stefano SOTTILE,26 JAN 1998,ITA,1,,Ancona (ITA) (i),16 FEB 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14595370,toplist
83.0,2.24,,Eugenio ROSSI,06 MAR 1992,SMR,2,,Ancona (ITA) (i),16 FEB 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14420371,toplist
83.0,2.24,,Silvano CHESANI,17 JUL 1988,ITA,4,,Ancona (ITA) (i),16 FEB 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14199928,toplist
83.0,2.24,,Barry PENDER,02 APR 1990,IRL,1,,Abbotstown (IRL) (i),18 FEB 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14199072,toplist
83.0,2.24,,Darius CARBIN,04 MAR 1998,USA,2,,"College Station, TX (USA) (i)",24 FEB 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14654528,toplist
83.0,2.24,,Lubang YANG,18 JUN 1997,CHN,2,,Beijing (CHN) (i),24 MAR 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14585443,toplist
83.0,2.24,,Samuel SHOULTZ,,USA,1,,"Charlottesville, VA (USA)",06 APR 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14649259,toplist
83.0,2.24,,Deante KEMPER,27 MAR 1993,USA,1,,"Tempe, AZ (USA)",07 APR 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14415929,toplist
83.0,2.24,,Damar ROBINSON,13 AUG 1994,JAM,1,,"Coral Gables, FL (USA)",10 MAY 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14413505,toplist
83.0,2.24,,Ushan Thiwanka PERERA,22 JAN 1998,SRI,1,,Colombo (SRI),12 MAY 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14816165,toplist
83.0,2.24,,Long BAI,08 OCT 1989,CHN,1,,Huai'an (CHN),17 MAY 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14420856,toplist
83.0,2.24,,Pavel SELIVERSTAU,02 SEP 1996,BLR,3,,Białystok (POL),20 MAY 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14579358,toplist
83.0,2.24,,Nate PATTERSON,21 DEC 1999,USA,1,,"Bloomington, IN (USA)",02 JUN 2018,1126.0,men_HJ,2018,https://worldathletics.org/athletes/athlete=14802266,toplist
1.0,2.37,,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1242.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14377312,toplist
2.0,2.35,,Naoto TOBE,31 MAR 1992,JPN,1,,"Messehalle, Karlsruhe (GER) (i)",02 FEB 2019,1224.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14329684,toplist
2.0,2.35,,Maksim NEDASEKAU,21 JAN 1998,BLR,1,,"Dinamo National Olympic Stadium, Minsk (BLR)",09 SEP 2019,1224.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14650634,toplist
2.0,2.35,,Mikhail AKIMENKO,06 DEC 1995,ANA,2,,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1224.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14452773,toplist
2.0,2.35,,Ilya IVANYUK,09 MAR 1993,ANA,3,,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1224.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14421068,toplist
6.0,2.34,,Yu WANG,18 AUG 1991,CHN,2,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",20 FEB 2019,1215.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14334837,toplist
7.0,2.33,,Stefano SOTTILE,26 JAN 1998,ITA,1,,"Bressanone, Trentino-Alto Adige (ITA)",28 JUL 2019,1206.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14595370,toplist
8.0,2.32,,Gianmarco TAMBERI,01 JUN 1992,ITA,1,,Ancona (ITA) (i),15 FEB 2019,1197.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14375750,toplist
8.0,2.32,,Andrii PROTSENKO,20 MAY 1988,UKR,1,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1197.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14230447,toplist
10.0,2.31,,Ivan UKHOV,29 MAR 1986,RUS,1,,Chelyabinsk (RUS) (i),17 JAN 2019,1188.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14224358,toplist
10.0,2.31,,Shelby MCEWEN,06 APR 1996,USA,1,,"Columbia, SC (USA) (i)",02 FEB 2019,1188.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14708434,toplist
10.0,2.31,,Michael MASON,30 SEP 1986,CAN,1ce,,"Santa Barbara, CA (USA)",05 APR 2019,1188.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14173852,toplist
10.0,2.31,,Majd Eddin GHAZAL,21 APR 1987,SYR,1,,Doha (QAT),24 APR 2019,1188.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14228259,toplist
10.0,2.31,,Bohdan BONDARENKO,30 AUG 1989,UKR,1,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1188.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14229763,toplist
10.0,2.31,,Daniil TSYPLAKOV,29 JUL 1992,RUS,2,,Sochi (RUS),05 SEP 2019,1188.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14941420,toplist
16.0,2.3,,Joel BADEN,01 FEB 1996,AUS,1,,Sydney (AUS),06 APR 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14464502,toplist
16.0,2.3,,Django LOVETT,06 JUL 1992,CAN,1,,"Torrance, CA (USA)",20 APR 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14373748,toplist
16.0,2.3,,Takashi ETO,05 FEB 1991,JPN,1,,Fukuroi (JPN),03 MAY 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14374666,toplist
16.0,2.3,,Mateusz PRZYBYLKO,09 MAR 1992,GER,1,,Garbsen (GER),02 JUN 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14360276,toplist
16.0,2.3,,Hamish KERR,17 AUG 1996,NZL,1,,Townsville (AUS),26 JUN 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14633982,toplist
16.0,2.3,,Tihomir IVANOV,11 JUL 1994,BUL,1,,Napoli (ITA),10 JUL 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14476183,toplist
16.0,2.3,,Jeron ROBINSON,30 APR 1991,USA,1,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14373055,toplist
16.0,2.3,,Dzmitry NABOKAU,20 JAN 1996,BLR,1,,Minsk (BLR),02 AUG 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14579360,toplist
16.0,2.3,,Luis Enrique ZAYAS,07 JUN 1997,CUB,1,,"Estadio Atlético de la VIDENA, Lima (PER)",09 AUG 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14574169,toplist
16.0,2.3,,Brandon STARC,24 NOV 1993,AUS,1,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1179.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14387190,toplist
26.0,2.29,,Hup Wei LEE,05 MAY 1987,MAS,5q2,,"Khalifa International Stadium, Doha (QAT)",01 OCT 2019,1170.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14212584,toplist
27.0,2.28,,Semyon POZDNYAKOV,28 NOV 1992,RUS,1,,St. Petersburg (RUS) (i),17 FEB 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14387683,toplist
27.0,2.28,,Aleksandr ASANOV,30 AUG 1995,RUS,2,,St. Petersburg (RUS) (i),17 FEB 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14566917,toplist
27.0,2.28,,JuVaughn HARRISON,30 APR 1999,USA,1,,"Fayetteville, AR (USA) (i)",22 FEB 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14785286,toplist
27.0,2.28,,Keenon LAINE,12 JUN 1997,USA,2,,"Fayetteville, AR (USA) (i)",22 FEB 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14728971,toplist
27.0,2.28,,Tejaswin SHANKAR,21 DEC 1998,IND,1,,"Lubbock, TX (USA) (i)",23 FEB 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14714481,toplist
27.0,2.28,,Luis CASTRO RIVERA,29 JAN 1991,PUR,2,,Garbsen (GER),02 JUN 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14437678,toplist
27.0,2.28,,Mathew SAWE,02 JUL 1988,KEN,4,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14426290,toplist
27.0,2.28,,Janick KLAUSEN,03 APR 1993,DEN,1f1,,Essen (GER),20 JUN 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14940424,toplist
27.0,2.28,,Adrijus GLEBAUSKAS,20 NOV 1994,LTU,1,,Palanga (LTU),26 JUL 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14487860,toplist
27.0,2.28,,Douwe AMELS,16 SEP 1991,NED,1,,Zoetermeer (NED),28 AUG 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14378159,toplist
27.0,2.28,,Tomohiro SHINNO,17 AUG 1996,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",22 SEP 2019,1161.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14671473,toplist
38.0,2.27,,Earnest SEARS,04 DEC 1998,USA,1,,"Albuquerque, NM (USA) (i)",18 JAN 2019,1152.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14656182,toplist
38.0,2.27,,Edgar RIVERA,13 FEB 1991,MEX,2,,Banská Bystrica (SVK) (i),09 FEB 2019,1152.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14213214,toplist
38.0,2.27,,Konstantinos BANIOTIS,06 NOV 1986,GRE,4,,Banská Bystrica (SVK) (i),09 FEB 2019,1152.0,men_HJ,2019,https://worldathletics.org/athletes/athlete=14195010,toplist
