Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Orlando BENNETT,12 OCT 1999,13.15,JAM,Prefontaine Classic,04 JUL 2026,2026,5.,dl_meeting
Jamar MARSHALL,18 DEC 2001,13.24,USA,Prefontaine Classic,04 JUL 2026,2026,6.,dl_meeting
Braxton BRANN,2004,13.34,USA,Prefontaine Classic,04 JUL 2026,2026,7.,dl_meeting
Eric EDWARDS,03 JAN 2000,13.43,USA,Prefontaine Classic,04 JUL 2026,2026,8.,dl_meeting
Dylan BEARD,15 SEP 1998,13.53,USA,Prefontaine Classic,04 JUL 2026,2026,9.,dl_meeting
Ja'Kobe THARP,30 SEP 2005,12.89,USA,Novuna London Athletics Meet,18 JUL 2026,2026,1.,dl_meeting
Kendry L. MENÉNDEZ,14 MAR 2006,13.01,CUB,Novuna London Athletics Meet,18 JUL 2026,2026,2.,dl_meeting
Trey CUNNINGHAM,26 AUG 1998,13.12,USA,Novuna London Athletics Meet,18 JUL 2026,2026,3.,dl_meeting
Jamal BRITT,28 DEC 1998,13.16,USA,Novuna London Athletics Meet,18 JUL 2026,2026,4.,dl_meeting
Cordell TINCH,13 JUL 2000,13.17,USA,Novuna London Athletics Meet,18 JUL 2026,2026,5.,dl_meeting
Orlando BENNETT,12 OCT 1999,13.21,JAM,Novuna London Athletics Meet,18 JUL 2026,2026,6.,dl_meeting
Demario PRINCE,27 OCT 2004,13.27,JAM,Novuna London Athletics Meet,18 JUL 2026,2026,7.,dl_meeting
Samuel BENNETT,02 FEB 2001,13.53,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,8.,dl_meeting
Jamal BRITT,28 DEC 1998,13.13,USA,Athletissima Lausanne,21 AUG 2026,2026,1.,dl_meeting
Kendry L. MENÉNDEZ,14 MAR 2006,13.20,CUB,Athletissima Lausanne,21 AUG 2026,2026,2.,dl_meeting
Jason JOSEPH,11 OCT 1998,13.29,SUI,Athletissima Lausanne,21 AUG 2026,2026,3.,dl_meeting
Orlando BENNETT,12 OCT 1999,13.38,JAM,Athletissima Lausanne,21 AUG 2026,2026,4.,dl_meeting
Tatsuki ABE,03 AUG 2003,13.39,JPN,Athletissima Lausanne,21 AUG 2026,2026,5.,dl_meeting
Elie BACARI,14 OCT 2003,13.53,BEL,Athletissima Lausanne,21 AUG 2026,2026,6.,dl_meeting
Shunsuke IZUMIYA,26 JAN 2000,13.55,JPN,Athletissima Lausanne,21 AUG 2026,2026,7.,dl_meeting
Ja'Kobe THARP,30 SEP 2005,14.38,USA,Athletissima Lausanne,21 AUG 2026,2026,8.,dl_meeting
Ja'Kobe THARP,30 SEP 2005,13.05,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,1.,dl_meeting
Trey CUNNINGHAM,26 AUG 1998,13.08,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,2.,dl_meeting
Jamal BRITT,28 DEC 1998,13.09,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,3.,dl_meeting
Cordell TINCH,13 JUL 2000,13.22,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,4.,dl_meeting
Orlando BENNETT,12 OCT 1999,13.25,JAM,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,5.,dl_meeting
Jakub SZYMAŃSKI,22 JUL 2002,13.34,POL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Rachid MURATAKE,06 FEB 2002,13.41,JPN,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,7.,dl_meeting
Just KWAOU-MATHEY,04 DEC 1999,13.46,FRA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Kendry L. MENÉNDEZ,14 MAR 2006,DNF,CUB,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,,dl_meeting
