Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,discipline,year,ProfileURL,source
11.0,1:58.07,,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,2,,Gold Coast (AUS),13 APR 2018,1197.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14656975,toplist
12.0,1:58.39,,Halimah NAKAAYI,16 OCT 1994,UGA,2,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,1191.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14431159,toplist
13.0,1:58.83,,Rénelle LAMOTE,26 DEC 1993,FRA,9,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1183.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14424718,toplist
14.0,1:58.96,,Nelly JEPKOSGEI,14 JUL 1991,BRN,4,,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1181.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14373314,toplist
15.0,1:59.09,,Laura MUIR,09 MAY 1993,GBR,5,,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1179.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14422111,toplist
16.0,1:59.25,,Eunice Jepkoech SUM,10 APR 1988,KEN,9,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1176.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14423891,toplist
17.0,1:59.27,,Malika AKKAOUI,25 DEC 1987,MAR,6,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1175.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14290566,toplist
18.0,1:59.34,,Lynsey SHARP,11 JUL 1990,GBR,3,,"Olympic Stadium, London (GBR)",22 JUL 2018,1174.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14276316,toplist
19.0,1:59.35,,Sifan HASSAN,01 JAN 1993,NED,10,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1174.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14489606,toplist
20.0,1:59.58,,Natalya PRYSHCHEPA,11 SEP 1994,UKR,4,,Ostrava (CZE),09 SEP 2018,1170.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14426885,toplist
21.0,1:59.68,,Kaela EDWARDS,08 DEC 1993,USA,4,,"Drake Stadium, Des Moines, IA (USA)",24 JUN 2018,1168.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14439579,toplist
22.0,1:59.74,,Diribe WELTEJI,13 MAY 2002,ETH,1,,"Ratinan Stadion, Tampere (FIN)",12 JUL 2018,1167.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14848719,toplist
23.0,1:59.81,,Shelayna OSKAN-CLARKE,20 JAN 1990,GBR,3,,"Arena Birmingham, Birmingham (GBR) (i)",04 MAR 2018,1189.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14329259,toplist
24.0,1:59.84,,Mahlet MULUGETA,20 MAR 1995,ETH,3,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,1165.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14477315,toplist
25.0,1:59.85,,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,1f1,,Bruxelles (BEL),30 JUN 2018,1165.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14292246,toplist
26.0,1:59.86,,Adelle TRACEY,27 MAY 1993,GBR,2sf2,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1165.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14941414,toplist
27.0,1:59.87,,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,Zhukovskiy (RUS),23 JUN 2018,1165.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14502964,toplist
28.0,1:59.93,,Alexandra BELL,04 NOV 1992,GBR,1f1,,Watford (GBR),26 MAY 2018,1163.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14360105,toplist
29.0,2:00.02,,Docus AJOK,12 JUL 1994,UGA,1,,Kampala (UGA),03 MAR 2018,1162.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14594859,toplist
30.0,2:00.06,,Noélie YARIGO,26 DEC 1985,BEN,2,,Heusden-Zolder (BEL),21 JUL 2018,1161.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14270067,toplist
31.0,2:00.08,,Olivia BAKER,12 JUN 1996,USA,6,,"Drake Stadium, Des Moines, IA (USA)",24 JUN 2018,1161.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14411226,toplist
32.0,2:00.09,,Hanna GREEN,16 OCT 1994,USA,7,,"Drake Stadium, Des Moines, IA (USA)",24 JUN 2018,1161.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14492679,toplist
32.0,2:00.09,,Marta PEN FREITAS,31 JUL 1993,POR,5,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,1161.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14364494,toplist
34.0,2:00.13,,Georgia GRIFFITH,05 DEC 1996,AUS,1f1,,"Portland, OR (USA)",15 JUN 2018,1160.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14549778,toplist
35.0,2:00.15,,Rose Mary ALMANZA,13 JUL 1992,CUB,3,,Toronto (CAN),11 AUG 2018,1160.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14365951,toplist
36.0,2:00.24,,Brittany MCGOWAN,24 APR 1991,AUS,1f1,,Gold Coast (AUS),18 FEB 2018,1158.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14455164,toplist
37.0,2:00.26,,Olha LYAKHOVA,18 MAR 1992,UKR,1h1,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1158.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14325668,toplist
38.0,2:00.28,,Eglay Nafuna NALYANYA,28 MAY 1996,KEN,3h1,,Gold Coast (AUS),12 APR 2018,1157.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14520779,toplist
39.0,2:00.32,,Anna SABAT,09 NOV 1993,POL,3sf2,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1157.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14388995,toplist
40.0,2:00.35,,Charline MATHIAS,23 MAY 1992,LUX,3,,Heusden-Zolder (BEL),21 JUL 2018,1156.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14335470,toplist
41.0,2:00.36,,Winnie NANYONDO,23 AUG 1993,UGA,4,,Gold Coast (AUS),13 APR 2018,1156.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14534257,toplist
42.0,2:00.42,,Selina BÜCHEL,26 JUL 1991,SUI,3h1,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1155.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14300684,toplist
43.0,2:00.45,,Laura ROESLER,19 DEC 1991,USA,4,,"Olympic Stadium, London (GBR)",22 JUL 2018,1154.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14320153,toplist
44.0,2:00.47,,Claudia SAUNDERS,19 MAY 1994,FRA,11,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1154.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14373742,toplist
45.0,2:00.48,,Christina HERING,09 OCT 1994,GER,1f1,,"SV 03 Stadion, Tübingen (GER)",16 JUN 2018,1154.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14446706,toplist
46.0,2:00.52,,Hanna HERMANSSON,18 MAY 1989,SWE,6sf2,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1153.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14408520,toplist
47.0,2:00.59,,Simoya CAMPBELL-JOHNSON,01 MAR 1994,JAM,2,,Kingston (JAM),22 JUN 2018,1152.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14470017,toplist
48.0,2:00.60,,Cinthia ANAIS,18 JAN 1988,FRA,2,,Albi (FRA),07 JUL 2018,1152.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14258759,toplist
49.0,2:00.62,,Angela PETTY,16 AUG 1991,NZL,5h1,,Gold Coast (AUS),12 APR 2018,1151.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14293170,toplist
50.0,2:00.67,,Emily RICHARDS,21 JUL 1995,USA,1f1,,"Nashville, TN (USA)",02 JUN 2018,1150.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14531868,toplist
51.0,2:00.70,,Angelika CICHOCKA,15 MAR 1988,POL,3,,Liévin (FRA) (i),13 FEB 2018,1174.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14293508,toplist
52.0,2:00.72,,Sabrina SOUTHERLAND,18 DEC 1995,USA,1qf3,,"Sacramento, CA (USA)",25 MAY 2018,1149.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14440238,toplist
53.0,2:00.74,,Brenda MARTINEZ,08 SEP 1987,USA,6,,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1149.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14316143,toplist
54.0,2:00.75,,Līga VELVERE,10 FEB 1990,LAT,5,,Rovereto (ITA),23 AUG 2018,1149.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14290101,toplist
55.0,2:00.77,,Agnes ABU,01 MAY 1992,GHA,3f1,,"Nashville, TN (USA)",02 JUN 2018,1148.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14635214,toplist
56.0,2:00.80,,Mary KURIA,29 NOV 1987,KEN,2f1,,Guadalajara (ESP),06 JUL 2018,1148.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14419015,toplist
56.0,2:00.80,,Yekaterina ZAVYALOVA,01 MAR 1991,RUS,1,,Kazan (RUS),20 JUL 2018,1148.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14299862,toplist
58.0,2:00.81,,Keely SMALL,09 JUN 2001,AUS,6h1,,Gold Coast (AUS),12 APR 2018,1148.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14576087,toplist
58.0,2:00.81,,Lindsey BUTTERWORTH,27 SEP 1992,CAN,5,,Toronto (CAN),11 AUG 2018,1148.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14373715,toplist
60.0,2:00.85,,Caitlyn COLLIER,05 AUG 1999,USA,4f1,,"Nashville, TN (USA)",02 JUN 2018,1147.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14662334,toplist
61.0,2:00.87,,Lauren JOHNSON,04 MAY 1987,USA,2,,Lignano Sabbiadoro (ITA),11 JUL 2018,1147.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14335068,toplist
62.0,2:00.88,,Madeline KOPP,04 APR 1995,USA,5f1,,"Nashville, TN (USA)",02 JUN 2018,1147.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14477558,toplist
62.0,2:00.88,,Sarah MCDONALD,02 AUG 1993,GBR,1f1,,Watford (GBR),08 AUG 2018,1147.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14472518,toplist
64.0,2:00.92,,Renée EYKENS,08 JUN 1996,BEL,1,,Rehlingen (GER),20 MAY 2018,1146.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14474581,toplist
64.0,2:00.92,,Kate GRACE,24 OCT 1988,USA,6,,Rovereto (ITA),23 AUG 2018,1146.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14327446,toplist
66.0,2:00.95,,Yuneysi SANTIUSTI,24 DEC 1984,ITA,7,,"Olympic Stadium, London (GBR)",22 JUL 2018,1145.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14263389,toplist
67.0,2:01.00,,Yekaterina KUPINA,02 FEB 1986,RUS,2,,Zhukovskiy (RUS),23 JUN 2018,1144.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14298343,toplist
68.0,2:01.05,,Aníta HINRIKSDÓTTIR,13 JAN 1996,ISL,3f1,,"SV 03 Stadion, Tübingen (GER)",16 JUN 2018,1144.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14401301,toplist
69.0,2:01.09,,Kore TOLA,16 JAN 1997,ETH,2f1,,Nijmegen (NED),08 JUN 2018,1143.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14579506,toplist
70.0,2:01.13,,Carley THOMAS,26 DEC 2000,AUS,2,,"Ratinan Stadion, Tampere (FIN)",12 JUL 2018,1142.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14668498,toplist
71.0,2:01.14,,Avi'Tal WILSON-PERTEETE,13 MAY 1999,USA,2qf3,,"Sacramento, CA (USA)",25 MAY 2018,1142.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14718105,toplist
72.0,2:01.16,,Hirut MESHESHA,20 JAN 2001,ETH,2,,Assela (ETH),24 MAY 2018,1142.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14805826,toplist
73.0,2:01.18,,Jazmine FRAY,06 JUN 1997,JAM,1f1,,"Westwood, CA (USA)",14 APR 2018,1141.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14529273,toplist
74.0,2:01.22,,Jenna WESTAWAY,19 JUN 1994,CAN,1,,"Reggie Lewis Center, Boston, MA (USA) (i)",10 FEB 2018,1166.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14367613,toplist
75.0,2:01.25,,Maïté BOUCHARD,24 AUG 1995,CAN,1f4,,Heusden-Zolder (BEL),21 JUL 2018,1140.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14535862,toplist
76.0,2:01.26,,Darronisha LOTT,09 MAR 1993,USA,6f1,,"Nashville, TN (USA)",02 JUN 2018,1140.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14438945,toplist
77.0,2:01.29,,Delia SCLABAS,08 NOV 2000,SUI,3,,"Ratinan Stadion, Tampere (FIN)",12 JUL 2018,1139.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14525403,toplist
78.0,2:01.30,,Mhairi HENDRY,31 MAR 1996,GBR,2,,Birmingham (GBR) (i),18 FEB 2018,1164.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14455060,toplist
79.0,2:01.35,,Freweyni HAILU,12 FEB 2001,ETH,3,,Assela (ETH),24 MAY 2018,1138.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14836656,toplist
80.0,2:01.36,,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,4,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",15 AUG 2018,1138.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14262896,toplist
81.0,2:01.46,,Hedda HYNNE,13 MAR 1990,NOR,8,,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1136.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14458686,toplist
81.0,2:01.46,,Samantha WATSON,10 NOV 1999,USA,1,,"Bloomington, IN (USA)",16 JUN 2018,1136.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14625816,toplist
83.0,2:01.51,,Genzebe DIBABA,08 FEB 1991,ETH,4,,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,1135.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14259874,toplist
84.0,2:01.54,,Esther GUERRERO,07 FEB 1990,ESP,3,,Barcelona (ESP),11 JUL 2018,1135.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14261358,toplist
85.0,2:01.58,,Lydia Jeruto LAGAT,23 NOV 2000,KEN,4,,Padova (ITA),02 SEP 2018,1134.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14796129,toplist
86.0,2:01.60,,Anzhelika SHEVCHENKO,29 OCT 1987,UKR,,,Kazan (RUS),20 JUL 2018,1134.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14304163,toplist
87.0,2:01.61,,Cecilia BAROWSKI,07 DEC 1992,USA,2f1,,"Boston, MA (USA) (i)",25 FEB 2018,1159.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14363187,toplist
87.0,2:01.61,,Cory Ann MCGEE,29 MAY 1992,USA,2f2,,"Concord, MA (USA)",07 JUN 2018,1134.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14316538,toplist
87.0,2:01.61,,Claire MOONEY,21 JUN 1992,IRL,2f4,,Heusden-Zolder (BEL),21 JUL 2018,1134.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14408749,toplist
90.0,2:01.62,,Justine FEDRONIC,11 MAY 1991,FRA,3f4,,Heusden-Zolder (BEL),21 JUL 2018,1133.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14309967,toplist
91.0,2:01.65,,Yngvild ELVEMO,28 MAY 1990,NOR,9,,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1133.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14376283,toplist
92.0,2:01.67,,Lore HOFFMANN,25 JUL 1996,SUI,7sf2,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1133.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14457538,toplist
93.0,2:01.71,,Stephanie BROWN,04 MAR 1991,USA,3f2,,"Torrance, CA (USA)",21 APR 2018,1132.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14306645,toplist
94.0,2:01.73,,Meghan MANLEY,03 JUN 1993,USA,4f4,,Heusden-Zolder (BEL),21 JUL 2018,1131.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14463842,toplist
95.0,2:01.75,,Danaid PRINSEN,20 AUG 1997,NED,4f1,,Guadalajara (ESP),06 JUL 2018,1131.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14505814,toplist
95.0,2:01.75,,Katie SNOWDEN,09 MAR 1994,GBR,1f1,,Eltham (GBR),07 JUL 2018,1131.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14360725,toplist
97.0,2:01.77,,Natalia EVANGELIDOU,10 MAR 1991,CYP,7h1,,Gold Coast (AUS),12 APR 2018,1131.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14474809,toplist
98.0,2:01.80,,Chunyu WANG,17 JAN 1995,CHN,1,,Jakarta (INA),28 AUG 2018,1130.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14462001,toplist
99.0,2:01.81,,Alena BROOKS,14 NOV 1991,TTO,5h3,,Gold Coast (AUS),12 APR 2018,1130.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14367030,toplist
100.0,2:01.82,,Marta PÉREZ,19 APR 1993,ESP,5f1,,Guadalajara (ESP),06 JUL 2018,1130.0,women_800m,2018,https://worldathletics.org/athletes/athlete=14452646,toplist
1.0,1:54.98,,Caster SEMENYA,07 JAN 1991,RSA,1,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1254.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14330057,toplist
2.0,1:57.72,,Ajee' WILSON,08 MAY 1994,USA,1,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1203.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14411176,toplist
3.0,1:57.90,,Natoya GOULE,30 MAR 1991,JAM,2,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1200.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14285696,toplist
4.0,1:58.04,,Halimah NAKAAYI,16 OCT 1994,UGA,1,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1198.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14431159,toplist
5.0,1:58.18,,Raevyn ROGERS,07 SEP 1996,USA,2,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1195.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14378260,toplist
6.0,1:58.19,,Hanna GREEN,16 OCT 1994,USA,2,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1195.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14492679,toplist
7.0,1:58.42,,Laura MUIR,09 MAY 1993,GBR,3,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1191.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14422111,toplist
8.0,1:58.61,,Lynsey SHARP,11 JUL 1990,GBR,1,,"Olympic Stadium, London (GBR)",21 JUL 2019,1187.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14276316,toplist
9.0,1:58.78,,Catriona BISSET,01 MAR 1994,AUS,2,,"Olympic Stadium, London (GBR)",21 JUL 2019,1184.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14463325,toplist
10.0,1:58.79,,Jackline WAMBUI,08 FEB 2000,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1184.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14801322,toplist
11.0,1:58.83,,Winnie NANYONDO,23 AUG 1993,UGA,3,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1183.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14534257,toplist
12.0,1:58.99,,Eunice Jepkoech SUM,10 APR 1988,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1180.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14423891,toplist
13.0,1:59.00,,Nelly JEPKOSGEI,14 JUL 1991,BRN,4,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1180.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14373314,toplist
14.0,1:59.04,,Rose Mary ALMANZA,13 JUL 1992,CUB,1f1,,Goleniow (POL),26 JUN 2019,1179.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14365951,toplist
15.0,1:59.13,,Natalya PRYSHCHEPA,11 SEP 1994,UKR,1f3,,Oslo (NOR),05 JUL 2019,1178.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14426885,toplist
15.0,1:59.13,,Olha LYAKHOVA,18 MAR 1992,UKR,4,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1178.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14325668,toplist
17.0,1:59.23,,Emily Cherotich TUEI,13 MAY 1986,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1176.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14289041,toplist
18.0,1:59.25,,Habitam ALEMU,09 JUL 1997,ETH,5,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1176.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14730994,toplist
19.0,1:59.33,,Kate GRACE,24 OCT 1988,USA,5,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1174.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14327446,toplist
20.0,1:59.37,,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,Moskva (RUS) (i),03 FEB 2019,1196.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14502964,toplist
21.0,1:59.41,,Christina HERING,09 OCT 1994,GER,1,,Pfungstadt (GER),21 AUG 2019,1173.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14446706,toplist
22.0,1:59.52,,Gudaf TSEGAY,23 JAN 1997,ETH,7,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1171.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14595214,toplist
23.0,1:59.74,,Ce'Aira BROWN,04 NOV 1993,USA,3,,"New York, NY (USA) (i)",09 FEB 2019,1190.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14463544,toplist
24.0,1:59.80,,Laura ROESLER,19 DEC 1991,USA,1f1,,"Boston, MA (USA) (i)",08 FEB 2019,1189.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14320153,toplist
25.0,1:59.82,,Alexandra BELL,04 NOV 1992,GBR,3,,"Olympic Stadium, London (GBR)",21 JUL 2019,1165.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14360105,toplist
26.0,1:59.83,,Shelayna OSKAN-CLARKE,20 JAN 1990,GBR,4,,"Olympic Stadium, London (GBR)",21 JUL 2019,1165.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14329259,toplist
27.0,1:59.87,,Jenna WESTAWAY,19 JUN 1994,CAN,1f1,,"Boston, MA (USA) (i)",24 FEB 2019,1188.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14367613,toplist
28.0,1:59.91,,Sarah MCDONALD,02 AUG 1993,GBR,1,,Tipton (GBR),13 AUG 2019,1164.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14472518,toplist
29.0,1:59.92,,Shelby HOULIHAN,08 FEB 1993,USA,2f2,,"Azusa, CA (USA)",09 JUL 2019,1164.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14368938,toplist
30.0,2:00.02,,Rababe ARAFI,12 JAN 1991,MAR,2,,"Olympic Stadium, Nanjing (CHN)",21 MAY 2019,1162.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14290578,toplist
31.0,2:00.06,,Morgan MITCHELL,03 OCT 1994,AUS,5,,"Olympic Stadium, London (GBR)",21 JUL 2019,1161.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14457910,toplist
32.0,2:00.18,,Hannah SEGRAVE,14 APR 1995,GBR,6,,"Olympic Stadium, London (GBR)",21 JUL 2019,1159.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14527075,toplist
33.0,2:00.31,,Lindsey BUTTERWORTH,27 SEP 1992,CAN,1f1,,"Portland, OR (USA)",19 JUL 2019,1157.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14373715,toplist
34.0,2:00.32,,Eglay Nafuna NALYANYA,28 MAY 1996,KEN,4,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1157.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14520779,toplist
35.0,2:00.36,,Katharina TROST,28 JUN 1995,GER,2,,Pfungstadt (GER),21 AUG 2019,1156.0,women_800m,2019,https://worldathletics.org/athletes/athlete=14450952,toplist
