Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Roger STEEN,17 MAY 1992,20.85,USA,Golden Gala Pietro Mennea,04 JUN 2026,2026,8.,dl_meeting
Uziel MUÑOZ,08 SEP 1995,20.73,MEX,Golden Gala Pietro Mennea,04 JUN 2026,2026,9.,dl_meeting
Adrian PIPERI,20 JAN 1999,20.10,USA,Golden Gala Pietro Mennea,04 JUN 2026,2026,10.,dl_meeting
Leonardo FABBRI,15 APR 1997,22.74,ITA,Prefontaine Classic,04 JUL 2026,2026,1.,dl_meeting
Rajindra CAMPBELL,29 FEB 1996,22.16,JAM,Prefontaine Classic,04 JUL 2026,2026,2.,dl_meeting
Jordan GEIST,21 JUL 1998,21.98,USA,Prefontaine Classic,04 JUL 2026,2026,3.,dl_meeting
Adrian PIPERI,20 JAN 1999,21.70,USA,Prefontaine Classic,04 JUL 2026,2026,4.,dl_meeting
Roger STEEN,17 MAY 1992,21.58,USA,Prefontaine Classic,04 JUL 2026,2026,5.,dl_meeting
Chukwuebuka ENEKWECHI,28 JAN 1993,21.36,NGR,Prefontaine Classic,04 JUL 2026,2026,6.,dl_meeting
Tom WALSH,01 MAR 1992,21.12,NZL,Prefontaine Classic,04 JUL 2026,2026,7.,dl_meeting
Joe KOVACS,28 JUN 1989,21.05,USA,Prefontaine Classic,04 JUL 2026,2026,8.,dl_meeting
Payton OTTERDAHL,02 APR 1996,20.55,USA,Prefontaine Classic,04 JUL 2026,2026,9.,dl_meeting
Uziel MUÑOZ,08 SEP 1995,20.31,MEX,Prefontaine Classic,04 JUL 2026,2026,10.,dl_meeting
Konrad BUKOWIECKI,17 MAR 1997,20.13,POL,Prefontaine Classic,04 JUL 2026,2026,11.,dl_meeting
Jordan GEIST,21 JUL 1998,22.53,USA,Weltklasse Zürich,27 AUG 2026,2026,1.,dl_meeting
Rajindra CAMPBELL,29 FEB 1996,22.22,JAM,Weltklasse Zürich,27 AUG 2026,2026,2.,dl_meeting
Leonardo FABBRI,15 APR 1997,22.16,ITA,Weltklasse Zürich,27 AUG 2026,2026,3.,dl_meeting
Joe KOVACS,28 JUN 1989,21.65,USA,Weltklasse Zürich,27 AUG 2026,2026,4.,dl_meeting
Roger STEEN,17 MAY 1992,21.53,USA,Weltklasse Zürich,27 AUG 2026,2026,5.,dl_meeting
Tom WALSH,01 MAR 1992,21.48,NZL,Weltklasse Zürich,27 AUG 2026,2026,6.,dl_meeting
Adrian PIPERI,20 JAN 1999,21.32,USA,Weltklasse Zürich,27 AUG 2026,2026,7.,dl_meeting
Payton OTTERDAHL,02 APR 1996,20.66,USA,Weltklasse Zürich,27 AUG 2026,2026,8.,dl_meeting
Chukwuebuka ENEKWECHI,28 JAN 1993,20.43,NGR,Weltklasse Zürich,27 AUG 2026,2026,9.,dl_meeting
Uziel MUÑOZ,08 SEP 1995,20.23,MEX,Weltklasse Zürich,27 AUG 2026,2026,10.,dl_meeting
