Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Matthew HUDSON-SMITH,26 OCT 1994,44.09,GBR,Meeting de Paris,28 JUN 2026,2026,4.,dl_meeting
Muzala SAMUKONGA,09 DEC 2002,44.29,ZAM,Meeting de Paris,28 JUN 2026,2026,5.,dl_meeting
Jereem RICHARDS,13 JAN 1994,44.53,TTO,Meeting de Paris,28 JUN 2026,2026,6.,dl_meeting
Muhammad Abdallah KOUNTA,27 OCT 1994,44.88,FRA,Meeting de Paris,28 JUN 2026,2026,7.,dl_meeting
Busang Collen KEBINATSHIPI,13 FEB 2004,44.00,BOT,Prefontaine Classic,04 JUL 2026,2026,1.,dl_meeting
Rai BENJAMIN,27 JUL 1997,44.11,USA,Prefontaine Classic,04 JUL 2026,2026,2.,dl_meeting
Chris BAILEY,29 MAY 2000,44.58,USA,Prefontaine Classic,04 JUL 2026,2026,3.,dl_meeting
Jacory PATTERSON,02 FEB 2000,44.88,USA,Prefontaine Classic,04 JUL 2026,2026,4.,dl_meeting
Chris ROBINSON,19 FEB 2001,44.88,USA,Prefontaine Classic,04 JUL 2026,2026,5.,dl_meeting
Khaleb MCRAE,09 SEP 2000,44.91,USA,Prefontaine Classic,04 JUL 2026,2026,6.,dl_meeting
Vernon NORWOOD,10 APR 1992,44.92,USA,Prefontaine Classic,04 JUL 2026,2026,7.,dl_meeting
Ezekiel NATHANIEL,20 JUN 2003,45.32,NGR,Prefontaine Classic,04 JUL 2026,2026,8.,dl_meeting
Michael NORMAN,03 DEC 1997,45.47,USA,Prefontaine Classic,04 JUL 2026,2026,9.,dl_meeting
Busang Collen KEBINATSHIPI,13 FEB 2004,43.44,BOT,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,1.,dl_meeting
Jacory PATTERSON,02 FEB 2000,43.96,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,2.,dl_meeting
Rai BENJAMIN,27 JUL 1997,44.13,USA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,3.,dl_meeting
Matthew HUDSON-SMITH,26 OCT 1994,44.22,GBR,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,4.,dl_meeting
Zakithi NENE,02 APR 1998,44.24,RSA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,5.,dl_meeting
Jereem RICHARDS,13 JAN 1994,44.44,TTO,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,6.,dl_meeting
Attila MOLNÁR,17 JAN 2002,44.47,HUN,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,7.,dl_meeting
Muhammad Abdallah KOUNTA,27 OCT 1994,44.57,FRA,Meeting International d’Athlétisme Herculis EBS,10 JUL 2026,2026,8.,dl_meeting
Rai BENJAMIN,27 JUL 1997,44.05,USA,Novuna London Athletics Meet,18 JUL 2026,2026,1.,dl_meeting
Matthew HUDSON-SMITH,26 OCT 1994,44.18,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,2.,dl_meeting
Jacory PATTERSON,02 FEB 2000,44.25,USA,Novuna London Athletics Meet,18 JUL 2026,2026,3.,dl_meeting
Jereem RICHARDS,13 JAN 1994,44.63,TTO,Novuna London Athletics Meet,18 JUL 2026,2026,4.,dl_meeting
Lee EPPIE,18 MAY 1999,44.71,BOT,Novuna London Athletics Meet,18 JUL 2026,2026,5.,dl_meeting
Khaleb MCRAE,09 SEP 2000,44.90,USA,Novuna London Athletics Meet,18 JUL 2026,2026,6.,dl_meeting
Vernon NORWOOD,10 APR 1992,44.97,USA,Novuna London Athletics Meet,18 JUL 2026,2026,7.,dl_meeting
Ben JEFFERIES,10 SEP 1999,45.30,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,8.,dl_meeting
Busang Collen KEBINATSHIPI,13 FEB 2004,43.59,BOT,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,1.,dl_meeting
Rai BENJAMIN,27 JUL 1997,43.83,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,2.,dl_meeting
Zakithi NENE,02 APR 1998,44.37,RSA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,3.,dl_meeting
Jacory PATTERSON,02 FEB 2000,44.41,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,4.,dl_meeting
Attila MOLNÁR,17 JAN 2002,44.68,HUN,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,5.,dl_meeting
Jereem RICHARDS,13 JAN 1994,44.72,TTO,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,6.,dl_meeting
Chris BAILEY,29 MAY 2000,44.77,USA,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,7.,dl_meeting
Bayapo NDORI,20 JUN 1999,45.18,BOT,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,8.,dl_meeting
Maksymilian SZWED,06 AUG 2004,45.35,POL,Silesia Kamila Skolimowska Memorial,23 AUG 2026,2026,9.,dl_meeting
