Competitor,DOB,Mark,Nat,Venue,Date,year,Pos,source
Agate DE SOUSA,05 JUN 2000,6.67,POR,Novuna London Athletics Meet,18 JUL 2026,2026,5.,dl_meeting
Lucy HADAWAY,11 JUN 2000,6.64,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,6.,dl_meeting
Ramona Elena VERMAN,03 MAR 2004,6.62,ROU,Novuna London Athletics Meet,18 JUL 2026,2026,7.,dl_meeting
Jazmin SAWYERS,21 MAY 1994,6.53,GBR,Novuna London Athletics Meet,18 JUL 2026,2026,8.,dl_meeting
Alyssa JONES,06 FEB 2004,6.98,USA,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,1.,dl_meeting
Agate DE SOUSA,05 JUN 2000,6.98,POR,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,2.,dl_meeting
Monae' NICHOLS,24 NOV 1998,6.95,USA,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,3.,dl_meeting
Jazmin SAWYERS,21 MAY 1994,6.84,GBR,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,4.,dl_meeting
Maja ÅSKAG,18 DEC 2002,6.66,SWE,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,5.,dl_meeting
Marthe KOALA,08 MAR 1994,6.64,BUR,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,6.,dl_meeting
Malaika MIHAMBO,03 FEB 1994,6.60,GER,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,7.,dl_meeting
Claire BRYANT,25 AUG 2001,6.53,USA,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,8.,dl_meeting
Nia ROBINSON,08 NOV 2001,6.29,JAM,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,9.,dl_meeting
Adrianna SUŁEK-SCHUBERT,03 APR 1999,5.92,POL,Silesia Kamila Skolimowska Memorial,22 AUG 2026,2026,10.,dl_meeting
