Rank,Mark,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,wind,age,wind_legal
54,47.34,Kyron MCMASTER,1997-01-03,IVB,1,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-21,1266,2022,men_400h,Men 400m Hurdles,,25.6,True
56,47.35,Karsten WARHOLM,1996-02-28,NOR,1,"Letzigrund, Zürich (SUI)",2021-09-09,1265,2021,men_400h,Men 400m Hurdles,,25.5,True
58,47.37,Rai BENJAMIN,1997-07-27,USA,2sf1,"National Stadium, Tokyo (JPN)",2021-08-01,1264,2021,men_400h,Men 400m Hurdles,,24.0,True
65,47.38,Rai BENJAMIN,1997-07-27,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2021-05-28,1264,2021,men_400h,Men 400m Hurdles,,23.8,True
65,47.38,Alison DOS SANTOS,2000-06-03,BRA,2,"Bislett Stadion, Oslo (NOR)",2021-07-01,1264,2021,men_400h,Men 400m Hurdles,,21.1,True
70,47.39,Trevor BASSITT,1998-02-26,USA,3,"Hayward Field, Eugene, OR (USA)",2022-07-19,1263,2022,men_400h,Men 400m Hurdles,,24.4,True
73,47.41,Wilfried HAPPIO,1998-09-22,FRA,4,"Hayward Field, Eugene, OR (USA)",2022-07-19,1262,2022,men_400h,Men 400m Hurdles,,23.8,True
83,47.47,Abderrahman SAMBA,1995-09-05,QAT,2sf2,"National Stadium, Tokyo (JPN)",2021-08-01,1259,2021,men_400h,Men 400m Hurdles,,25.9,True
83,47.47,Trevor BASSITT,1998-02-26,USA,2,"Hayward Field, Eugene, OR (USA)",2022-06-26,1259,2022,men_400h,Men 400m Hurdles,,24.3,True
90,47.49,Rai BENJAMIN,1997-07-27,USA,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2022-05-13,1258,2022,men_400h,Men 400m Hurdles,,24.8,True
93,47.5,Kyron MCMASTER,1997-01-03,IVB,2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1257,2021,men_400h,Men 400m Hurdles,,24.3,True
96,47.51,Alison DOS SANTOS,2000-06-03,BRA,2,"Stade Louis II, Monaco (MON)",2021-07-09,1257,2021,men_400h,Men 400m Hurdles,,21.1,True
103,47.54,Alison DOS SANTOS,2000-06-03,BRA,1,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1255,2022,men_400h,Men 400m Hurdles,,22.2,True
112,47.57,Alison DOS SANTOS,2000-06-03,BRA,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2021-05-28,1254,2021,men_400h,Men 400m Hurdles,,21.0,True
115,47.58,CJ ALLEN,1995-02-14,USA,2,"Bislett Stadion, Oslo (NOR)",2023-06-15,1253,2023,men_400h,Men 400m Hurdles,,28.3,True
121,47.59,Khallifah ROSSER,1995-07-13,USA,2,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-21,1253,2022,men_400h,Men 400m Hurdles,,27.1,True
130,47.61,Alison DOS SANTOS,2000-06-03,BRA,1f1,"Stadio Comunale, Bellinzona (SUI)",2022-09-12,1252,2022,men_400h,Men 400m Hurdles,,22.3,True
154,47.65,Khallifah ROSSER,1995-07-13,USA,3,"Hayward Field, Eugene, OR (USA)",2022-06-26,1250,2022,men_400h,Men 400m Hurdles,,27.0,True
169,47.68,Alison DOS SANTOS,2000-06-03,BRA,3,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1248,2021,men_400h,Men 400m Hurdles,,20.9,True
169,47.68,Khallifah ROSSER,1995-07-13,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,1248,2022,men_400h,Men 400m Hurdles,,27.1,True
194,47.74,Rai BENJAMIN,1997-07-27,USA,1f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-04-15,1245,2023,men_400h,Men 400m Hurdles,,25.7,True
202,47.76,Khallifah ROSSER,1995-07-13,USA,2,"Letzigrund, Zürich (SUI)",2022-09-08,1244,2022,men_400h,Men 400m Hurdles,,27.2,True
213,47.78,Rai BENJAMIN,1997-07-27,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1243,2023,men_400h,Men 400m Hurdles,,25.8,True
228,47.8,Alison DOS SANTOS,2000-06-03,BRA,1,"Stadion Śląski, Chorzów (POL)",2022-08-06,1242,2022,men_400h,Men 400m Hurdles,,22.2,True
239,47.81,Yasmani COPELLO,1987-04-15,TUR,6,"National Stadium, Tokyo (JPN)",2021-08-03,1241,2021,men_400h,Men 400m Hurdles,,34.3,True
239,47.81,Alison DOS SANTOS,2000-06-03,BRA,2,"Letzigrund, Zürich (SUI)",2021-09-09,1241,2021,men_400h,Men 400m Hurdles,,21.3,True
246,47.82,Kyron MCMASTER,1997-01-03,IVB,3,"Suhaim bin Hamad Stadium, Doha (QAT)",2021-05-28,1241,2021,men_400h,Men 400m Hurdles,,24.4,True
246,47.82,Rasmus MÄGI,1992-05-04,EST,1f1,"Paavo Nurmen Stadion, Turku (FIN)",2022-06-14,1241,2022,men_400h,Men 400m Hurdles,,30.1,True
267,47.85,Sean BURRELL,2002-02-23,USA,1,"Hayward Field, Eugene, OR (USA)",2021-06-11,1239,2021,men_400h,Men 400m Hurdles,,19.3,True
267,47.85,Alison DOS SANTOS,2000-06-03,BRA,1sf2,"Hayward Field, Eugene, OR (USA)",2022-07-17,1239,2022,men_400h,Men 400m Hurdles,,22.1,True
291,47.88,Yasmani COPELLO,1987-04-15,TUR,3sf1,"National Stadium, Tokyo (JPN)",2021-08-01,1238,2021,men_400h,Men 400m Hurdles,,34.3,True
291,47.88,Khallifah ROSSER,1995-07-13,USA,5,"Hayward Field, Eugene, OR (USA)",2022-07-19,1238,2022,men_400h,Men 400m Hurdles,,27.0,True
291,47.88,Khallifah ROSSER,1995-07-13,USA,2,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1238,2022,men_400h,Men 400m Hurdles,,27.1,True
313,47.91,CJ ALLEN,1995-02-14,USA,1,"Drake Stadium, Los Angeles, CA (USA)",2023-05-27,1236,2023,men_400h,Men 400m Hurdles,,28.3,True
324,47.92,CJ ALLEN,1995-02-14,USA,1,"Stade Charléty, Paris (FRA)",2023-06-09,1236,2023,men_400h,Men 400m Hurdles,,28.3,True
336,47.93,Alessandro SIBILIO,1999-04-27,ITA,3sf2,"National Stadium, Tokyo (JPN)",2021-08-01,1235,2021,men_400h,Men 400m Hurdles,,22.3,True
336,47.93,Rai BENJAMIN,1997-07-27,USA,1sf1,"Hayward Field, Eugene, OR (USA)",2022-06-25,1235,2022,men_400h,Men 400m Hurdles,,24.9,True
336,47.93,CJ ALLEN,1995-02-14,USA,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1235,2023,men_400h,Men 400m Hurdles,,28.2,True
416,48.0,Karsten WARHOLM,1996-02-28,NOR,1sf3,"Hayward Field, Eugene, OR (USA)",2022-07-17,1231,2022,men_400h,Men 400m Hurdles,,26.4,True
446,48.03,Jaheel HYDE,1997-02-02,JAM,6,"Hayward Field, Eugene, OR (USA)",2022-07-19,1230,2022,men_400h,Men 400m Hurdles,,25.5,True
503,48.08,Kenneth SELMON,1996-08-27,USA,2,"Hayward Field, Eugene, OR (USA)",2021-06-26,1227,2021,men_400h,Men 400m Hurdles,,24.8,True
503,48.08,Karsten WARHOLM,1996-02-28,NOR,1,"Olympiastadion, Berlin (GER)",2021-09-12,1227,2021,men_400h,Men 400m Hurdles,,25.5,True
542,48.1,Khallifah ROSSER,1995-07-13,USA,2,"Hayward Field, Eugene, OR (USA)",2022-05-28,1226,2022,men_400h,Men 400m Hurdles,,26.9,True
542,48.1,Quincy HALL,1998-07-31,USA,3,"Hayward Field, Eugene, OR (USA)",2022-05-28,1226,2022,men_400h,Men 400m Hurdles,,23.8,True
558,48.11,Rasmus MÄGI,1992-05-04,EST,7,"National Stadium, Tokyo (JPN)",2021-08-03,1226,2021,men_400h,Men 400m Hurdles,,29.2,True
558,48.11,Gerald DRUMMOND,1994-09-05,CRC,1,"Estadio Nacional - La Sabana, San José (CRC)",2023-05-06,1226,2023,men_400h,Men 400m Hurdles,,28.7,True
576,48.12,Chris ROBINSON,2001-02-19,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-09,1225,2023,men_400h,Men 400m Hurdles,,22.3,True
595,48.13,Wilfried HAPPIO,1998-09-22,FRA,3,"Bislett Stadion, Oslo (NOR)",2023-06-15,1225,2023,men_400h,Men 400m Hurdles,,24.7,True
610,48.14,Wilfried HAPPIO,1998-09-22,FRA,2sf3,"Hayward Field, Eugene, OR (USA)",2022-07-17,1224,2022,men_400h,Men 400m Hurdles,,23.8,True
610,48.14,Alessandro SIBILIO,1999-04-27,ITA,1f1,"Stadion Śląski, Chorzów (POL)",2023-06-24,1224,2023,men_400h,Men 400m Hurdles,,24.2,True
627,48.15,Alison DOS SANTOS,2000-06-03,BRA,1,"Drake Stadium, Des Moines, IA (USA)",2021-04-24,1224,2021,men_400h,Men 400m Hurdles,,20.9,True
627,48.15,Alison DOS SANTOS,2000-06-03,BRA,1f1,"Stadio Comunale, Bellinzona (SUI)",2021-09-14,1224,2021,men_400h,Men 400m Hurdles,,21.3,True
660,48.17,CJ ALLEN,1995-02-14,USA,4,"Hayward Field, Eugene, OR (USA)",2022-06-26,1223,2022,men_400h,Men 400m Hurdles,,27.4,True
660,48.17,Trevor BASSITT,1998-02-26,USA,2sf2,"Hayward Field, Eugene, OR (USA)",2022-07-17,1223,2022,men_400h,Men 400m Hurdles,,24.4,True
677,48.18,Jaheel HYDE,1997-02-02,JAM,1,"National Stadium, Kingston (JAM)",2021-06-25,1222,2021,men_400h,Men 400m Hurdles,,24.4,True
704,48.19,Yasmani COPELLO,1987-04-15,TUR,2,"Olympiastadion, Stockholm (SWE)",2021-07-04,1222,2021,men_400h,Men 400m Hurdles,,34.2,True
735,48.21,CJ ALLEN,1995-02-14,USA,3,"Letzigrund, Zürich (SUI)",2022-09-08,1221,2022,men_400h,Men 400m Hurdles,,27.6,True
773,48.23,Alison DOS SANTOS,2000-06-03,BRA,1,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,1220,2021,men_400h,Men 400m Hurdles,,21.3,True
773,48.23,Khallifah ROSSER,1995-07-13,USA,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2022-06-03,1220,2022,men_400h,Men 400m Hurdles,,26.9,True
773,48.23,CJ ALLEN,1995-02-14,USA,3,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-21,1220,2022,men_400h,Men 400m Hurdles,,27.5,True
773,48.23,Alessandro SIBILIO,1999-04-27,ITA,1f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,1220,2023,men_400h,Men 400m Hurdles,,24.1,True
798,48.24,Kyron MCMASTER,1997-01-03,IVB,3,"Letzigrund, Zürich (SUI)",2021-09-09,1219,2021,men_400h,Men 400m Hurdles,,24.7,True
798,48.24,CJ ALLEN,1995-02-14,USA,1,"FBK Stadium, Hengelo (NED)",2023-06-04,1219,2023,men_400h,Men 400m Hurdles,,28.3,True
824,48.25,Khallifah ROSSER,1995-07-13,USA,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2022-06-05,1218,2022,men_400h,Men 400m Hurdles,,26.9,True
846,48.26,Abderrahman SAMBA,1995-09-05,QAT,4,"Suhaim bin Hamad Stadium, Doha (QAT)",2021-05-28,1218,2021,men_400h,Men 400m Hurdles,,25.7,True
846,48.26,Thomas BARR,1992-07-24,IRL,4sf1,"National Stadium, Tokyo (JPN)",2021-08-01,1218,2021,men_400h,Men 400m Hurdles,,29.0,True
846,48.26,Kyron MCMASTER,1997-01-03,IVB,1sf3,"National Stadium, Tokyo (JPN)",2021-08-01,1218,2021,men_400h,Men 400m Hurdles,,24.6,True
846,48.26,Khallifah ROSSER,1995-07-13,USA,1f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2022-04-22,1218,2022,men_400h,Men 400m Hurdles,,26.8,True
846,48.26,Ludvy VAILLANT,1995-03-15,FRA,2,"Olympiastadion, Berlin (GER)",2022-09-04,1218,2022,men_400h,Men 400m Hurdles,,27.5,True
846,48.26,Ayden OWENS-DELERME,2000-05-28,PUR,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1218,2023,men_400h,Men 400m Hurdles,,23.0,True
846,48.26,Wilfried HAPPIO,1998-09-22,FRA,2,"Stade Charléty, Paris (FRA)",2023-06-09,1218,2023,men_400h,Men 400m Hurdles,,24.7,True
869,48.27,Yasmani COPELLO,1987-04-15,TUR,1,"Stade Complexe Olympique, Oran (ALG)",2022-07-01,1217,2022,men_400h,Men 400m Hurdles,,35.2,True
884,48.28,CJ ALLEN,1995-02-14,USA,2,"Olympiastadion, Stockholm (SWE)",2022-06-30,1217,2022,men_400h,Men 400m Hurdles,,27.4,True
884,48.28,Trevor BASSITT,1998-02-26,USA,3,"Stade Charléty, Paris (FRA)",2023-06-09,1217,2023,men_400h,Men 400m Hurdles,,25.3,True
923,48.3,Khallifah ROSSER,1995-07-13,USA,2,"Stadion Śląski, Chorzów (POL)",2022-08-06,1216,2022,men_400h,Men 400m Hurdles,,27.1,True
946,48.31,Kyron MCMASTER,1997-01-03,IVB,2,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,1215,2021,men_400h,Men 400m Hurdles,,24.7,True
988,48.33,Quincy HALL,1998-07-31,USA,5,"Hayward Field, Eugene, OR (USA)",2022-06-26,1214,2022,men_400h,Men 400m Hurdles,,23.9,True
1017,48.34,Khallifah ROSSER,1995-07-13,USA,1sf2,"Hayward Field, Eugene, OR (USA)",2022-06-25,1214,2022,men_400h,Men 400m Hurdles,,27.0,True
1017,48.34,Khallifah ROSSER,1995-07-13,USA,3sf3,"Hayward Field, Eugene, OR (USA)",2022-07-17,1214,2022,men_400h,Men 400m Hurdles,,27.0,True
1042,48.35,Yasmani COPELLO,1987-04-15,TUR,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1213,2021,men_400h,Men 400m Hurdles,,34.2,True
1065,48.36,Rasmus MÄGI,1992-05-04,EST,2sf3,"National Stadium, Tokyo (JPN)",2021-08-01,1213,2021,men_400h,Men 400m Hurdles,,29.2,True
1065,48.36,Chris ROBINSON,2001-02-19,USA,2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1213,2023,men_400h,Men 400m Hurdles,,22.2,True
1117,48.38,David KENDZIERA,1994-09-09,USA,3,"Hayward Field, Eugene, OR (USA)",2021-06-26,1212,2021,men_400h,Men 400m Hurdles,,26.8,True
1117,48.38,Abderrahman SAMBA,1995-09-05,QAT,1h1,"National Stadium, Tokyo (JPN)",2021-07-30,1212,2021,men_400h,Men 400m Hurdles,,25.9,True
1117,48.38,Trevor BASSITT,1998-02-26,USA,2sf1,"Hayward Field, Eugene, OR (USA)",2022-06-25,1212,2022,men_400h,Men 400m Hurdles,,24.3,True
1117,48.38,Karsten WARHOLM,1996-02-28,NOR,1sf2,"Olympiastadion, München (GER)",2022-08-18,1212,2022,men_400h,Men 400m Hurdles,,26.5,True
1117,48.38,Taylor MCLAUGHLIN,1997-08-03,USA,1,"Vanderbilt Track, Nashville, TN (USA)",2023-06-03,1212,2023,men_400h,Men 400m Hurdles,,25.8,True
1137,48.39,Thomas BARR,1992-07-24,IRL,1,"Paavo Nurmen Stadion, Turku (FIN)",2021-06-07,1211,2021,men_400h,Men 400m Hurdles,,28.9,True
1137,48.39,Caleb DEAN,2001-06-20,USA,1,"John Jacobs Track Complex, Norman, OK (USA)",2023-05-14,1211,2023,men_400h,Men 400m Hurdles,,21.9,True
1137,48.39,Ayden OWENS-DELERME,2000-05-28,PUR,1h2,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-26,1211,2023,men_400h,Men 400m Hurdles,,23.0,True
1160,48.4,Rasmus MÄGI,1992-05-04,EST,3sf2,"Hayward Field, Eugene, OR (USA)",2022-07-17,1211,2022,men_400h,Men 400m Hurdles,,30.2,True
1190,48.41,Alison DOS SANTOS,2000-06-03,BRA,1,"Drake Stadium, Des Moines, IA (USA)",2022-04-30,1210,2022,men_400h,Men 400m Hurdles,,21.9,True
1190,48.41,Rai BENJAMIN,1997-07-27,USA,1h1,"Hayward Field, Eugene, OR (USA)",2022-06-24,1210,2022,men_400h,Men 400m Hurdles,,24.9,True
1214,48.42,Alessandro SIBILIO,1999-04-27,ITA,1,"Kadrioru staadion, Tallinn (EST)",2021-07-10,1210,2021,men_400h,Men 400m Hurdles,,22.2,True
1214,48.42,Alison DOS SANTOS,2000-06-03,BRA,2h1,"National Stadium, Tokyo (JPN)",2021-07-30,1210,2021,men_400h,Men 400m Hurdles,,21.2,True
1214,48.42,Ezekiel NATHANIEL,2003-06-20,NGR,1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2022-05-15,1210,2022,men_400h,Men 400m Hurdles,,18.9,True
1214,48.42,Karsten WARHOLM,1996-02-28,NOR,7,"Hayward Field, Eugene, OR (USA)",2022-07-19,1210,2022,men_400h,Men 400m Hurdles,,26.4,True
1244,48.43,Quincy HALL,1998-07-31,USA,2sf2,"Hayward Field, Eugene, OR (USA)",2022-06-25,1209,2022,men_400h,Men 400m Hurdles,,23.9,True
1244,48.43,Trevor BASSITT,1998-02-26,USA,1,"National Stadium, Gaborone (BOT)",2023-04-29,1209,2023,men_400h,Men 400m Hurdles,,25.2,True
1244,48.43,Caleb DEAN,2001-06-20,USA,2h2,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-26,1209,2023,men_400h,Men 400m Hurdles,,21.9,True
1276,48.44,Rai BENJAMIN,1997-07-27,USA,1sf1,"Hayward Field, Eugene, OR (USA)",2022-07-17,1209,2022,men_400h,Men 400m Hurdles,,25.0,True
1304,48.45,Yasmani COPELLO,1987-04-15,TUR,3,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,1208,2021,men_400h,Men 400m Hurdles,,34.4,True
1304,48.45,Khallifah ROSSER,1995-07-13,USA,1,"Estadio Luguelín Santos, Bayaguana (DOM)",2022-05-14,1208,2022,men_400h,Men 400m Hurdles,,26.8,True
1374,48.47,Caleb DEAN,2001-06-20,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",2023-04-14,1207,2023,men_400h,Men 400m Hurdles,,21.8,True
1430,48.49,Isaiah LEVINGSTON,1998-08-24,USA,2,"Hayward Field, Eugene, OR (USA)",2021-06-11,1206,2021,men_400h,Men 400m Hurdles,,22.8,True
1430,48.49,Rasmus MÄGI,1992-05-04,EST,1f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2021-06-12,1206,2021,men_400h,Men 400m Hurdles,,29.1,True
1468,48.5,Alison DOS SANTOS,2000-06-03,BRA,1,"Stadion Śląski, Chorzów (POL)",2021-09-05,1206,2021,men_400h,Men 400m Hurdles,,21.3,True
1468,48.5,Ludvy VAILLANT,1995-03-15,FRA,1,"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,1206,2023,men_400h,Men 400m Hurdles,,28.2,True
1501,48.51,Kenneth SELMON,1996-08-27,USA,1sf1,"Hayward Field, Eugene, OR (USA)",2021-06-25,1205,2021,men_400h,Men 400m Hurdles,,24.8,True
1501,48.51,Quincy HALL,1998-07-31,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-30,1205,2022,men_400h,Men 400m Hurdles,,23.7,True
1501,48.51,Rasmus MÄGI,1992-05-04,EST,2,"Bislett Stadion, Oslo (NOR)",2022-06-16,1205,2022,men_400h,Men 400m Hurdles,,30.1,True
1501,48.51,Jaheel HYDE,1997-02-02,JAM,1,"National Stadium, Kingston (JAM)",2022-06-24,1205,2022,men_400h,Men 400m Hurdles,,25.4,True
1538,48.52,Carl BENGTSTRÖM,2000-01-13,SWE,4,"Hayward Field, Eugene, OR (USA)",2022-05-28,1205,2022,men_400h,Men 400m Hurdles,,22.4,True
1538,48.52,Ludvy VAILLANT,1995-03-15,FRA,2sf2,"Olympiastadion, München (GER)",2022-08-18,1205,2022,men_400h,Men 400m Hurdles,,27.4,True
1538,48.52,Ezekiel NATHANIEL,2003-06-20,NGR,2,"John Jacobs Track Complex, Norman, OK (USA)",2023-05-14,1205,2023,men_400h,Men 400m Hurdles,,19.9,True
1538,48.52,Wiseman Were MUKHOBE,1997-10-13,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",2023-06-23,1205,2023,men_400h,Men 400m Hurdles,,25.7,True
1577,48.53,Rasmus MÄGI,1992-05-04,EST,2f1,"Stadio Comunale, Bellinzona (SUI)",2021-09-14,1204,2021,men_400h,Men 400m Hurdles,,29.4,True
1577,48.53,Carl BENGTSTRÖM,2000-01-13,SWE,1f2,"Stadio Comunale, Bellinzona (SUI)",2021-09-14,1204,2021,men_400h,Men 400m Hurdles,,21.7,True
1577,48.53,Kemar MOWATT,1995-03-12,JAM,2,"National Stadium, Kingston (JAM)",2022-06-24,1204,2022,men_400h,Men 400m Hurdles,,27.3,True
1577,48.53,Amere LATTIN,1997-07-12,USA,6,"Hayward Field, Eugene, OR (USA)",2022-06-26,1204,2022,men_400h,Men 400m Hurdles,,25.0,True
1577,48.53,Corde LONG,,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-09,1204,2023,men_400h,Men 400m Hurdles,,,True
1614,48.54,Jaheel HYDE,1997-02-02,JAM,1h2,"National Stadium, Tokyo (JPN)",2021-07-30,1204,2021,men_400h,Men 400m Hurdles,,24.5,True
1614,48.54,Ezekiel NATHANIEL,2003-06-20,NGR,3,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-09,1204,2023,men_400h,Men 400m Hurdles,,20.0,True
1651,48.55,Aldrich BAILEY JR,1994-02-06,USA,4,"Hayward Field, Eugene, OR (USA)",2021-06-26,1203,2021,men_400h,Men 400m Hurdles,,27.4,True
1651,48.55,Quincy HALL,1998-07-31,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-15,1203,2022,men_400h,Men 400m Hurdles,,23.7,True
1651,48.55,Joshua ABUAKU,1996-07-07,GER,3,"Olympiastadion, Berlin (GER)",2022-09-04,1203,2022,men_400h,Men 400m Hurdles,,26.2,True
1690,48.56,Abderrahman SAMBA,1995-09-05,QAT,1,"FBK Stadium, Hengelo (NED)",2021-06-06,1203,2021,men_400h,Men 400m Hurdles,,25.8,True
1690,48.56,Wilfried HAPPIO,1998-09-22,FRA,2,"Olympiastadion, München (GER)",2022-08-19,1203,2022,men_400h,Men 400m Hurdles,,23.9,True
1690,48.56,Pablo Andres IBAÑEZ GUEVARA,1998-10-28,ESA,2,"Estadio Nacional - La Sabana, San José (CRC)",2023-05-06,1203,2023,men_400h,Men 400m Hurdles,,24.5,True
1690,48.56,Abderrahman Almoubarrake S ALSALECK,1995-09-05,QAT,1,"Centro Sportivo Fontanassa, Savona (ITA)",2023-05-24,1203,2023,men_400h,Men 400m Hurdles,,27.7,True
1690,48.56,Caleb DEAN,2001-06-20,USA,4,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-09,1203,2023,men_400h,Men 400m Hurdles,,22.0,True
1720,48.57,Wilfried HAPPIO,1998-09-22,FRA,1,"Stade Helitas, Caen (FRA)",2022-06-25,1202,2022,men_400h,Men 400m Hurdles,,23.8,True
1720,48.57,Jaheel HYDE,1997-02-02,JAM,2,"Vanderbilt Track, Nashville, TN (USA)",2023-06-03,1202,2023,men_400h,Men 400m Hurdles,,26.3,True
1720,48.57,Kyron MCMASTER,1997-01-03,IVB,2,"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,1202,2023,men_400h,Men 400m Hurdles,,26.4,True
