Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
12,31:23.69,,Sarah WANJIRU,12 APR 2004,KEN,1,,"Lemon Gas Stadium, Hiratsuka (JPN)",24 APR 2026,1171,women_10000m,2026,https://worldathletics.org/athletes/kenya/sarah-wanjiru-14957601
13,31:29.06,,Allie BUCHALSKI,12 JAN 1995,USA,3f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",28 MAR 2026,1167,women_10000m,2026,https://worldathletics.org/athletes/athlete=14588599
14,31:32.25,,Lisa MERKEL,20 JAN 2003,GER,4f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",28 MAR 2026,1164,women_10000m,2026,https://worldathletics.org/athletes/athlete=14878272
15,31:33.26,,Diana WANZA,19 FEB 1999,KEN,1,,"University of Ghana Sports Stadium, Accra (GHA)",15 MAY 2026,1163,women_10000m,2026,https://worldathletics.org/athletes/kenya/diana-wanza-14974968
16,31:33.57,,Edna CHELULEI,,KEN,3f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1163,women_10000m,2026,https://worldathletics.org/athletes/kenya/edna-chelulei-15211010
17,31:34.75,,Esther MUTHONI,27 DEC 2001,KEN,5f2,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1161,women_10000m,2026,https://worldathletics.org/athletes/kenya/esther-muthoni-14962711
18,31:37.27,,Nanaka IZAWA,13 APR 1991,JPN,6f2,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1159,women_10000m,2026,https://worldathletics.org/athletes/athlete=14335034
19,31:39.28,,Diane VAN ES,22 MAR 1999,NED,1,,"Sportcomplex De Leidse Hout, Leiden (NED)",13 JUN 2026,1157,women_10000m,2026,https://worldathletics.org/athletes/athlete=14625026
20,31:39.32,,Rose DAVIES,21 DEC 1999,AUS,1f1,,"Scotstoun Stadium, Glasgow (GBR)",27 JUL 2026,1157,women_10000m,2026,https://worldathletics.org/athletes/athlete=14517594
21,31:39.52,,Deborah CHEMUTAI,25 JUL 2005,KEN,1,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1157,women_10000m,2026,https://worldathletics.org/athletes/athlete=15090441
22,31:40.03,,Rika KASEDA,02 MAR 1999,JPN,2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1157,women_10000m,2026,https://worldathletics.org/athletes/athlete=14719677
23,31:40.74,,Caren Kiplagat JEBET,22 FEB 2002,KEN,1f1,,"Cougar Athletic Stadium, Azusa, CA (USA)",16 APR 2026,1156,women_10000m,2026,https://worldathletics.org/athletes/kenya/caren-kiplagat-jebet-15135706
24,31:41.17,,Nadia BATTOCLETTI,12 APR 2000,ITA,1,,"Alexander Stadium, Birmingham (GBR)",14 AUG 2026,1156,women_10000m,2026,https://worldathletics.org/athletes/athlete=14700830
25,31:41.22,,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",10 MAY 2026,1156,women_10000m,2026,https://worldathletics.org/athletes/athlete=14632538
26,31:41.90,,Yuma YAMAMOTO,01 MAY 2000,JPN,3,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1155,women_10000m,2026,https://worldathletics.org/athletes/athlete=14899665
27,31:43.49,,Glenrose XABA,31 DEC 1994,RSA,1,,"Pilditch Stadium, Pretoria (RSA)",13 MAR 2026,1154,women_10000m,2026,https://worldathletics.org/athletes/athlete=14515907
28,31:43.73,,Florence NIYONKURU,01 JAN 2001,RWA,2,,"University of Ghana Sports Stadium, Accra (GHA)",15 MAY 2026,1153,women_10000m,2026,https://worldathletics.org/athletes/rwanda/florence-niyonkuru-15098714
29,31:44.29,,Almaz BARAKI,12 DEC 2006,ETH,2,,"Sportcomplex De Leidse Hout, Leiden (NED)",13 JUN 2026,1153,women_10000m,2026,https://worldathletics.org/athletes/ethiopia/almaz-baraki-15266170
30,31:45.36,,Elżbieta GLINKA,30 OCT 1993,POL,1f1,,"Centro Sportivo A. Montagna, La Spezia (ITA)",23 MAY 2026,1152,women_10000m,2026,https://worldathletics.org/athletes/poland/elzbieta-glinka-15080748
31,31:45.91,,Asefu ABREHA,31 MAY 2006,ETH,3,,"University of Ghana Sports Stadium, Accra (GHA)",15 MAY 2026,1152,women_10000m,2026,https://worldathletics.org/athletes/athlete=14848747
32,31:46.35,,Federica DEL BUONO,12 DEC 1994,ITA,3,,"Sportcomplex De Leidse Hout, Leiden (NED)",13 JUN 2026,1151,women_10000m,2026,https://worldathletics.org/athletes/athlete=14480247
33,31:46.90,,Loice CHEMNUNG,22 FEB 1997,KEN,1f1,,"Nyayo National Stadium, Nairobi (KEN)",19 JUN 2026,1151,women_10000m,2026,https://worldathletics.org/athletes/athlete=14590680
34,31:51.89,,Mercyline Jepkemei KIRWA,23 FEB 2000,KEN,2f1,,"Cougar Athletic Stadium, Azusa, CA (USA)",16 APR 2026,1146,women_10000m,2026,https://worldathletics.org/athletes/kenya/mercyline-jepkemei-kirwa-15205630
35,31:52.53,,Anna Marie Nordengen SIREVÅG,24 MAY 2004,NOR,1,,"Herrenwaldhalle, Stadtallendorf (GER)",06 JUN 2026,1146,women_10000m,2026,https://worldathletics.org/athletes/athlete=14804467
36,31:53.38,,Wuga HE,28 JUL 1998,CHN,1f1,,"Griswold Stadium, Portland, OR (USA)",20 JUN 2026,1145,women_10000m,2026,https://worldathletics.org/athletes/athlete=14862415
37,31:53.60,,Blanka DÖRFEL,24 APR 2002,GER,1,,"Otto Schade Stadium, Celle (GER)",02 MAY 2026,1145,women_10000m,2026,https://worldathletics.org/athletes/athlete=14706228
38,31:55.70,,Esther CHEBET,09 OCT 1997,UGA,4f1,,"Scotstoun Stadium, Glasgow (GBR)",27 JUL 2026,1143,women_10000m,2026,https://worldathletics.org/athletes/athlete=14677914
39,31:55.73,,Habtenesh MEBRATE,,ETH,2,,"Mestský Stadion, Ostrava (CZE)",15 JUN 2026,1143,women_10000m,2026,https://worldathletics.org/athletes/ethiopia/habtenesh-mebrate-15308341
40,31:56.03,,Jadyn KEELER,16 JUN 2003,CAN,4f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1143,women_10000m,2026,https://worldathletics.org/athletes/athlete=14847671
41,31:56.18,,Alessia ZARBO,11 SEP 2001,FRA,2f1,,"Centro Sportivo A. Montagna, La Spezia (ITA)",23 MAY 2026,1142,women_10000m,2026,https://worldathletics.org/athletes/athlete=14761053
42,31:57.85,,Maruša MIŠMAŠ ZRIMŠEK,24 OCT 1994,SLO,2,,"Herrenwaldhalle, Stadtallendorf (GER)",06 JUN 2026,1141,women_10000m,2026,https://worldathletics.org/athletes/athlete=14375060
43,31:59.28,,Wakana KABASAWA,24 MAR 1999,JPN,7f2,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1140,women_10000m,2026,https://worldathletics.org/athletes/athlete=14608139
44,31:59.41,,Lauren RYAN,15 MAR 1998,AUS,5f1,,"Scotstoun Stadium, Glasgow (GBR)",27 JUL 2026,1140,women_10000m,2026,https://worldathletics.org/athletes/athlete=14667446
45,31:59.49,,Elisa PALMERO,10 JUL 1999,ITA,3f1,,"Centro Sportivo A. Montagna, La Spezia (ITA)",23 MAY 2026,1140,women_10000m,2026,https://worldathletics.org/athletes/athlete=14701876
46,31:59.72,,Betty KIPKORE,22 JUL 2003,KEN,4f1,,"Hayward Field, Eugene, OR (USA)",11 JUN 2026,1139,women_10000m,2026,https://worldathletics.org/athletes/kenya/betty-kipkore-15135704
47,31:59.84,,Idaira PRIETO,17 AUG 1997,ESP,4,,"Alexander Stadium, Birmingham (GBR)",14 AUG 2026,1139,women_10000m,2026,https://worldathletics.org/athletes/athlete=14592926
48,32:01.02,,Jenna HUTCHINS,25 MAR 2004,USA,5f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1138,women_10000m,2026,https://worldathletics.org/athletes/athlete=14877695
49,32:01.51,,Joy NAUKOT,09 JUL 2003,KEN,5f1,,"Hayward Field, Eugene, OR (USA)",11 JUN 2026,1138,women_10000m,2026,https://worldathletics.org/athletes/kenya/joy-naukot-15203733
50,32:01.57,,Jennifer GULIKERS,18 AUG 1994,NED,4f1,,"Centro Sportivo A. Montagna, La Spezia (ITA)",23 MAY 2026,1138,women_10000m,2026,https://worldathletics.org/athletes/athlete=14911316
51,32:01.85,,Selah BUSIENEI,27 DEC 1991,KEN,3f1,,"Nyayo National Stadium, Nairobi (KEN)",19 JUN 2026,1137,women_10000m,2026,https://worldathletics.org/athletes/athlete=14479236
52,32:01.92,,Joy CHEPTOYEK,15 MAY 2002,UGA,6f1,,"Scotstoun Stadium, Glasgow (GBR)",27 JUL 2026,1137,women_10000m,2026,https://worldathletics.org/athletes/athlete=14818058
53,32:02.43,,SEEMA,10 JAN 2001,IND,5f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",28 MAR 2026,1137,women_10000m,2026,https://worldathletics.org/athletes/athlete=14734780
54,32:02.61,,Ailen POZUETA,04 AUG 2004,ARG,1,,"CeNARD, Buenos Aires (ARG)",16 MAY 2026,1137,women_10000m,2026,https://worldathletics.org/athletes/argentina/ailen-pozueta-15179807
55,32:03.59,,Hilda OLEMOMOI,02 DEC 2003,KEN,1f1,,"Paul Derr TF Facility, Raleigh, NC (USA)",27 MAR 2026,1136,women_10000m,2026,https://worldathletics.org/athletes/athlete=15014437
56,32:04.01,,Judy CHEPKOECH,2004,KEN,2f1,,"Paul Derr TF Facility, Raleigh, NC (USA)",27 MAR 2026,1136,women_10000m,2026,https://worldathletics.org/athletes/kenya/judy-chepkoech-15166120
57,32:04.17,,Felicia PASADYN,,USA,1f1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",28 MAR 2026,1135,women_10000m,2026,https://worldathletics.org/athletes/united-states/felicia-pasadyn-014798992
58,32:04.36,,Poppy TANK,05 DEC 1997,GBR,4,,"Sportcomplex De Leidse Hout, Leiden (NED)",13 JUN 2026,1135,women_10000m,2026,https://worldathletics.org/athletes/athlete=14473353
59,32:04.81,,Megan KEITH,23 APR 2002,GBR,8,,"Alexander Stadium, Birmingham (GBR)",14 AUG 2026,1135,women_10000m,2026,https://worldathletics.org/athletes/athlete=14918707
60,32:05.59,,Tayla KAVANAGH,05 MAY 2001,RSA,1,,"Coetzenburg Stadium, Stellenbosch (RSA)",18 APR 2026,1134,women_10000m,2026,https://worldathletics.org/athletes/athlete=14830946
61,32:05.74,,Kaho HORIO,31 JUL 1999,JPN,4,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1134,women_10000m,2026,https://worldathletics.org/athletes/athlete=14911744
62,32:06.62,,Mao KIMURA,02 APR 2007,JPN,5,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1133,women_10000m,2026,https://worldathletics.org/athletes/japan/mao-kimura-15168277
63,32:06.82,,Rina KUSU,16 DEC 1993,JPN,8f2,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1133,women_10000m,2026,https://worldathletics.org/athletes/athlete=14520154
64,32:06.99,,Miu YAGI,22 SEP 2003,JPN,9f2,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1133,women_10000m,2026,https://worldathletics.org/athletes/athlete=14895641
65,32:08.17,,Carla GALLARDO,09 FEB 1999,ESP,2,,"Pista Municipal Atletismo, Mao (ESP)",09 MAY 2026,1132,women_10000m,2026,https://worldathletics.org/athletes/athlete=14688215
66,32:08.75,,Daisy JEROP,26 APR 2006,KEN,1,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1131,women_10000m,2026,https://worldathletics.org/athletes/kenya/daisy-jerop-14974967
67,32:08.83,,Rylee BLADE,26 JUN 2007,USA,7f1,,"Hayward Field, Eugene, OR (USA)",11 JUN 2026,1131,women_10000m,2026,https://worldathletics.org/athletes/united-states/rylee-blade-15085822
68,32:09.42,,Miriam CHEBET,18 SEP 2002,KEN,4f1,,"Nyayo National Stadium, Nairobi (KEN)",19 JUN 2026,1131,women_10000m,2026,https://worldathletics.org/athletes/kenya/miriam-chebet-15019004
69,32:09.53,,Mao KOGURE,31 AUG 2002,JPN,10f2,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1131,women_10000m,2026,https://worldathletics.org/athletes/athlete=14897026
70,32:10.22,,Lisa ROOMS,17 JUN 1996,BEL,10,,"Alexander Stadium, Birmingham (GBR)",14 AUG 2026,1130,women_10000m,2026,https://worldathletics.org/athletes/athlete=14527618
71,32:10.95,,Rebecca MWANGI,15 JUN 2001,KEN,5f1,,"Nyayo National Stadium, Nairobi (KEN)",19 JUN 2026,1129,women_10000m,2026,https://worldathletics.org/athletes/athlete=14855594
72,32:11.71,,Chloé HERBIET,03 DEC 1998,BEL,11,,"Alexander Stadium, Birmingham (GBR)",14 AUG 2026,1129,women_10000m,2026,https://worldathletics.org/athletes/athlete=14763815
73,32:11.96,,Mariana MACHADO,12 NOV 2000,POR,5f1,,"Centro Sportivo A. Montagna, La Spezia (ITA)",23 MAY 2026,1129,women_10000m,2026,https://worldathletics.org/athletes/athlete=14737874
74,32:12.64,,Risa YAMAZAKI,29 AUG 2002,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",10 MAY 2026,1128,women_10000m,2026,https://worldathletics.org/athletes/athlete=14895856
75,32:12.90,,Izzy FRY,04 MAY 2000,GBR,1f1,,"Loughborough University Track, Loughborough (GBR)",17 MAY 2026,1128,women_10000m,2026,https://worldathletics.org/athletes/athlete=14653034
76,32:13.09,,Shiori YANO,11 FEB 1995,JPN,2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1128,women_10000m,2026,https://worldathletics.org/athletes/athlete=14439394
77,32:14.00,,Momoka KAWAGUCHI,28 JUN 1998,JPN,1f1,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1127,women_10000m,2026,https://worldathletics.org/athletes/athlete=14668328
78,32:15.79,,Niamh ALLEN,19 APR 1995,IRL,6f1,,"Centro Sportivo A. Montagna, La Spezia (ITA)",23 MAY 2026,1125,women_10000m,2026,https://worldathletics.org/athletes/athlete=14905623
79,32:16.28,,Rebecca CHELANGAT,01 JAN 2002,UGA,8f1,,"Scotstoun Stadium, Glasgow (GBR)",27 JUL 2026,1125,women_10000m,2026,https://worldathletics.org/athletes/athlete=14885455
80,32:16.89,,Maurine Jepkoech CHEBOR,28 MAY 2004,KEN,6f1,,"Nyayo National Stadium, Nairobi (KEN)",19 JUN 2026,1124,women_10000m,2026,https://worldathletics.org/athletes/kenya/maurine-jepkoech-chebor-14989691
81,32:17.69,,Brenda JEPCHIRCHIR,10 JUL 2005,KEN,7f1,,"Nyayo National Stadium, Nairobi (KEN)",19 JUN 2026,1124,women_10000m,2026,https://worldathletics.org/athletes/kenya/brenda-jepchirchir-14989897
82,32:18.16,,Klara LUKAN,08 SEP 2000,SLO,13,,"Alexander Stadium, Birmingham (GBR)",14 AUG 2026,1123,women_10000m,2026,https://worldathletics.org/athletes/athlete=14605811
83,32:18.35,,Vanessa FRASER,27 JUL 1995,USA,6f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",28 MAR 2026,1123,women_10000m,2026,https://worldathletics.org/athletes/athlete=14520041
84,32:18.83,,Domtila CHERUTO,11 MAY 2005,KEN,4f1,,"Paul Derr TF Facility, Raleigh, NC (USA)",27 MAR 2026,1123,women_10000m,2026,https://worldathletics.org/athletes/kenya/domtila-cheruto-15205633
85,32:19.06,,Diana CHEROTICH,24 DEC 2005,KEN,6f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1122,women_10000m,2026,https://worldathletics.org/athletes/kenya/diana-cherotich-15042029
86,32:19.59,,Chloe THOMAS,17 OCT 2003,CAN,7f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1122,women_10000m,2026,https://worldathletics.org/athletes/athlete=14910518
87,32:19.94,,Nagisa SHIMOTABIRA,17 OCT 1998,JPN,6,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1122,women_10000m,2026,https://worldathletics.org/athletes/athlete=14675942
88,32:20.03,,Morgan NOKES,,USA,8f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1121,women_10000m,2026,https://worldathletics.org/athletes/united-states/morgan-nokes-15117595
89,32:20.76,,Ayari HARADA,14 APR 1998,JPN,7,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1121,women_10000m,2026,https://worldathletics.org/athletes/athlete=14714084
90,32:20.80,,Alicia BERZOSA,10 SEP 2000,ESP,3,,"Herrenwaldhalle, Stadtallendorf (GER)",06 JUN 2026,1121,women_10000m,2026,https://worldathletics.org/athletes/athlete=14812892
91,32:21.15,,Logan HOFSTEE,,USA,9f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1120,women_10000m,2026,https://worldathletics.org/athletes/united-states/logan-hofstee-15065683
92,32:21.62,,Beatriz ÁLVAREZ,16 DEC 1994,ESP,3,,"Pista Municipal Atletismo, Mao (ESP)",09 MAY 2026,1120,women_10000m,2026,https://worldathletics.org/athletes/athlete=14410910
93,32:22.42,,Aliandrea UPSHAW,,USA,10f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1119,women_10000m,2026,https://worldathletics.org/athletes/united-states/aliandrea-upshaw-014979405
94,32:22.57,,Hannah IRWIN,23 JUN 1998,GBR,3f1,,"Loughborough University Track, Loughborough (GBR)",17 MAY 2026,1119,women_10000m,2026,https://worldathletics.org/athletes/athlete=14798392
95,32:22.65,,Katie CAMARENA,09 SEP 1997,USA,7f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",28 MAR 2026,1119,women_10000m,2026,https://worldathletics.org/athletes/athlete=14696756
96,32:23.20,,Hanne Mjøen MARIDAL,21 SEP 1996,NOR,4,,"Herrenwaldhalle, Stadtallendorf (GER)",06 JUN 2026,1119,women_10000m,2026,https://worldathletics.org/athletes/athlete=14630180
97,32:23.54,,Fentaye CHANE,20 JAN 2005,ETH,1,,"Luzhniki Stadion, Moskva (RUS)",05 JUN 2026,1118,women_10000m,2026,https://worldathletics.org/athletes/ethiopia/fentaye-chane-15283819
98,32:23.61,,Eva DIETERICH,29 MAR 1999,GER,5,,"Herrenwaldhalle, Stadtallendorf (GER)",06 JUN 2026,1118,women_10000m,2026,https://worldathletics.org/athletes/athlete=14752369
99,32:23.93,,Abbey NECHANICKY,,USA,11f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1118,women_10000m,2026,https://worldathletics.org/athletes/united-states/abbey-nechanicky-15040092
100,32:24.23,,Jenna RAMSEY-RUTLEDGE,,USA,12f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",03 APR 2026,1118,women_10000m,2026,https://worldathletics.org/athletes/united-states/jenna-ramsey-rutledge-15130242
,33:52.33,,Daisy JEPKEMEI,13 FEB 1996,KAZ,1,,"Kazakhstan National University, Astana (KAZ)",22 JUL 2026,1042,women_10000m,2026,https://worldathletics.org/athletes/athlete=14530633
,34:28.57,,Harim JO,14 SEP 1996,KOR,1,,"Jeongseon Sports Complex, Jeongseon (KOR)",14 MAY 2026,1012,women_10000m,2026,https://worldathletics.org/athletes/athlete=14532353
,36:59.41,,Nicole LOW,19 JUN 1998,SGP,1,,"The Kallang - Singapore Sports Hub, Singapore (SGP)",16 APR 2026,890,women_10000m,2026,https://worldathletics.org/athletes/singapore/nicole-low-15149222
,34:47.53,,Thi Tuyet LE,26 MAR 2004,VIE,3,,"Sport Development Center Stadium, Ordos (CHN)",12 JUL 2026,996,women_10000m,2026,https://worldathletics.org/athletes/vietnam/thi-tuyet-le-15022817
