Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
48,8:47.12,,Chun LUO,12 DEC 1998,CHN,5,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",16 NOV 2025,1048,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14668261
49,8:47.23,,Suraj PAL,20 MAY 2002,IND,3f2,,"Jawaharlal Nehru Stadium, Chennai (IND)",15 APR 2025,1048,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14818415
50,8:47.40,,Liyasi YI,03 JAN 2005,CHN,2f2,,Chongqing (CHN),15 MAY 2025,1047,men_3000sc,2025,https://worldathletics.org/athletes/pr-of-china/liyasi-yi-14983325
51,8:47.41,,Fei SU,13 MAY 2001,CHN,3f2,,"Sports Center, Jiaxing (CHN)",29 APR 2025,1047,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14811588
52,8:47.55,,Zhong WANG,06 DEC 2004,CHN,7,,"Kuishan Sports Center, Rizhao (CHN)",27 SEP 2025,1046,men_3000sc,2025,https://worldathletics.org/athletes/pr-of-china/zhong-wang-15137328
53,8:47.72,,Yue ZHANG,29 NOV 1998,CHN,6,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",16 NOV 2025,1045,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14885763
54,8:48.11,,Yuito MAEDA,27 SEP 2007,JPN,7,,"Athletic Stadium, Hikone (JPN)",03 OCT 2025,1044,men_3000sc,2025,https://worldathletics.org/athletes/japan/yuito-maeda-15030055
55,8:48.19,,Rijun NISHIZUKA,20 MAY 2003,JPN,3,,"Athletics Stadium, Fukagawa (JPN)",11 JUN 2025,1043,men_3000sc,2025,https://worldathletics.org/athletes/japan/rijun-nishizuka-15047487
56,8:49.22,,Rikuto YASUDA,05 OCT 2002,JPN,9,,"Prefectural Stadium, Okayama (JPN)",08 JUN 2025,1039,men_3000sc,2025,https://worldathletics.org/athletes/japan/rikuto-yasuda-15049395
57,8:49.23,,Kaito AMASE,25 JAN 2005,JPN,10,,"Prefectural Stadium, Okayama (JPN)",08 JUN 2025,1039,men_3000sc,2025,https://worldathletics.org/athletes/japan/kaito-amase-14997434
58,8:49.69,,Shubham BHANDARE,17 JUN 2000,IND,3f2,,"War Hero Stadium, Sangrur (IND)",28 JUL 2025,1037,men_3000sc,2025,https://worldathletics.org/athletes/india/shubham-bhandare-14998014
59,8:49.81,,Rintaro OZONO,20 OCT 2002,JPN,5,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2025,1037,men_3000sc,2025,https://worldathletics.org/athletes/japan/rintaro-ozono-14961598
60,8:49.85,,Kaname ITO,13 NOV 2003,JPN,2,,"Gion Stadium, Sagamihara (JPN)",11 MAY 2025,1036,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14921573
61,8:51.91,,Rahul SURAT,03 JUN 2003,IND,1,,"Stadium Hanamkonda, Warangal (IND)",18 OCT 2025,1028,men_3000sc,2025,https://worldathletics.org/athletes/india/rahul-surat-15055289
62,8:52.04,,Ritesh KUMAR,18 AUG 2004,IND,5,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",30 SEP 2025,1027,men_3000sc,2025,https://worldathletics.org/athletes/india/ritesh-kumar-15116846
63,8:52.18,,. NAVRATAN,06 DEC 2006,IND,2,,"Stadium Hanamkonda, Warangal (IND)",18 OCT 2025,1027,men_3000sc,2025,https://worldathletics.org/athletes/india/navratan-15046432
64,8:52.35,,Baojiang CHI,18 JAN 2002,CHN,8,,"Kuishan Sports Center, Rizhao (CHN)",27 SEP 2025,1026,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14892634
65,8:52.41,,Tingfei FU,05 JUL 2000,CHN,8,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",16 NOV 2025,1026,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14857915
66,8:52.46,,Shoutaro KOBAYASHI,24 AUG 2004,JPN,3,,"Keio Univ. Hiyoshi Athletics Field, Yokohama (JPN)",05 APR 2025,1025,men_3000sc,2025,https://worldathletics.org/athletes/japan/shoutaro-kobayashi-14959385
67,8:52.51,,Sora HANATANI,05 JUL 2001,JPN,6,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2025,1025,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14904409
68,8:52.82,,Khaled Ali AL SHUWAILI,,KSA,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 APR 2025,1024,men_3000sc,2025,https://worldathletics.org/athletes/saudi-arabia/khaled-ali-al-shuwaili-15226008
69,8:53.04,,Hiroki TOKUYAMA,03 JUL 2007,JPN,1f4,,"Prefectural Stadium, Hiroshima (JPN)",28 JUL 2025,1023,men_3000sc,2025,https://worldathletics.org/athletes/japan/hiroki-tokuyama-15184743
70,8:53.63,,Ranvir Ajay SINGH,04 JUL 2005,IND,3,,"Stadium Hanamkonda, Warangal (IND)",18 OCT 2025,1020,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14921217
71,8:53.66,,Abderrahmane HOUAM,25 APR 2007,QAT,11f2,,"Putbosstadion, Oordegem (BEL)",09 AUG 2025,1020,men_3000sc,2025,https://worldathletics.org/athletes/qatar/abderrahmane-houam-15090431
72,8:53.67,,Taiyo SUZUKI,06 JUN 2003,JPN,11,,"Prefectural Stadium, Okayama (JPN)",08 JUN 2025,1020,men_3000sc,2025,https://worldathletics.org/athletes/japan/taiyo-suzuki-14996650
73,8:54.21,,Fudong WANG,20 MAR 2000,CHN,3f2,,"Sports Center, Quzhou (CHN)",04 AUG 2025,1018,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14839798
74,8:54.35,,Yunosuke ITO,10 MAY 2007,JPN,3f4,,"Prefectural Stadium, Hiroshima (JPN)",28 JUL 2025,1017,men_3000sc,2025,https://worldathletics.org/athletes/japan/yunosuke-ito-15052731
75,8:54.54,,Naoyuki JIN,23 DEC 1990,JPN,7,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1017,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14679969
76,8:54.73,,Ashish PAL,28 JAN 2004,IND,1f1,,"War Hero Stadium, Sangrur (IND)",28 JUL 2025,1016,men_3000sc,2025,https://worldathletics.org/athletes/india/ashish-pal-15089149
77,8:54.98,,Sohel BEG,05 JUN 2005,IND,6,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",30 SEP 2025,1015,men_3000sc,2025,https://worldathletics.org/athletes/india/sohel-beg-15072876
78,8:55.13,,Atul POONIA,01 OCT 2000,IND,4,,"Jawaharlal Nehru Stadium, Chennai (IND)",24 AUG 2025,1014,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14925579
79,8:55.33,,Youssef AZARIAN,07 JUN 2006,IRI,1,,"Sardar Jangal Stadium, Rasht (IRI)",09 MAY 2025,1013,men_3000sc,2025,https://worldathletics.org/athletes/islamic-republic-of-iran/youssef-azarian-15101980
80,8:55.57,,Chio NISHIKAWA,16 AUG 2002,JPN,5,,"Athletics Stadium, Fukagawa (JPN)",11 JUN 2025,1012,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14931940
81,8:55.70,,Hamse Haibe ADAM,27 MAY 2006,QAT,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 APR 2025,1012,men_3000sc,2025,https://worldathletics.org/athletes/qatar/hamse-haibe-adam-15105802
82,8:55.91,,Dhuladev BABAN,22 FEB 2003,IND,4,,"Stadium Hanamkonda, Warangal (IND)",18 OCT 2025,1011,men_3000sc,2025,https://worldathletics.org/athletes/india/dhuladev-baban-14971099
83,8:55.93,,Jae-kyung CHOI,27 APR 1998,KOR,2,,"Busan Asiad Stadium, Busan (KOR)",21 OCT 2025,1011,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14759662
84,8:56.14,,Yuya SEKI,22 JUL 2005,JPN,1,,"Gion Stadium, Sagamihara (JPN)",05 APR 2025,1010,men_3000sc,2025,https://worldathletics.org/athletes/japan/yuya-seki-14966431
85,8:56.31,,Yutarou TAKENOBU,27 OCT 2008,JPN,2,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1009,men_3000sc,2025,https://worldathletics.org/athletes/japan/yutarou-takenobu-15158813
86,8:56.34,,Bazhuo ZHAXI,30 MAY 2000,CHN,7f2,,"Sports Center, Jiaxing (CHN)",29 APR 2025,1009,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14902364
87,8:56.67,,Kanji KISHIMOTO,12 JAN 2008,JPN,3,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1008,men_3000sc,2025,https://worldathletics.org/athletes/japan/kanji-kishimoto-15103173
88,8:56.88,,Kenichi HASHIMOTO,16 DEC 2005,JPN,6,,"Gion Stadium, Sagamihara (JPN)",11 MAY 2025,1007,men_3000sc,2025,https://worldathletics.org/athletes/japan/kenichi-hashimoto-15010191
89,8:57.02,,Haruto HIGUMA,28 MAY 2003,JPN,1h1,,"Gion Stadium, Sagamihara (JPN)",10 MAY 2025,1006,men_3000sc,2025,https://worldathletics.org/athletes/japan/haruto-higuma-15007665
90,8:57.03,,. ANUPAM,02 APR 2005,IND,5,,"Jawaharlal Nehru Stadium, Chennai (IND)",24 AUG 2025,1006,men_3000sc,2025,https://worldathletics.org/athletes/india/anupam-15089153
91,8:57.11,,. ARYAN,17 JUN 2006,IND,5,,"Stadium Hanamkonda, Warangal (IND)",18 OCT 2025,1006,men_3000sc,2025,https://worldathletics.org/athletes/india/aryan-15190183
92,8:57.13,,Koa MIURA,22 APR 2008,JPN,4,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1006,men_3000sc,2025,https://worldathletics.org/athletes/japan/koa-miura-15179608
92,8:57.13,,Pandu SUKARYA,11 OCT 1998,INA,2,,"Supachalasai National Stadium, Bangkok (THA)",15 DEC 2025,1006,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14896345
94,8:57.18,,Sota HARADA,03 JAN 2005,JPN,4,,"Gion Stadium, Sagamihara (JPN)",11 MAY 2025,1006,men_3000sc,2025,https://worldathletics.org/athletes/japan/sota-harada-14980438
95,8:57.22,,Durihu WEN,30 NOV 1998,CHN,9,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",16 NOV 2025,1005,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14839799
96,8:57.25,,Souta MUTA,04 JUL 2006,JPN,5,,"Gion Stadium, Sagamihara (JPN)",11 MAY 2025,1005,men_3000sc,2025,https://worldathletics.org/athletes/japan/souta-muta-14975649
97,8:57.78,,Kairi ITO,13 FEB 2008,JPN,5,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1003,men_3000sc,2025,https://worldathletics.org/athletes/japan/kairi-ito-15113252
98,8:57.96,,Sei KISHIMOTO,28 MAY 2007,JPN,2,,"Takebishi Stadium, Kyoto (JPN)",14 JUN 2025,1002,men_3000sc,2025,https://worldathletics.org/athletes/japan/sei-kishimoto-15228672
99,8:58.16,,Deepak BISHNOI,01 MAR 2006,IND,6,,"Stadium Hanamkonda, Warangal (IND)",18 OCT 2025,1002,men_3000sc,2025,https://worldathletics.org/athletes/india/deepak-bishnoi-15179009
100,8:58.17,,Bhim MAAN,13 DEC 2005,IND,1,,"Kalinga Stadium, Bhubaneshwar (IND)",14 OCT 2025,1002,men_3000sc,2025,https://worldathletics.org/athletes/india/bhim-maan-15262335
101,8:58.24,,Samit TONG,28 FEB 2006,IND,2,,"Kalinga Stadium, Bhubaneshwar (IND)",14 OCT 2025,1001,men_3000sc,2025,https://worldathletics.org/athletes/india/samit-tong-15190034
102,8:58.34,,Junel GOBOTIA,24 APR 1998,PHI,3,,"Supachalasai National Stadium, Bangkok (THA)",15 DEC 2025,1001,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14917223
103,8:58.79,,Maharo NISHIZAWA,16 JUL 2004,JPN,3h3,,"Gion Stadium, Sagamihara (JPN)",10 MAY 2025,999,men_3000sc,2025,https://worldathletics.org/athletes/japan/maharo-nishizawa-14954509
104,8:58.83,,Jae-young PARK,30 JAN 1998,KOR,3,,"Busan Asiad Stadium, Busan (KOR)",21 OCT 2025,999,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14900398
105,8:59.02,,Mahmoud ABOU ZEID,19 FEB 2008,LBN,1,,"Camille Chamoun Sports City Stadium, Beirut (LBN)",04 OCT 2025,998,men_3000sc,2025,https://worldathletics.org/athletes/lebanon/mahmoud-abou-zeid-15108849
106,8:59.11,,Hayato FURUKAWA,05 MAY 2000,JPN,5,,"Prefectural Stadium, Kumagaya (JPN)",25 MAY 2025,998,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14854893
107,8:59.34,,Kenta ISHIMATSU,23 JUL 1997,JPN,9,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,997,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14905121
108,8:59.50,,Tien Long LE,16 FEB 2001,VIE,4,,"Supachalasai National Stadium, Bangkok (THA)",15 DEC 2025,996,men_3000sc,2025,https://worldathletics.org/athletes/athlete=14840446
109,8:59.64,,Hayato OGAWA,16 FEB 2006,JPN,7,,"Gion Stadium, Sagamihara (JPN)",11 MAY 2025,995,men_3000sc,2025,https://worldathletics.org/athletes/japan/hayato-ogawa-15179392
110,8:59.67,,Yuto INAKI,13 SEP 2004,JPN,4h3,,"Gion Stadium, Sagamihara (JPN)",10 MAY 2025,995,men_3000sc,2025,https://worldathletics.org/athletes/japan/yuto-inaki-15000221
111,8:59.69,,Izuki TSURUDOME,03 NOV 2007,JPN,1,,"Prefectural Yamanokuchi Athletics Stadium, Miyakonojo (JPN)",13 JUL 2025,995,men_3000sc,2025,https://worldathletics.org/athletes/japan/izuki-tsurudome-15086047
112,8:59.88,,Kiyotora NAMBA,21 MAR 2005,JPN,8,,"Gion Stadium, Sagamihara (JPN)",11 MAY 2025,994,men_3000sc,2025,https://worldathletics.org/athletes/japan/kiyotora-namba-15001881
113,8:59.92,,. PUNIT,05 JUL 2002,IND,5f2,,"War Hero Stadium, Sangrur (IND)",28 JUL 2025,994,men_3000sc,2025,https://worldathletics.org/athletes/india/punit-15251612
114,9:00.02,,Jujhar SINGH,18 SEP 2004,IND,6,,"Jawaharlal Nehru Stadium, Chennai (IND)",24 AUG 2025,994,men_3000sc,2025,https://worldathletics.org/athletes/india/jujhar-singh-15251610
115,9:00.09,,Kenshin OTANI,06 JAN 2008,JPN,1f2,,"Prefectural Stadium, Hiroshima (JPN)",28 JUL 2025,994,men_3000sc,2025,https://worldathletics.org/athletes/japan/kenshin-otani-15181702
116,9:00.45,,Keito YAMAGUCHI,27 SEP 2007,JPN,1f3,,"Prefectural Stadium, Hiroshima (JPN)",28 JUL 2025,992,men_3000sc,2025,https://worldathletics.org/athletes/japan/keito-yamaguchi-15179609
116,9:00.45,,Fumihiro ISHIKAWA,15 MAY 1997,JPN,10,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,992,men_3000sc,2025,https://worldathletics.org/athletes/japan/fumihiro-ishikawa-14996458
118,9:00.46,,Hritik BALYAN,31 OCT 2002,IND,7,,"Stadium Hanamkonda, Warangal (IND)",18 OCT 2025,992,men_3000sc,2025,https://worldathletics.org/athletes/india/hritik-balyan-15033890
119,9:00.50,,Kuantian XU,29 JAN 2001,CHN,1f2,,"Guoxin Sports Center, Qingdao (CHN)",19 JUN 2025,992,men_3000sc,2025,https://worldathletics.org/athletes/pr-of-china/kuantian-xu-15071547
120,9:00.73,,Haruki ADACHI,26 NOV 2003,JPN,2h2,,"Gion Stadium, Sagamihara (JPN)",10 MAY 2025,991,men_3000sc,2025,https://worldathletics.org/athletes/japan/haruki-adachi-14959651
121,9:00.80,,Dharmender DHARMBIR,14 AUG 2003,IND,8,,"Jawaharlal Nehru Stadium, Chennai (IND)",24 AUG 2025,991,men_3000sc,2025,https://worldathletics.org/athletes/india/dharmender-dharmbir-15035069
122,9:00.90,,Shunta KOMATSU,08 NOV 2006,JPN,5h3,,"Gion Stadium, Sagamihara (JPN)",10 MAY 2025,990,men_3000sc,2025,https://worldathletics.org/athletes/japan/shunta-komatsu-15184969
123,9:00.93,,Mostafa KHAZAILI,,IRQ,2,,"Camille Chamoun Sports City Stadium, Beirut (LBN)",04 OCT 2025,990,men_3000sc,2025,https://worldathletics.org/athletes/iraq/mostafa-khazaili-15261181
124,9:01.10,,Zen TANIZAKI,08 JUL 2007,JPN,1,,"Kanseki Stadium, Utsunomiya (JPN)",16 JUN 2025,989,men_3000sc,2025,https://worldathletics.org/athletes/japan/zen-tanizaki-15168086
125,9:01.18,,HEMANT,08 NOV 2001,IND,8,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",30 SEP 2025,989,men_3000sc,2025,https://worldathletics.org/athletes/india/hemant-15260480
126,9:01.68,,Bichong ZHANG,14 OCT 2003,CHN,9,,"Kuishan Sports Center, Rizhao (CHN)",27 SEP 2025,987,men_3000sc,2025,https://worldathletics.org/athletes/pr-of-china/bichong-zhang-14981417
127,9:01.77,,Sou HONMA,21 MAY 2004,JPN,3h1,,"Gion Stadium, Sagamihara (JPN)",10 MAY 2025,987,men_3000sc,2025,https://worldathletics.org/athletes/japan/sou-honma-15002239
128,9:01.97,,Yuto TAKADATE,23 OCT 2007,JPN,7,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,986,men_3000sc,2025,https://worldathletics.org/athletes/japan/yuto-takadate-15168089
