Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
16,5.40,,Shota DOI,10 APR 1990,JPN,2,,Nagoya (JPN),27 JUN 2015,1102,men_PV,2015,https://worldathletics.org/athletes/athlete=14202606
19,5.36,,Masaki EJIMA,06 MAR 1999,JPN,1,,Shikishima (JPN),24 OCT 2015,1091,men_PV,2015,https://worldathletics.org/athletes/athlete=14714512
20,5.35,,Daichi SAWANO,16 SEP 1980,JPN,5,,"Walnut, CA (USA)",18 APR 2015,1089,men_PV,2015,https://worldathletics.org/athletes/athlete=14205675
21,5.30,,Jiannariharu MATSUZAWA,06 JAN 1992,JPN,6,,Fukuroi (JPN),03 MAY 2015,1075,men_PV,2015,https://worldathletics.org/athletes/athlete=14376036
21,5.30,,Yao LU,19 SEP 1987,CHN,2,,Taiyuan (CHN),11 MAY 2015,1075,men_PV,2015,https://worldathletics.org/athletes/athlete=14171794
21,5.30,,Junya NAGATA,15 APR 1988,JPN,1,,Kumagaya (JPN),16 MAY 2015,1075,men_PV,2015,https://worldathletics.org/athletes/athlete=14204784
21,5.30,,Porranot PHOORAHONG,25 NOV 1995,THA,1,,Singapore (SGP),09 JUN 2015,1075,men_PV,2015,https://worldathletics.org/athletes/athlete=14606730
21,5.30,,Danil POLYANSKIY,17 DEC 1991,KAZ,2,,Almaty (KAZ),25 JUL 2015,1075,men_PV,2015,https://worldathletics.org/athletes/athlete=14604299
21,5.30,,Shunta ITSUMI,13 APR 1993,JPN,2,,Osaka (JPN),13 SEP 2015,1075,men_PV,2015,https://worldathletics.org/athletes/athlete=14707902
21,5.30,,Shota ENOKI,07 FEB 1994,JPN,3,,Osaka (JPN),13 SEP 2015,1075,men_PV,2015,https://worldathletics.org/athletes/athlete=14480138
21,5.30,,Naoya KAWAGUCHI,18 JUN 1987,JPN,2,,Gifu (JPN),27 SEP 2015,1075,men_PV,2015,https://worldathletics.org/athletes/athlete=14203787
21,5.30,,Fumitaka ISHIKAWA,05 SEP 1992,JPN,5,,Wakayama (JPN),04 OCT 2015,1075,men_PV,2015,https://worldathletics.org/athletes/japan/fumitaka-ishikawa-14646732
30,5.25,,Jih-Hao CHANG,1996,TPE,1,,Nantou City (TPE) (i),18 MAR 2015,1061,men_PV,2015,https://worldathletics.org/athletes/athlete=14612031
30,5.25,,Sugure TOBARU,29 AUG 1993,JPN,4,,Osaka (JPN),13 SEP 2015,1061,men_PV,2015,https://worldathletics.org/athletes/japan/sugure-tobaru-14671331
32,5.20,,Ryoya FUNAMOTO,31 AUG 1993,JPN,2,,Hiratsuka (JPN),14 JUN 2015,1048,men_PV,2015,https://worldathletics.org/athletes/japan/ryoya-funamoto-14663945
32,5.20,,Takuma OCHIAI,31 AUG 1997,JPN,1,,Wakayama (JPN),30 JUL 2015,1048,men_PV,2015,https://worldathletics.org/athletes/athlete=14671477
32,5.20,,Kota SUZUKI,18 DEC 1995,JPN,5,,Osaka (JPN),13 SEP 2015,1048,men_PV,2015,https://worldathletics.org/athletes/athlete=14657398
35,5.18,,Hussain Asim AL HIZAM,04 JAN 1998,KSA,2f1,,"Reno, NV (USA) (i)",17 JAN 2015,1042,men_PV,2015,https://worldathletics.org/athletes/athlete=14523471
36,5.16,,Iskandar ALWI,26 FEB 1994,MAS,1,,Kuala Lumpur (MAS),28 MAR 2015,1037,men_PV,2015,https://worldathletics.org/athletes/athlete=14478243
37,5.15,,Zhou BO,10 JAN 1989,CHN,4,,Shanghai (CHN) (i),01 MAR 2015,1034,men_PV,2015,https://worldathletics.org/athletes/athlete=14172943
37,5.15,,Qinghuai CHEN,09 AUG 1993,CHN,6,,Shanghai (CHN) (i),01 MAR 2015,1034,men_PV,2015,https://worldathletics.org/athletes/athlete=14482250
37,5.15,,Chia-Han HSIEH,14 JAN 1988,TPE,2,,Nantou City (TPE) (i),18 MAR 2015,1034,men_PV,2015,https://worldathletics.org/athletes/athlete=14228772
37,5.15,,Song YANG,22 JUN 1993,CHN,1f2,,Jinan (CHN),29 APR 2015,1034,men_PV,2015,https://worldathletics.org/athletes/pr-of-china/song-yang-14430010
37,5.15,,Yunlei RONG,09 NOV 1989,CHN,5,,Beijing (CHN),27 JUN 2015,1034,men_PV,2015,https://worldathletics.org/athletes/pr-of-china/yunlei-rong-14941151
37,5.15,,Wenfeng ZHONG,01 MAY 1995,CHN,6,,Beijing (CHN),27 JUN 2015,1034,men_PV,2015,https://worldathletics.org/athletes/athlete=14521503
37,5.15,,Yun CHENG,10 NOV 1993,CHN,9,,Beijing (CHN),27 JUN 2015,1034,men_PV,2015,https://worldathletics.org/athletes/pr-of-china/yun-cheng-14501998
37,5.15,,Keisuke OKUBO,01 MAR 1998,JPN,1,,Marugame (JPN),24 OCT 2015,1034,men_PV,2015,https://worldathletics.org/athletes/athlete=14719620
45,5.12,,Ryo TAKADA,25 APR 1994,JPN,1,,Toyota (JPN),24 OCT 2015,1026,men_PV,2015,https://worldathletics.org/athletes/japan/ryo-takada-14733549
46,5.10,,Fahed AL MERSHAD,19 MAY 1980,KUW,1,,Doha (QAT),30 APR 2015,1021,men_PV,2015,https://worldathletics.org/athletes/athlete=14210831
46,5.10,,Yu HAMASAKI,03 JUN 1994,JPN,2,,Yokohama (JPN),16 MAY 2015,1021,men_PV,2015,https://worldathletics.org/athletes/athlete=14703217
46,5.10,,Hiroaki YONEHARA,11 SEP 1993,JPN,5,,Hiratsuka (JPN),14 JUN 2015,1021,men_PV,2015,https://worldathletics.org/athletes/japan/hiroaki-yonehara-14680841
46,5.10,,Ryohei YAMAKATA,26 OCT 1992,JPN,6,,Hiratsuka (JPN),14 JUN 2015,1021,men_PV,2015,https://worldathletics.org/athletes/athlete=14663943
46,5.10,,Muntaher FALEH ABDULWAHIB,02 JAN 1998,IRQ,4,,"Pascual Guerrero Stadium, Cali (COL)",19 JUL 2015,1021,men_PV,2015,https://worldathletics.org/athletes/athlete=14603272
46,5.10,,Kosei TAKEKAWA,16 DEC 1997,JPN,2,,Wakayama (JPN),30 JUL 2015,1021,men_PV,2015,https://worldathletics.org/athletes/athlete=14719615
46,5.10,,K.P. BIMIN,01 APR 1985,IND,1,,Bhopal (IND),07 AUG 2015,1021,men_PV,2015,https://worldathletics.org/athletes/athlete=14197915
46,5.10,,Koki KURUMA,25 MAR 1996,JPN,6,,Osaka (JPN),13 SEP 2015,1021,men_PV,2015,https://worldathletics.org/athletes/athlete=14635037
46,5.10,,Rinri UEMATSU,06 JUN 1994,JPN,8,,Osaka (JPN),13 SEP 2015,1021,men_PV,2015,https://worldathletics.org/athletes/athlete=14591152
46,5.10,,Tae-won PARK,31 MAR 1996,KOR,3,,Gangneung (KOR),18 OCT 2015,1021,men_PV,2015,https://worldathletics.org/athletes/athlete=14498196
56,5.05,,Kairi UEMATSU,10 JUL 1997,JPN,3,,Wakayama (JPN),30 JUL 2015,1007,men_PV,2015,https://worldathletics.org/athletes/athlete=14719616
57,5.01,,Yuki SASASE,28 MAY 1993,JPN,1,,Inzai (JPN),24 OCT 2015,996,men_PV,2015,https://worldathletics.org/athletes/japan/yuki-sasase-14703219
58,5.00,,Kundan SINGH,10 JUL 1994,IND,1,,Thiruvanthapuram (IND),13 FEB 2015,994,men_PV,2015,https://worldathletics.org/athletes/india/kundan-singh-14603931
58,5.00,,Hui TAN,22 FEB 1989,CHN,2,,Xianlin (CHN) (i),08 MAR 2015,994,men_PV,2015,https://worldathletics.org/athletes/pr-of-china/hui-tan-14171440
58,5.00,,Ali Mekki AL SABAGHA,28 JUN 1984,KUW,1,,Al-Kuwait (KUW),05 MAY 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14210820
58,5.00,,Ryohei NODA,17 SEP 1994,JPN,6,,Yokohama (JPN),16 MAY 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14480135
58,5.00,,Yusaku KOGISO,19 DEC 1994,JPN,7,,Hiratsuka (JPN),14 JUN 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14663944
58,5.00,,Kenya HIOKI,10 JUN 1994,JPN,7,,Hiratsuka (JPN),14 JUN 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14663946
58,5.00,,Tomoaki SAKAI,26 OCT 1991,JPN,7,,Hiratsuka (JPN),14 JUN 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14707903
58,5.00,,Yuta NOTOYA,08 JUL 1989,JPN,1ce,,Nagano (JPN),05 JUL 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14444766
58,5.00,,Hibiki UEHARA,12 SEP 1997,JPN,4,,Wakayama (JPN),30 JUL 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14646773
58,5.00,,Jin NAKAMURA,,JPN,5,,Wakayama (JPN),30 JUL 2015,994,men_PV,2015,https://worldathletics.org/athletes/japan/jin-nakamura-14719617
58,5.00,,Mohammad MALLA KHALAF,29 APR 1988,SYR,,,Damascus (SYR),16 AUG 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14436905
58,5.00,,Tetsuya ARIAKE,28 JUL 1993,JPN,9,,Osaka (JPN),13 SEP 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14589334
58,5.00,,Yifan ZHANG,15 NOV 1996,CHN,8,,Suzhou (CHN),24 SEP 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14578521
58,5.00,,Shanhu XIONG,24 MAR 1993,CHN,1ce,,Suzhou (CHN),25 SEP 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14430100
58,5.00,,Yuki SAIKI,1992,JPN,13,,Wakayama (JPN),04 OCT 2015,994,men_PV,2015,https://worldathletics.org/athletes/japan/yuki-saiki-14671330
58,5.00,,Dae-wook YUN,21 NOV 1991,KOR,4,,Gangneung (KOR),18 OCT 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14373519
58,5.00,,Se-hoon PARK,29 MAY 1990,KOR,5,,Gangneung (KOR),18 OCT 2015,994,men_PV,2015,https://worldathletics.org/athletes/athlete=14328161
75,4.95,,Yao Chan SHENG,16 MAR 1996,SGP,4,,Singapore (SGP),09 JUN 2015,980,men_PV,2015,https://worldathletics.org/athletes/athlete=14483724
75,4.95,,Takaaki YOSHIDA,18 FEB 1999,JPN,6q1,,"Pascual Guerrero Stadium, Cali (COL)",17 JUL 2015,980,men_PV,2015,https://worldathletics.org/athletes/athlete=14719618
77,4.91,,Van Hue NGUYEN,26 DEC 1989,VIE,1,,Ho Chi-Minh (VIE),12 OCT 2015,969,men_PV,2015,https://worldathletics.org/athletes/athlete=14483906
77,4.91,,M.H.J. SANDARUWAN,25 MAR 1994,SRI,1,,Diyagama (SRI),03 DEC 2015,969,men_PV,2015,https://worldathletics.org/athletes/sri-lanka/mhj-sandaruwan-14550946
79,4.90,,Mohammad Mohsen RABBANI,18 APR 1983,IRI,1,,Tehran (IRI) (i),12 FEB 2015,967,men_PV,2015,https://worldathletics.org/athletes/athlete=14198697
79,4.90,,P. BALAKRISHNAN,23 MAR 1990,IND,3,,Thiruvanthapuram (IND),13 FEB 2015,967,men_PV,2015,https://worldathletics.org/athletes/india/p-balakrishnan-14516465
79,4.90,,Kai-Yi HSU,03 SEP 1991,TPE,3,,Taipei City (TPE),15 MAY 2015,967,men_PV,2015,https://worldathletics.org/athletes/chinese-taipei/kai-yi-hsu-14379275
79,4.90,,Shingo SAWA,28 SEP 1996,JPN,8,,Yokohama (JPN),16 MAY 2015,967,men_PV,2015,https://worldathletics.org/athletes/athlete=14635038
79,4.90,,Harumi HORIKAWA,02 JUN 1995,JPN,8,,Yokohama (JPN),16 MAY 2015,967,men_PV,2015,https://worldathletics.org/athletes/japan/harumi-horikawa-14703220
79,4.90,,Ginga KAGAWA,02 JUL 1994,JPN,10,,Yokohama (JPN),16 MAY 2015,967,men_PV,2015,https://worldathletics.org/athletes/japan/ginga-kagawa-14703221
79,4.90,,Riki TAKASU,21 JUN 1996,JPN,12,,Hiratsuka (JPN),14 JUN 2015,967,men_PV,2015,https://worldathletics.org/athletes/athlete=14651394
79,4.90,,Parveen KUMAR,10 OCT 1992,IND,1,,Hyderabad (IND),21 JUL 2015,967,men_PV,2015,https://worldathletics.org/athletes/india/parveen-kumar-14198042
79,4.90,,Ko KOGISO,11 MAY 1997,JPN,7,,Wakayama (JPN),30 JUL 2015,967,men_PV,2015,https://worldathletics.org/athletes/athlete=14719619
79,4.90,,Jayray PREETH,21 APR 1992,IND,2,,Bhopal (IND),07 AUG 2015,967,men_PV,2015,https://worldathletics.org/athletes/athlete=14447584
79,4.90,,Keita SATO,30 JUL 1997,JPN,5,,Wakayama (JPN),02 OCT 2015,967,men_PV,2015,https://worldathletics.org/athletes/athlete=14727980
79,4.90,,Kornthawat THUNTHEERAPHAB,1994,THA,2,,Nakhon Sawan (THA),16 DEC 2015,967,men_PV,2015,https://worldathletics.org/athletes/athlete=14543289
91,4.85,,Mohammad BANIADAM,23 AUG 1989,IRI,1,,Shiraz (IRI),02 SEP 2015,953,men_PV,2015,https://worldathletics.org/athletes/islamic-republic-of-iran/mohammad-baniadam-14605054
91,4.85,,Siva SUBARAMANI,05 JUN 1996,IND,1,,Ranchi (IND),25 NOV 2015,953,men_PV,2015,https://worldathletics.org/athletes/athlete=14717084
93,4.84,,Hsiao-Wei CHEN,08 OCT 1994,TPE,2,,Kaohsiung (TPE),20 OCT 2015,951,men_PV,2015,https://worldathletics.org/athletes/athlete=14431548
94,4.80,,Kirill SOKOLOV,20 JUN 1997,KAZ,1,,Irkutsk (RUS) (i),17 JAN 2015,940,men_PV,2015,https://worldathletics.org/athletes/kazakhstan/kirill-sokolov-14604301
94,4.80,,V. Krishna PRASATH,30 SEP 1991,IND,5,,Thiruvanthapuram (IND),13 FEB 2015,940,men_PV,2015,https://worldathletics.org/athletes/india/v-krishna-prasath-14624700
94,4.80,,Baurzhan SERIKBAYEV,27 OCT 1991,KAZ,3,,Ust-Kamenogorsk (KAZ) (i),14 FEB 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14478626
94,4.80,,Jinhao CAI,28 OCT 1997,CHN,9,,Shanghai (CHN) (i),01 MAR 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14635016
94,4.80,,Binbin SHI,06 JUL 1994,CHN,ce,,Xianlin (CHN) (i),09 MAR 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14514469
94,4.80,,Haixin HONG,17 JAN 1996,CHN,3,,Beijing (CHN) (i),15 MAR 2015,940,men_PV,2015,https://worldathletics.org/athletes/pr-of-china/haixin-hong-14691740
94,4.80,,Bangchao DING,11 OCT 1996,CHN,4,,Beijing (CHN) (i),15 MAR 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14637826
94,4.80,,Yao-Wen YEH,27 MAY 1998,TPE,1,,Taipei City (TPE),19 MAR 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14646775
94,4.80,,Kai-Hua HSU,,TPE,3,,Taipei City (TPE),19 MAR 2015,940,men_PV,2015,https://worldathletics.org/athletes/chinese-taipei/kai-hua-hsu-14522942
94,4.80,,Rehan ANJUM,23 OCT 1986,PAK,1,,Islamabad (PAK),03 APR 2015,940,men_PV,2015,https://worldathletics.org/athletes/pakistan/rehan-anjum-14530601
94,4.80,,Kreeta SINTAWACHEEWA,27 DEC 1989,THA,3,,Singapore (SGP),05 APR 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14326330
94,4.80,,Akihiko NAKAMURA,23 OCT 1990,JPN,1ce,,Wakayama (JPN),26 APR 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14204865
94,4.80,,Tao HAN,10 DEC 1998,CHN,6f2,,Jinan (CHN),29 APR 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14702455
94,4.80,,Keisuke USHIRO,24 JUL 1986,JPN,2ce,,Nagano (JPN),05 JUL 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14206640
94,4.80,,Anton MESENTSEV,1995,KAZ,4,,Almaty (KAZ),25 JUL 2015,940,men_PV,2015,https://worldathletics.org/athletes/kazakhstan/anton-mesentsev-14497620
94,4.80,,Taiga SUGAHARA,06 NOV 1986,JPN,5,,Gifu (JPN),27 SEP 2015,940,men_PV,2015,https://worldathletics.org/athletes/japan/taiga-sugahara-14205923
94,4.80,,Yoshihiro ASANO,21 DEC 1985,JPN,6,,Gifu (JPN),27 SEP 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14202552
94,4.80,,Yuki TAKAHASHI,14 JUL 1987,JPN,6,,Gifu (JPN),27 SEP 2015,940,men_PV,2015,https://worldathletics.org/athletes/japan/yuki-takahashi-14334182
94,4.80,,Masanori KURATA,20 MAY 1997,JPN,7,,Wakayama (JPN),02 OCT 2015,940,men_PV,2015,https://worldathletics.org/athletes/athlete=14727981
94,4.80,,Koichi NISHIJIMA,27 SEP 1988,JPN,14,,Wakayama (JPN),04 OCT 2015,940,men_PV,2015,https://worldathletics.org/athletes/japan/koichi-nishijima-14439795
114,4.75,,Te-Ching HSU,16 FEB 1999,TPE,5,,Taipei City (TPE),15 MAY 2015,926,men_PV,2015,https://worldathletics.org/athletes/athlete=14705942
114,4.75,,Chien-Chang CHEN,02 OCT 1996,TPE,6,,Taipei City (TPE),15 MAY 2015,926,men_PV,2015,https://worldathletics.org/athletes/athlete=14705943
114,4.75,,Zi-Qing SEAN LIM,05 JUL 1993,SGP,5,,Singapore (SGP),09 JUN 2015,926,men_PV,2015,https://worldathletics.org/athletes/athlete=14370301
117,4.70,,Leonid ANDREYEV,06 OCT 1983,UZB,1,,Jablonec nad Nisou (CZE) (i),24 JAN 2015,913,men_PV,2015,https://worldathletics.org/athletes/athlete=14255899
117,4.70,,Parminder KUMAR PATIL,1993,IND,7,,Thiruvanthapuram (IND),13 FEB 2015,913,men_PV,2015,https://worldathletics.org/athletes/india/parminder-kumar-patil-14532389
117,4.70,,Ming HAO,23 JAN 1983,CHN,ce,,Beijing (CHN),28 JUN 2015,913,men_PV,2015,https://worldathletics.org/athletes/athlete=14172511
117,4.70,,Xianbiao CHEN,05 JAN 1991,CHN,ce,,Beijing (CHN),28 JUN 2015,913,men_PV,2015,https://worldathletics.org/athletes/athlete=14635689
117,4.70,,SUNIL KUMAR,12 FEB 1990,IND,3,,Hyderabad (IND),21 JUL 2015,913,men_PV,2015,https://worldathletics.org/athletes/india/sunil-kumar-014650033
117,4.70,,Bhawani Yadav SINGH,21 JAN 1991,IND,4,,Hyderabad (IND),21 JUL 2015,913,men_PV,2015,https://worldathletics.org/athletes/athlete=14670835
117,4.70,,Vinay KUMAR,,IND,5,,Hyderabad (IND),21 JUL 2015,913,men_PV,2015,https://worldathletics.org/athletes/india/vinay-kumar-14670986
117,4.70,,Devender SINGH,,IND,4,,Bhopal (IND),07 AUG 2015,913,men_PV,2015,https://worldathletics.org/athletes/india/devender-singh-014477749
117,4.70,,Sunil SUNDER,,IND,1,,Thiruvanthapuram (IND),08 SEP 2015,913,men_PV,2015,https://worldathletics.org/athletes/india/sunil-sunder-14722596
117,4.70,,Gyanendras SINGH KUNWAR,30 JUN 1997,IND,2,,Ranchi (IND),25 NOV 2015,913,men_PV,2015,https://worldathletics.org/athletes/india/gyanendras-singh-kunwar-14670478
117,4.70,,Patsapong AMSAM-ANG,02 OCT 1997,THA,3,,Nakhon Sawan (THA),16 DEC 2015,913,men_PV,2015,https://worldathletics.org/athletes/athlete=14646774
1,5.81,,Changrui XUE,31 MAY 1991,CHN,1f1,,Orléans (FRA) (i),16 JAN 2016,1214,men_PV,2016,https://worldathletics.org/athletes/athlete=14462143
2,5.77,,Seito YAMAMOTO,11 MAR 1992,JPN,2f1,,"Reno, NV (USA) (i)",15 JAN 2016,1203,men_PV,2016,https://worldathletics.org/athletes/athlete=14432907
3,5.75,,Bokai HUANG,26 SEP 1996,CHN,1,,Doha (QAT) (i),20 FEB 2016,1198,men_PV,2016,https://worldathletics.org/athletes/athlete=14534938
3,5.75,,Daichi SAWANO,16 SEP 1980,JPN,1,,Tokyo (JPN),03 JUL 2016,1198,men_PV,2016,https://worldathletics.org/athletes/athlete=14205675
5,5.70,,Hiroki OGITA,30 DEC 1987,JPN,3,,"Austin, TX (USA)",02 APR 2016,1184,men_PV,2016,https://worldathletics.org/athletes/athlete=14205146
5,5.70,,Jie YAO,21 SEP 1990,CHN,4,,"National Stadium, Beijing (CHN)",18 MAY 2016,1184,men_PV,2016,https://worldathletics.org/athletes/athlete=14462142
7,5.60,,Minsub JIN,02 SEP 1992,KOR,2,,"Walnut, CA (USA)",16 APR 2016,1157,men_PV,2016,https://worldathletics.org/athletes/athlete=14334595
8,5.55,,Ernest John OBIENA,17 NOV 1995,PHI,1,,Singapore (SGP),29 APR 2016,1143,men_PV,2016,https://worldathletics.org/athletes/athlete=14522941
9,5.50,,Sergey GRIGORYEV,24 JUN 1992,KAZ,1,,Ust-Kamenogorsk (KAZ) (i),23 JAN 2016,1129,men_PV,2016,https://worldathletics.org/athletes/athlete=14376042
9,5.50,,Duhyeon HAN,28 JUL 1994,KOR,1,,Hwaseong (KOR),02 JUN 2016,1129,men_PV,2016,https://worldathletics.org/athletes/athlete=14432116
9,5.50,,Hiroki SASASE,17 AUG 1989,JPN,4,,Nagoya (JPN),24 JUN 2016,1129,men_PV,2016,https://worldathletics.org/athletes/athlete=14205589
12,5.46,,Masaki EJIMA,06 MAR 1999,JPN,1,,Kitakami (JPN),07 OCT 2016,1119,men_PV,2016,https://worldathletics.org/athletes/athlete=14714512
13,5.45,,Nikita FILIPPOV,07 OCT 1991,KAZ,2,,Mersin (TUR),29 MAY 2016,1116,men_PV,2016,https://worldathletics.org/athletes/athlete=14940978
13,5.45,,Leonid ANDREYEV,06 OCT 1983,UZB,1ce,,Tashkent (UZB),10 JUN 2016,1116,men_PV,2016,https://worldathletics.org/athletes/athlete=14255899
13,5.45,,Kota SUZUKI,18 DEC 1995,JPN,1,,Kumagaya (JPN),04 SEP 2016,1116,men_PV,2016,https://worldathletics.org/athletes/athlete=14657398
16,5.40,,Xiang XIA,28 MAR 1991,CHN,8,,"National Stadium, Beijing (CHN)",18 MAY 2016,1102,men_PV,2016,https://worldathletics.org/athletes/athlete=14941109
16,5.40,,Danil POLYANSKIY,17 DEC 1991,KAZ,2,,Almaty (KAZ),25 MAY 2016,1102,men_PV,2016,https://worldathletics.org/athletes/athlete=14604299
16,5.40,,Muntaher FALEH ABDULWAHIB,02 JAN 1998,IRQ,1,,Baghdad (IRQ),09 JUN 2016,1102,men_PV,2016,https://worldathletics.org/athletes/athlete=14603272
16,5.40,,Yusaku KOGISO,19 DEC 1994,JPN,5,,Nagoya (JPN),24 JUN 2016,1102,men_PV,2016,https://worldathletics.org/athletes/athlete=14663944
16,5.40,,Jiannariharu MATSUZAWA,06 JAN 1992,JPN,6,,Nagoya (JPN),24 JUN 2016,1102,men_PV,2016,https://worldathletics.org/athletes/athlete=14376036
16,5.40,,Koki KURUMA,25 MAR 1996,JPN,6,,Nagoya (JPN),24 JUN 2016,1102,men_PV,2016,https://worldathletics.org/athletes/athlete=14635037
16,5.40,,Ryohei YAMAKATA,26 OCT 1992,JPN,2,,Kumagaya (JPN),04 SEP 2016,1102,men_PV,2016,https://worldathletics.org/athletes/athlete=14663943
23,5.35,,Porranot PHOORAHONG,25 NOV 1995,THA,1,,Bangkok (THA),05 JUL 2016,1089,men_PV,2016,https://worldathletics.org/athletes/athlete=14606730
24,5.30,,Yansheng YANG,05 JAN 1988,CHN,1,,Nanjing (CHN) (i),28 FEB 2016,1075,men_PV,2016,https://worldathletics.org/athletes/athlete=14170839
24,5.30,,Wenfeng ZHONG,01 MAY 1995,CHN,2,,Shaoxing (CHN),15 APR 2016,1075,men_PV,2016,https://worldathletics.org/athletes/athlete=14521503
24,5.30,,Rinri UEMATSU,06 JUN 1994,JPN,4,,Kumagaya (JPN),04 SEP 2016,1075,men_PV,2016,https://worldathletics.org/athletes/athlete=14591152
24,5.30,,Shingo SAWA,28 SEP 1996,JPN,5,,Kumagaya (JPN),04 SEP 2016,1075,men_PV,2016,https://worldathletics.org/athletes/athlete=14635038
24,5.30,,Ryo TAKADA,25 APR 1994,JPN,6,,Kumagaya (JPN),04 SEP 2016,1075,men_PV,2016,https://worldathletics.org/athletes/japan/ryo-takada-14733549
24,5.30,,Kosei TAKEKAWA,16 DEC 1997,JPN,2,,Nagoya (JPN),22 OCT 2016,1075,men_PV,2016,https://worldathletics.org/athletes/athlete=14719615
30,5.26,,Hussain Asim AL HIZAM,04 JAN 1998,KSA,3,,"Lawrence, KS (USA)",23 APR 2016,1064,men_PV,2016,https://worldathletics.org/athletes/athlete=14523471
