Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
47,54.74,,Rin AOKI,08 APR 1998,JPN,3,,Wakayama (JPN),29 JUL 2015,1022,women_400m,2015,https://worldathletics.org/athletes/athlete=14714420
48,54.76,,Jie CHEN,17 APR 1994,CHN,3,,Taiyuan (CHN),12 MAY 2015,1022,women_400m,2015,https://worldathletics.org/athletes/athlete=14430131
49,54.77,,Christine Sonali MERRILL,20 AUG 1987,SRI,2f1,,"San Diego, CA (USA)",28 MAR 2015,1021,women_400m,2015,https://worldathletics.org/athletes/athlete=14316872
50,54.82,,Naoko OTSUKI,1991,JPN,3h2,,Osaka (JPN),11 SEP 2015,1020,women_400m,2015,https://worldathletics.org/athletes/japan/naoko-otsuki-14563854
51,54.83,,Minjia CAI,02 APR 1993,CHN,4,,Taiyuan (CHN),12 MAY 2015,1019,women_400m,2015,https://worldathletics.org/athletes/athlete=14483293
52,54.84,,Ayaha KIMOTO,13 JUL 1996,JPN,2f2,,Fukuroi (JPN),03 MAY 2015,1019,women_400m,2015,https://worldathletics.org/athletes/athlete=14643504
53,54.88,,Merjen ISHANGULIYEVA,21 JAN 1988,KAZ,1,,Bishkek (KGZ),20 JUN 2015,1017,women_400m,2015,https://worldathletics.org/athletes/athlete=14941261
54,54.96,,Fuya MATSUMOTO,23 APR 1997,JPN,1sf3,,Wakayama (JPN),29 JUL 2015,1014,women_400m,2015,https://worldathletics.org/athletes/japan/fuya-matsumoto-14719648
55,54.98,,Yan HUANG,12 JAN 1996,CHN,3,,Beijing (CHN) (i),15 MAR 2015,1048,women_400m,2015,https://worldathletics.org/athletes/athlete=14668298
56,55.02,,Na FU,08 JUN 1997,CHN,7,,Beijing (CHN),28 JUN 2015,1012,women_400m,2015,https://worldathletics.org/athletes/athlete=14702469
56,55.02,,Wathsala KARUNATHILAKE,,SRI,2,,Diyagama (SRI),26 JUL 2015,1012,women_400m,2015,https://worldathletics.org/athletes/sri-lanka/wathsala-karunathilake-14715691
56,55.02,,Airi IKEZAKI,22 JUN 1998,JPN,2sf3,,Wakayama (JPN),29 JUL 2015,1012,women_400m,2015,https://worldathletics.org/athletes/athlete=14671513
59,55.03,,Yanong XUE,08 AUG 1997,CHN,6,,Suzhou (CHN),23 SEP 2015,1012,women_400m,2015,https://worldathletics.org/athletes/athlete=14691760
60,55.06,,Yuika OKABE,31 JAN 1996,JPN,4h2,,Osaka (JPN),11 SEP 2015,1011,women_400m,2015,https://worldathletics.org/athletes/japan/yuika-okabe-14664057
60,55.06,,Haruna UESUGI,01 MAY 1998,JPN,1f1,,Fukuroi (JPN),31 OCT 2015,1011,women_400m,2015,https://worldathletics.org/athletes/japan/haruna-uesugi-14719649
62,55.07,,Ayano SHIOMI,26 NOV 1999,JPN,2f1,,Fukuroi (JPN),31 OCT 2015,1010,women_400m,2015,https://worldathletics.org/athletes/athlete=14728006
63,55.08,,Chisato TANAKA,13 AUG 1988,JPN,4,,Gifu (JPN),27 SEP 2015,1010,women_400m,2015,https://worldathletics.org/athletes/athlete=14288115
64,55.11,,Satomi KUBOKURA,27 APR 1982,JPN,3h2,,Wakayama (JPN),04 OCT 2015,1009,women_400m,2015,https://worldathletics.org/athletes/athlete=14286933
65,55.12,,Vijayakumari GOWDENAHALLI KUMARA,05 AUG 1996,IND,1,,Hyderabad (IND),08 AUG 2015,1008,women_400m,2015,https://worldathletics.org/athletes/athlete=14598252
66,55.13,,Treewadee YONGPHAN,03 MAR 1987,THA,4,,Singapore (SGP),12 JUN 2015,1008,women_400m,2015,https://worldathletics.org/athletes/athlete=14302743
67,55.14,,Sarita DEVI,05 NOV 1994,IND,3,,Moodbidri (IND),18 JAN 2015,1008,women_400m,2015,https://worldathletics.org/athletes/india/sarita-devi-14409574
68,55.15,,Meiyuan WANG,23 AUG 1994,CHN,2h5,,Beijing (CHN),27 JUN 2015,1007,women_400m,2015,https://worldathletics.org/athletes/athlete=14702559
69,55.18,,Maryam TOOSI,05 DEC 1988,IRI,1,,Tehran (IRI),26 APR 2015,1006,women_400m,2015,https://worldathletics.org/athletes/athlete=14283125
70,55.19,,Sheoran NIRMLA,15 JUL 1995,IND,3,,Thiruvanthapuram (IND),11 FEB 2015,1006,women_400m,2015,https://worldathletics.org/athletes/athlete=14497988
71,55.21,,Ryo EDA,1997,JPN,2sf2,,Wakayama (JPN),29 JUL 2015,1005,women_400m,2015,https://worldathletics.org/athletes/japan/ryo-eda-14671510
72,55.23,,Mayu INAOKA,16 MAR 1996,JPN,5h4,,Osaka (JPN),11 SEP 2015,1004,women_400m,2015,https://worldathletics.org/athletes/athlete=14722783
73,55.24,,Suzuka KAWABATA,13 JUL 1993,JPN,3h3,,Osaka (JPN),11 SEP 2015,1004,women_400m,2015,https://worldathletics.org/athletes/athlete=14591170
74,55.27,,Chinchu JOSE,13 MAR 1991,IND,1,,Thiruvanthapuram (IND),08 SEP 2015,1003,women_400m,2015,https://worldathletics.org/athletes/athlete=14409563
75,55.28,,Honoka IWATA,1997,JPN,1f2,,Fukuroi (JPN),31 OCT 2015,1003,women_400m,2015,https://worldathletics.org/athletes/athlete=14671525
76,55.29,,Geethani PATHMAKUMARI,,SRI,3,,Diyagama (SRI),03 DEC 2015,1002,women_400m,2015,https://worldathletics.org/athletes/sri-lanka/geethani-pathmakumari-14557889
77,55.30,,Akiko ITO,26 MAY 1995,JPN,5,,Chiba (JPN),15 AUG 2015,1002,women_400m,2015,https://worldathletics.org/athletes/athlete=14562727
78,55.31,,Reena GEORGE,15 OCT 1993,IND,4,,Moodbidri (IND),18 JAN 2015,1001,women_400m,2015,https://worldathletics.org/athletes/athlete=14497976
78,55.31,,Ayoung LEE,09 DEC 1996,KOR,1,,Mungyeong (KOR),27 JUN 2015,1001,women_400m,2015,https://worldathletics.org/athletes/athlete=14498200
80,55.32,,Yang LIN,14 SEP 1998,CHN,2,,Shanghai (CHN) (i),01 MAR 2015,1035,women_400m,2015,https://worldathletics.org/athletes/athlete=14691897
80,55.32,,Sayumi YOSHIDA,30 OCT 1997,JPN,3sf1,,Wakayama (JPN),29 JUL 2015,1001,women_400m,2015,https://worldathletics.org/athletes/athlete=14719650
82,55.36,,Mie SHIBATA,1998,JPN,3sf2,,Wakayama (JPN),29 JUL 2015,1000,women_400m,2015,https://worldathletics.org/athletes/athlete=14719646
83,55.37,,Fengyan SUN,03 APR 1995,CHN,7,,Taiyuan (CHN),12 MAY 2015,999,women_400m,2015,https://worldathletics.org/athletes/athlete=14472757
84,55.39,,Rajni NAGAR,17 OCT 1997,IND,1,,Ranchi (IND),24 NOV 2015,999,women_400m,2015,https://worldathletics.org/athletes/athlete=14717110
85,55.45,,Marina ZAIKO,17 JAN 1993,KAZ,4,,Almaty (KAZ),12 MAY 2015,996,women_400m,2015,https://worldathletics.org/athletes/athlete=14424023
85,55.45,,Haruka SHIBATA,13 JAN 1991,JPN,5,,Gifu (JPN),27 SEP 2015,996,women_400m,2015,https://worldathletics.org/athletes/athlete=14334519
87,55.47,,Nirmali Mandushika P. GAMAGE,15 JAN 1997,SRI,4,,Diyagama (SRI),26 JUL 2015,996,women_400m,2015,https://worldathletics.org/athletes/athlete=14594820
87,55.47,,Jerin JOSEPH,01 MAR 1996,IND,2,,Ranchi (IND),24 NOV 2015,996,women_400m,2015,https://worldathletics.org/athletes/athlete=14717117
89,55.48,,Pornpan HERMHUK,03 JUN 1993,THA,1,,Taipei City (TPE),15 MAY 2015,995,women_400m,2015,https://worldathletics.org/athletes/thailand/pornpan-hermhuk-14427140
90,55.50,,Masumi OKUDA,07 AUG 1996,JPN,2sf2,,Yokohama (JPN),15 MAY 2015,995,women_400m,2015,https://worldathletics.org/athletes/athlete=14649125
91,55.51,,Maiko YAMADA,20 DEC 1993,JPN,4h3,,Osaka (JPN),11 SEP 2015,994,women_400m,2015,https://worldathletics.org/athletes/japan/maiko-yamada-14722782
92,55.53,,Thi Thuy CAN,01 JUN 1998,VIE,3,,Ho Chi-Minh (VIE),12 OCT 2015,993,women_400m,2015,https://worldathletics.org/athletes/athlete=14661691
93,55.54,,Thi Hang NGUYEN,16 JAN 1997,VIE,4,,Ho Chi-Minh (VIE),12 OCT 2015,993,women_400m,2015,https://worldathletics.org/athletes/athlete=14498223
94,55.57,,Sini JOSE,25 MAY 1987,IND,5,,Kolkata (IND),17 SEP 2015,992,women_400m,2015,https://worldathletics.org/athletes/athlete=14282869
95,55.58,,Kana KONDO,10 AUG 1994,JPN,6h4,,Osaka (JPN),11 SEP 2015,992,women_400m,2015,https://worldathletics.org/athletes/japan/kana-kondo-14664081
96,55.60,,Yekaterina YERMAK,18 FEB 1993,KAZ,5,,Almaty (KAZ),12 MAY 2015,991,women_400m,2015,https://worldathletics.org/athletes/athlete=14375990
96,55.60,,Zion CORRALES-NELSON,11 OCT 1998,PHI,1,,Langley (CAN),05 JUN 2015,991,women_400m,2015,https://worldathletics.org/athletes/athlete=14581580
96,55.60,,Meiting LAI,03 MAR 1995,CHN,3h1,,Suzhou (CHN),22 SEP 2015,991,women_400m,2015,https://worldathletics.org/athletes/athlete=14502066
96,55.60,,Yu-Hsuan WANG,22 OCT 1995,TPE,1,,Kaohsiung (TPE),19 OCT 2015,991,women_400m,2015,https://worldathletics.org/athletes/chinese-taipei/yu-hsuan-wang-14651451
100,55.62,,Jauna MURMU,16 AUG 1990,IND,2h3,,Chennai (IND),10 JUL 2015,990,women_400m,2015,https://worldathletics.org/athletes/athlete=14377658
100,55.62,,Nozomi ABE,1997,JPN,4sf3,,Wakayama (JPN),29 JUL 2015,990,women_400m,2015,https://worldathletics.org/athletes/japan/nozomi-abe-14719653
102,55.64,,Nurul Faizah MAZLAN,04 JUL 1991,MAS,5,,Singapore (SGP),12 JUN 2015,989,women_400m,2015,https://worldathletics.org/athletes/athlete=14290832
103,55.66,,Arpitha MANJUNATHA,11 FEB 1993,IND,3h2,,Chennai (IND),12 JUL 2015,989,women_400m,2015,https://worldathletics.org/athletes/athlete=14497980
104,55.67,,Xufei ZHANG,26 JUN 1995,CHN,6h1,,Mungyeong (KOR),06 OCT 2015,988,women_400m,2015,https://worldathletics.org/athletes/athlete=14691762
105,55.70,,Misato HASEGAWA,02 JUL 1992,JPN,6,,Gifu (JPN),27 SEP 2015,987,women_400m,2015,https://worldathletics.org/athletes/japan/misato-hasegawa-14439384
106,55.74,,Se-ra OH,30 AUG 1987,KOR,2,,Mungyeong (KOR),27 JUN 2015,986,women_400m,2015,https://worldathletics.org/athletes/athlete=14424653
107,55.78,,Chiharu SHIBATA,31 MAY 1997,JPN,2sf1,,Wakayama (JPN),05 OCT 2015,984,women_400m,2015,https://worldathletics.org/athletes/athlete=14728004
108,55.79,,P.N. SOUNDARYA,22 NOV 1994,IND,1,,Patiala (IND),31 DEC 2015,984,women_400m,2015,https://worldathletics.org/athletes/athlete=14735663
109,55.82,,Shaharbana SIDHIQUE,03 SEP 1997,IND,2,,Hyderabad (IND),08 AUG 2015,983,women_400m,2015,https://worldathletics.org/athletes/india/shaharbana-sidhique-14549120
110,55.83,,Sri Maya SARI,24 APR 1994,INA,1,,Banda Aceh (INA),20 NOV 2015,983,women_400m,2015,https://worldathletics.org/athletes/athlete=14478686
111,55.84,,Anju THOMAS,25 MAY 1992,IND,3h3,,Chennai (IND),10 JUL 2015,982,women_400m,2015,https://worldathletics.org/athletes/athlete=14545222
112,55.85,,Nonoka RITO,08 JUL 1995,JPN,7h4,,Osaka (JPN),11 SEP 2015,982,women_400m,2015,https://worldathletics.org/athletes/athlete=14562711
112,55.85,,Airi NAKAJIMA,04 MAY 1997,JPN,5,,Wakayama (JPN),05 OCT 2015,982,women_400m,2015,https://worldathletics.org/athletes/athlete=14727959
114,55.86,,Ayano FUJII,03 JUN 1998,JPN,2h4,,Wakayama (JPN),29 JUL 2015,981,women_400m,2015,https://worldathletics.org/athletes/athlete=14719654
115,55.87,,Mari TAKEUCHI,18 OCT 1997,JPN,3h4,,Wakayama (JPN),29 JUL 2015,981,women_400m,2015,https://worldathletics.org/athletes/athlete=14719652
115,55.87,,Yumi TOTANI,06 JUL 1998,JPN,4sf1,,Wakayama (JPN),29 JUL 2015,981,women_400m,2015,https://worldathletics.org/athletes/athlete=14719651
117,55.88,,Shoko IKEJIMA,28 FEB 1994,JPN,4,,Yokohama (JPN),15 MAY 2015,981,women_400m,2015,https://worldathletics.org/athletes/athlete=14445197
117,55.88,,Eunju JO,12 NOV 1989,KOR,3,,Mungyeong (KOR),27 JUN 2015,981,women_400m,2015,https://worldathletics.org/athletes/athlete=14477439
119,55.90,,Shin-ae KIM,1986,KOR,4,,Mungyeong (KOR),27 JUN 2015,980,women_400m,2015,https://worldathletics.org/athletes/korea/shin-ae-kim-14289746
120,55.96,,Ziling ZHAO,05 DEC 1996,CHN,3h4,,Jinan (CHN),29 APR 2015,978,women_400m,2015,https://worldathletics.org/athletes/pr-of-china/ziling-zhao-14647950
120,55.96,,Supanich POOLKERD,28 NOV 1997,THA,2,,Taipei City (TPE),15 MAY 2015,978,women_400m,2015,https://worldathletics.org/athletes/athlete=14646804
120,55.96,,Yu-Ting HSIEH,21 SEP 1998,TPE,2,,Kaohsiung (TPE),19 OCT 2015,978,women_400m,2015,https://worldathletics.org/athletes/athlete=14497699
123,55.97,,Anu MARIUM JOSE,05 MAY 1990,IND,4,,Thiruvanthapuram (IND),11 FEB 2015,977,women_400m,2015,https://worldathletics.org/athletes/athlete=14282965
124,55.98,,Jie ZHANG,18 FEB 1995,CHN,2h10,,Jinan (CHN),29 APR 2015,977,women_400m,2015,https://worldathletics.org/athletes/pr-of-china/jie-zhang-14691764
125,56.00,,Miho SUGISAWA,,JPN,2h3,,Wakayama (JPN),04 OCT 2015,976,women_400m,2015,https://worldathletics.org/athletes/japan/miho-sugisawa-14728005
126,56.04,,Kaede DEMIZU,08 MAY 1997,JPN,1f3,,Fukuroi (JPN),31 OCT 2015,975,women_400m,2015,https://worldathletics.org/athletes/athlete=14671509
127,56.07,,Pei-Yu PAN,21 AUG 1998,TPE,3,,Kaohsiung (TPE),19 OCT 2015,974,women_400m,2015,https://worldathletics.org/athletes/athlete=14603301
128,56.08,,Danah HUSSEIN,03 JAN 1986,IRQ,2f2,,Bangkok (THA),22 JUN 2015,973,women_400m,2015,https://worldathletics.org/athletes/athlete=14283410
129,56.10,,Qiao YANG,15 JUL 1996,CHN,3h1,,Beijing (CHN),27 JUN 2015,973,women_400m,2015,https://worldathletics.org/athletes/athlete=14585337
129,56.10,,Gayanthika ARTIGALA,23 DEC 1986,SRI,6,,Diyagama (SRI),26 JUL 2015,973,women_400m,2015,https://worldathletics.org/athletes/athlete=14498049
131,56.12,,Ji-eun KIM,16 JUN 1992,KOR,1h2,,Mungyeong (KOR),27 JUN 2015,972,women_400m,2015,https://worldathletics.org/athletes/athlete=14289713
131,56.12,,Nuo LIANG,21 JUN 1999,CHN,5h3,,Suzhou (CHN),22 SEP 2015,972,women_400m,2015,https://worldathletics.org/athletes/athlete=14714421
133,56.15,,Ghofrane MOHAMMAD,06 JUN 1989,SYR,1f4,,Moskva (RUS),23 MAY 2015,971,women_400m,2015,https://worldathletics.org/athletes/athlete=14302586
134,56.16,,Miyuki YANO,01 APR 1990,JPN,3f1,,Fukuroi (JPN),03 MAY 2015,971,women_400m,2015,https://worldathletics.org/athletes/athlete=14374558
134,56.16,,Sonia BAISHYA,31 DEC 1995,IND,4,,Hyderabad (IND),08 AUG 2015,971,women_400m,2015,https://worldathletics.org/athletes/athlete=14717114
134,56.16,,Gusti Ayu Mardili NINGSIH,31 MAR 1998,INA,1,,B.S.Begawan (BRU),23 NOV 2015,971,women_400m,2015,https://worldathletics.org/athletes/athlete=14672754
137,56.18,,Tomomi YANAGIYA,12 MAR 1999,JPN,3h3,,Wakayama (JPN),04 OCT 2015,970,women_400m,2015,https://worldathletics.org/athletes/athlete=14728003
137,56.18,,Subha VENKATESAN,31 AUG 1999,IND,2,,Ranchi (IND),24 NOV 2015,970,women_400m,2015,https://worldathletics.org/athletes/athlete=14740936
139,56.20,,Atchima ENG-CHUAN,10 FEB 1990,THA,3,,Taipei City (TPE),15 MAY 2015,969,women_400m,2015,https://worldathletics.org/athletes/athlete=14330165
140,56.27,,Luoxi SHI,04 OCT 1994,CHN,4h3,,Beijing (CHN),27 JUN 2015,967,women_400m,2015,https://worldathletics.org/athletes/pr-of-china/luoxi-shi-14647949
140,56.27,,B. D. G. PATHMA KUMARI,,SRI,3h1,,Diyagama (SRI),03 DEC 2015,967,women_400m,2015,https://worldathletics.org/athletes/sri-lanka/b-d-g-pathma-kumari-14483759
142,56.28,,Sijia YANG,09 AUG 1995,CHN,2,,Xianlin (CHN) (i),08 MAR 2015,1000,women_400m,2015,https://worldathletics.org/athletes/athlete=14482256
142,56.28,,Yuri ARASHIMA,02 SEP 1997,JPN,6sf2,,Wakayama (JPN),05 OCT 2015,966,women_400m,2015,https://worldathletics.org/athletes/athlete=14608150
144,56.30,,Saritaben Laxmanbhai GAYAKWAD,01 JUN 1994,IND,2,,Patiala (IND),31 DEC 2015,966,women_400m,2015,https://worldathletics.org/athletes/athlete=14735664
145,56.31,,Eun-hee YOUM,14 MAY 1989,KOR,5,,Mungyeong (KOR),27 JUN 2015,965,women_400m,2015,https://worldathletics.org/athletes/athlete=14477435
146,56.32,,Zaimah Atifah ZAINUDDIN,10 SEP 1999,MAS,2,,Kuala Lumpur (MAS),12 APR 2015,965,women_400m,2015,https://worldathletics.org/athletes/athlete=14696673
147,56.33,,Farhana PARVIN,12 APR 1996,IND,1,,Kolkata (IND),17 SEP 2015,964,women_400m,2015,https://worldathletics.org/athletes/athlete=14716492
148,56.34,,. SOWNDHARYA,,IND,3h1,,Thiruvanthapuram (IND),09 FEB 2015,964,women_400m,2015,https://worldathletics.org/athletes/india/sowndharya-14685363
149,56.35,,Shoko FUKUDA,20 AUG 1998,JPN,1h2,,Wakayama (JPN),04 OCT 2015,964,women_400m,2015,https://worldathletics.org/athletes/athlete=14671512
150,56.39,,Shuang ZHANG,02 MAR 1994,CHN,4h1,,Beijing (CHN),27 JUN 2015,962,women_400m,2015,https://worldathletics.org/athletes/athlete=14714467
151,56.40,,Wei FANG,15 JAN 1994,CHN,4h2,,Jinan (CHN),29 APR 2015,962,women_400m,2015,https://worldathletics.org/athletes/pr-of-china/wei-fang-14585336
152,56.43,,Vijaya KUMARI,05 AUG 1996,IND,4h1,,Thiruvanthapuram (IND),09 FEB 2015,961,women_400m,2015,https://worldathletics.org/athletes/india/vijaya-kumari-14609206
153,56.50,,Xin LIU,26 AUG 1992,CHN,2h7,,Taiyuan (CHN),11 MAY 2015,958,women_400m,2015,https://worldathletics.org/athletes/athlete=14472021
154,56.51,,Sneha KOLLERI,19 MAY 1999,IND,3,,Ranchi (IND),24 NOV 2015,958,women_400m,2015,https://worldathletics.org/athletes/athlete=14717115
154,56.51,,Tiasha SAMADDER,20 MAY 1998,IND,4,,Ranchi (IND),24 NOV 2015,958,women_400m,2015,https://worldathletics.org/athletes/athlete=14621363
156,56.53,,Xiaolu WU,17 AUG 1995,CHN,3h2,,Beijing (CHN),27 JUN 2015,957,women_400m,2015,https://worldathletics.org/athletes/athlete=14663876
156,56.53,,Priyanka BHUPAL MONDAL,10 MAY 1994,IND,4h2,,Chennai (IND),12 JUL 2015,957,women_400m,2015,https://worldathletics.org/athletes/athlete=14448713
158,56.54,,Aleksandra ROMANOVA,26 DEC 1990,KAZ,1,,Ust-Kamenogorsk (KAZ) (i),06 FEB 2015,991,women_400m,2015,https://worldathletics.org/athletes/athlete=14593716
